n_nodes,influence,n0,n1,n2,n3,n4
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
