n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
3867,4969,1690,20.91,6.72,7.288074833647739
6489,7845,2539,25.17,7.08,6.615213939216208
1476,1089,324,50.57,12.98,13.429158253775274
6579,9001,4741,24.29,7.08,7.008160367339976
964,3636,8525,26.15,9.12,8.744220079144917
8792,5902,4533,16.58,5.98,5.838961820472369
2828,1739,4288,38.57,11.38,11.060916644591932
3512,420,4264,19.21,8.24,7.930376112856989
4452,3169,2700,18.79,7.61,7.495283663086104
5076,4745,6101,21.34,6.38,6.608738839172418
1420,9926,5528,35.07,9.61,9.833701572819479
6355,8289,4077,28.41,8.23,7.572150197430648
2912,4052,7759,39.9,6.18,6.744803503169907
4587,1463,8972,25.23,6.99,6.9938495529498645
4919,118,4783,32.68,11.28,11.27606238479581
9377,5107,8329,13.07,6.04,6.160198150365914
3196,6782,6942,30.5,8.03,7.739631290121263
9812,4721,7062,12.54,5.45,5.697043029851708
7395,2643,3821,24.54,7.48,7.318564556231289
4998,4254,708,24.19,7.13,6.957673721997434
1328,758,7580,59.85,10.72,10.131947642299528
4594,8501,8759,11.9,5.38,5.8522967364276655
7720,5617,2376,16.88,7.06,7.223283316152505
3204,1088,6763,25.74,6.22,5.838477545029229
3320,7227,4526,30.11,8.31,7.994994873276841
3009,5829,7142,19.35,7.16,6.995094815076808
9646,5253,9150,24.41,6.51,6.447513968927398
3255,5300,1654,33.6,9.87,9.986246886712516
1009,3749,4546,43.57,9.48,9.37940988712276
9538,3889,2001,36.39,9.51,9.626378970794018
5424,2908,4766,17.73,6.46,6.762644541740974
7520,420,701,41.12,10.25,10.835882574201184
5850,1353,4680,33.35,8.69,8.557177682203479
5359,297,5288,31.97,8.17,8.330192740109519
4734,5270,2505,16.13,6.03,6.4159245546890995
6724,1273,4807,23.84,7.98,7.92507619066752
3136,7276,4784,26.41,7.16,7.258192882701454
2235,4096,6252,28.68,8.65,8.925726134092823
9810,2603,5428,10.6,5.87,5.688302316714626
9389,153,5952,46.79,11.51,11.097112990716727
733,7451,2778,41.94,12.26,11.724032223076083
5983,5942,4756,22.65,6.18,6.410943464729177
9362,1590,7197,28.19,10.7,9.478816073113036
3395,6946,3406,19.13,7.15,6.702870375432953
1861,972,1019,40.44,11.28,12.220693108449677
905,2763,9757,34.07,8.06,8.162378423538753
2451,9937,669,34.99,11.11,10.609457178879115
8949,8039,9546,23.6,4.91,5.338169340848052
4080,5266,582,36.3,9.21,9.585822834861489
2003,8671,4798,37.86,9.94,9.673809223461546
6706,3281,7827,10.58,7.06,6.4233171936837525
3305,3962,7189,34.9,6.21,6.6747342353339345
6727,8059,604,44.59,10.26,11.127534779117044
3589,6901,7266,32.37,7.22,7.130799132793392
4072,7009,3534,12.17,7.27,6.843093476959976
8168,3075,518,59.3,13.48,13.385268560733941
603,4167,4151,20.72,6.96,6.980142129878775
3971,8612,3408,19.49,7.71,7.192832264153607
3792,6834,4287,19.16,7.2,7.615604140145567
2321,5325,840,22.91,9.26,8.58666736704074
5153,9262,1914,13.44,7.35,7.363096207282762
9334,6602,663,33.12,11.8,12.054214225037075
8098,6348,1522,25.8,8.52,8.567592203849642
7046,3455,9376,15.27,5.77,6.013540366774474
2710,5514,4853,29.1,6.92,7.427204066648826
7720,5161,6881,24.22,6.25,6.0676487626454225
8651,3526,4395,30.83,6.54,6.5841295320540905
5546,6425,8132,15.74,5.66,5.970245162331196
1218,4588,3133,33.3,9.91,9.338587682334733
729,6468,2091,46.89,11.35,11.574047114099947
4414,990,2740,34.78,10.57,10.470101380397134
7611,9325,7736,11.52,5.6,5.887454679141854
6614,6397,3580,15.55,7.42,6.827170274762814
53,3460,2568,105.8,27.11,27.47171908862619
214,9994,4216,30.27,10.8,11.322144434991184
1898,6484,6243,17.61,6.76,7.289564640937212
3642,9021,874,32.1,7.69,8.025042847030225
3304,2652,9966,24.98,7.02,7.034251631507799
5417,9213,7725,18.96,6.08,5.5998285843822
8624,7203,432,21.73,8.33,8.238102351662935
1294,560,9740,48.52,11.98,11.70853746279179
1850,8009,9188,18.79,6.8,6.671333127442844
4209,9963,2273,32.78,6.65,7.094017955796424
677,5940,1305,63.83,12.61,13.22751383832366
8568,172,4865,28.46,9.3,9.45839682446195
5683,1224,1394,26.31,6.92,7.2043371170688
8902,7434,6244,12.93,5.99,6.0189270381718565
3364,5098,6367,25.7,7.52,7.079377632189922
3828,7973,6554,17.16,6.56,6.984827078779658
1558,1264,1875,37.91,10.7,10.833436253706708
5994,8396,7109,27.01,7.26,6.969049644736965
6813,7278,1096,44.03,7.51,8.001554994189151
3208,4952,7842,16.62,7.18,6.92019938097261
6921,1936,9147,31.53,7.22,7.006235256503597
2742,6088,2667,18.38,7.67,7.600071443854381
2889,2446,5350,27.01,8.82,8.976580507406418
8097,5547,4237,21.49,5.99,6.479143671585115
8877,79,2764,49.3,14.02,14.37406047112426
91,5108,1981,26.18,6.14,6.834203973826814
8928,1815,7970,20.0,8.65,8.5436790722805
