n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,190,887,692,6,346,514,474,919,619,82,87.91,53.01,55.189985717976136
342,567,958,631,716,41,745,388,173,720,968,462,974,742,432,62.82,38.57,37.71017333183115
160,172,243,52,113,135,518,892,946,604,64,792,704,392,808,66.94,39.84,39.91363427846929
764,908,104,941,298,209,690,229,743,812,431,910,89,791,273,52.57,33.82,35.46183059928435
933,214,406,287,349,828,44,204,725,907,5,900,421,56,917,78.38,51.18,50.28324973029462
387,866,503,142,24,242,434,753,928,871,114,987,611,3,124,144.67,89.23,90.388616079054
782,592,202,916,872,207,338,8,913,85,136,552,939,17,512,74.18,46.07,46.55236746263338
86,586,508,550,943,202,430,70,407,196,654,783,95,717,593,54.9,35.57,36.1364550761037
148,176,962,623,736,981,42,55,276,568,699,620,872,152,763,50.8,29.82,30.89538170121682
274,754,589,35,124,889,722,412,973,927,242,165,625,517,44,62.61,40.02,40.272945707465794
753,374,865,690,534,604,578,793,704,88,888,355,112,884,902,61.65,36.77,35.63326564643131
598,374,462,215,411,203,969,588,763,18,388,818,622,336,0,110.34,67.69,68.90446522533028
443,114,218,227,454,276,332,834,90,314,644,291,105,529,802,62.22,37.84,37.649189334341344
56,26,390,799,573,826,438,509,354,726,796,254,579,755,67,66.67,39.76,40.92283199457734
435,663,236,98,987,778,410,522,381,978,880,573,378,142,683,57.28,34.92,35.35977645980154
297,175,709,863,896,265,30,51,962,998,829,176,269,969,168,71.16,40.83,41.03085283835434
123,621,151,12,49,62,461,213,805,398,301,626,15,989,817,92.08,57.55,59.13981415780432
363,291,144,492,575,284,140,984,88,765,569,303,712,120,67,67.4,38.68,39.91982643480989
430,462,145,720,575,782,813,392,602,908,822,173,679,732,280,43.42,30.59,29.913455614276657
790,611,901,623,506,357,101,945,49,283,541,131,177,817,644,59.39,40.51,40.65237339457079
840,86,166,798,808,227,879,13,207,180,485,467,605,572,558,69.67,41.47,41.08682235877186
397,85,177,561,493,607,969,268,548,68,963,666,29,594,599,62.44,37.28,36.670604392546586
910,446,557,316,536,539,550,657,931,815,67,898,658,587,555,49.93,31.69,31.82363137794674
978,307,65,742,229,737,140,105,102,716,503,464,61,501,910,59.5,35.64,37.828693810229616
652,744,54,695,617,29,382,249,899,469,236,380,842,985,747,63.17,38.21,39.061021810939145
586,639,507,896,248,36,637,611,86,627,48,694,419,416,602,67.4,44.65,43.678053014074266
70,82,193,34,622,770,185,86,66,30,363,639,481,560,548,64.43,38.8,39.44957021432113
486,26,720,794,77,341,86,801,329,8,474,976,459,604,152,72.27,44.28,45.235599767249866
999,395,489,852,141,108,914,357,687,236,462,798,132,196,991,68.22,41.73,41.783774307378636
226,111,113,53,122,76,960,660,999,84,381,106,758,24,478,91.91,57.91,58.91864507814031
641,534,205,378,895,649,83,241,5,262,781,530,699,202,15,89.95,51.04,51.327885460843426
449,259,966,625,22,983,105,531,819,427,59,920,257,486,872,58.11,36.17,37.06327756211382
322,619,895,225,654,60,697,281,135,307,39,819,191,998,361,75.47,45.62,45.004134977254765
805,923,412,953,7,897,942,309,990,879,96,30,325,449,253,92.91,58.2,56.941733974701734
426,618,329,503,576,355,901,857,913,408,440,213,80,283,308,58.3,37.5,37.66589074797758
472,477,625,946,582,466,450,394,190,337,411,60,332,94,174,67.4,41.66,42.26664532932011
325,556,27,193,216,728,373,674,918,140,966,640,87,345,998,83.2,47.04,47.69257041884574
457,985,621,613,779,963,904,686,751,394,216,713,554,789,343,55.51,30.99,31.633929465032697
77,19,685,565,431,481,232,887,744,331,782,853,818,526,514,64.68,37.25,37.519047184816756
101,474,734,3,291,939,546,210,73,229,11,943,322,43,93,146.9,91.94,93.3218143731589
152,336,167,710,98,521,843,808,413,664,859,404,398,909,600,57.28,35.67,34.6261373926139
518,889,138,520,706,365,367,969,276,206,328,936,394,580,186,52.12,33.07,33.04574555944848
818,627,795,889,182,584,175,9,313,700,908,20,285,490,535,91.53,56.11,57.826727996786346
886,772,693,437,930,772,95,279,291,147,529,462,490,696,237,52.78,30.93,32.6827332744199
183,338,150,766,694,355,761,615,52,558,285,951,352,26,592,62.07,38.69,37.86844634551133
190,550,797,973,685,780,98,464,137,348,215,765,556,137,924,54.75,34.85,37.493170428201324
432,221,527,207,859,702,582,433,10,866,568,50,958,792,732,64.22,41.72,42.74772715837633
363,508,381,62,381,827,817,408,907,474,447,647,744,987,195,54.93,34.36,38.39029238389595
569,101,939,170,987,601,86,912,363,266,909,253,785,480,992,48.64,32.76,32.973088790288195
538,190,779,543,12,955,678,552,343,686,228,998,177,28,57,86.22,54.7,54.5143387055964
733,874,600,595,993,205,673,852,346,290,724,132,338,304,405,49.97,33.94,34.12176132675918
36,78,415,841,798,251,464,475,987,711,42,321,177,859,147,69.79,38.08,38.96307580417207
904,588,728,204,652,683,814,535,946,594,390,865,775,808,906,58.92,33.19,32.86629147914559
944,513,155,851,388,33,983,406,143,292,426,493,766,185,856,63.09,39.74,40.73297419914529
868,681,651,631,96,524,987,510,532,267,259,382,627,790,972,56.94,34.16,35.1397269238228
870,355,549,14,202,756,60,662,541,474,318,953,871,105,211,83.66,52.05,53.549769657148275
881,15,202,475,737,126,260,317,302,230,11,182,684,651,424,95.66,55.61,56.84990748940458
958,278,378,965,653,356,330,572,937,164,566,696,29,136,759,58.66,37.09,36.08845270307002
995,214,91,48,215,19,264,860,904,726,449,366,361,570,791,74.93,46.7,47.53870114358519
722,928,77,96,722,418,725,436,964,180,60,248,586,159,520,61.42,38.18,41.49536440226541
586,866,431,372,719,678,196,918,655,357,740,527,528,915,418,55.38,33.19,34.44427716606513
34,165,997,558,320,283,468,297,294,446,816,545,433,765,778,60.97,37.02,37.76626473395804
106,58,901,367,840,745,696,674,228,422,265,373,462,383,66,65.53,39.42,40.026568333218215
976,826,417,520,976,747,187,65,663,121,817,733,659,330,433,47.88,28.28,30.373504787113042
506,19,316,445,80,399,265,967,199,996,598,979,482,172,622,69.82,42.69,43.685214777638194
30,247,299,727,8,531,121,607,591,5,205,451,625,104,389,92.38,58.9,59.469008720483515
518,280,707,992,908,190,995,903,75,539,537,678,315,147,880,52.07,34.08,33.30681883699724
762,431,910,186,202,312,484,291,668,747,486,826,770,517,659,56.49,33.54,33.77884309610766
978,321,697,518,791,881,474,59,604,544,649,726,488,840,90,49.77,32.39,32.20141142560348
83,417,772,796,861,741,345,75,814,489,166,601,975,545,624,52.34,29.56,31.04092710854525
153,662,500,714,422,548,508,962,119,591,521,12,720,291,448,74.73,46.1,47.32012628663541
718,597,81,880,988,583,715,271,783,570,173,282,6,864,894,94.6,58.62,58.41581373632982
337,523,754,452,905,530,975,786,381,331,791,179,165,712,324,56.06,34.25,34.817347288771806
712,724,326,338,488,83,902,801,333,952,715,290,931,96,983,52.47,35.98,36.88390415862989
576,261,307,813,61,623,402,827,485,71,312,422,238,462,301,62.48,37.41,38.33889254585978
834,385,462,522,43,214,168,851,702,904,121,587,70,81,95,64.57,39.32,41.584615622071865
791,679,886,970,294,9,493,910,297,796,54,457,751,174,162,88.11,53.49,52.784630079700115
854,89,272,931,98,123,777,877,834,162,256,644,381,266,228,64.18,40.79,39.93429810503706
204,725,711,996,690,761,200,504,576,550,198,417,989,731,680,52.5,36.25,34.804020519050454
275,477,251,413,713,90,261,273,155,744,759,188,769,21,620,76.96,45.11,46.20505452502376
612,390,137,466,511,125,614,108,827,630,397,403,559,926,834,56.56,33.81,34.76235908034553
340,137,226,344,826,828,241,366,559,952,640,86,110,86,0,75.49,46.86,49.46002591967863
371,577,475,969,376,661,225,694,458,557,915,668,960,6,641,87.98,54.69,54.96276802043352
463,262,701,596,348,161,376,64,300,814,211,273,626,164,414,62.95,33.54,34.90622457324844
839,861,125,27,242,579,155,824,913,17,697,708,185,624,73,89.97,49.74,52.74728613926741
641,928,412,131,429,731,735,706,287,602,668,490,75,425,152,51.23,31.96,31.858157073631087
287,110,662,518,154,145,488,543,266,7,376,956,912,100,580,90.95,54.52,54.40578509290669
592,660,288,662,120,1,235,801,491,895,572,764,169,534,675,53.1,32.63,32.38779620061978
866,361,966,854,283,203,168,692,345,681,18,760,240,869,84,87.53,54.71,54.88196470099926
196,8,779,409,726,6,743,492,21,871,880,730,699,53,760,121.73,73.06,73.2564077471487
745,859,194,307,825,878,659,311,557,73,446,563,820,215,688,64.7,41.93,42.519065431173864
920,525,209,95,96,83,220,326,38,470,850,680,189,734,586,66.78,41.99,40.897945657242026
678,280,606,367,100,804,926,562,910,273,786,762,263,147,59,55.79,36.07,38.00273464924609
41,373,711,80,872,147,783,336,713,17,953,269,948,808,580,71.45,43.87,46.147750644035796
243,181,26,593,54,437,5,725,660,357,717,74,134,198,145,96.97,57.93,59.469237239332884
671,750,578,704,469,545,473,325,746,613,458,605,506,229,201,62.33,36.33,37.59097478531494
481,277,453,62,482,587,212,145,458,163,482,115,435,382,761,53.22,35.99,37.160679135571726
191,343,476,637,97,686,34,138,67,842,376,71,989,263,525,64.64,41.36,41.91346158941573
851,264,122,512,282,451,422,218,968,804,992,406,223,299,656,48.1,32.68,32.21279460417531
404,849,526,921,322,360,156,203,71,898,45,877,49,340,741,70.64,43.35,44.704222678504415
