n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
250618,226258,248467,222574,14824,24008,22248,94649,219021,44324,192930,212064,175565,23.34,20.75,21.54000000000001
223827,80776,65951,158844,55631,159069,9367,152359,178584,41519,262070,112897,167371,22.8,21.0,21.240000000000006
103162,210677,189533,225507,260785,133448,248878,97533,142652,245291,116615,131613,70317,22.8,21.09,21.78000000000001
236246,9417,228336,7194,95424,121869,244277,83483,237961,99618,111047,233777,231752,24.34,21.86,22.07000000000001
137822,43119,146934,46513,61898,60451,6254,46326,85234,45505,35834,133737,133752,22.06,21.88,21.580000000000002
94290,261798,134673,176810,146771,47669,260879,234244,116821,208865,108703,192518,137721,22.79,21.32,22.03000000000001
237658,238152,199985,95487,207027,155578,92743,94866,257157,225172,252156,116855,42253,24.16,21.79,22.01000000000001
250329,197657,104821,187472,193616,120954,171680,139029,65510,128454,73164,242439,130564,24.88,22.26,22.370000000000005
131292,135106,217979,208723,92779,173456,231434,119193,235851,236762,120851,91953,148820,24.05,22.19,22.38000000000001
190286,241259,146166,189732,119682,127561,172722,58146,246571,85109,213564,183388,218897,23.16,21.25,22.020000000000007
43534,229820,238011,161571,70290,202633,238912,125767,81150,79507,250966,209520,185127,21.92,20.64,21.08000000000001
217859,132185,147374,135724,133000,170764,161430,154126,106606,81748,191608,54478,128163,23.26,21.28,21.930000000000007
134189,96101,244882,179367,163385,231229,19759,205594,215062,89511,190303,2207,237935,23.83,21.52,22.050000000000008
213662,50175,261375,195240,27828,15403,150579,171156,12821,71591,155110,59406,178907,22.3,20.53,20.880000000000006
229504,240082,27856,197753,136934,35782,223856,69688,64181,216202,55175,247354,230839,23.0,21.98,21.970000000000006
15829,110865,235396,187947,199074,8355,14888,94989,94429,45057,65405,176361,6145,24.05,22.09,22.240000000000006
21732,30205,250232,17685,6643,10715,191213,240813,5543,97805,67027,33498,213215,22.91,21.95,21.94000000000001
245357,41187,192620,48166,137125,181271,507,101073,154522,11314,208183,259522,64966,23.18,22.62,22.160000000000007
39693,254493,9507,1099,90230,246012,161281,164562,194631,195999,29652,74980,88398,22.39,21.49,21.120000000000005
128125,8076,80841,117611,144573,200794,158637,193972,11998,236459,69190,198092,105343,23.59,22.08,22.24000000000001
226084,162947,184901,40227,123936,251339,59120,24498,173232,180196,82917,219781,26751,23.31,21.12,21.51000000000001
6344,117393,206676,229313,248537,33432,135865,153342,204750,103010,127643,134952,85972,23.32,22.7,22.360000000000007
37704,229230,251587,89404,67920,68639,158879,254458,110036,171262,4727,183362,146263,24.28,22.53,22.35000000000001
251396,36849,175783,14884,66313,8796,34524,42248,44750,25132,118853,166481,60726,23.74,21.76,21.650000000000006
133237,240228,257809,185622,244876,8231,260708,64686,60941,187136,116574,19280,65740,23.78,22.28,22.150000000000013
21084,154989,59822,163620,207508,209769,163554,185990,94327,67268,179453,110891,73069,23.47,22.11,21.92000000000001
137937,196785,1264,39614,9305,100860,107145,42004,29143,134239,189731,23021,63141,23.06,20.99,21.500000000000007
26715,26154,5190,47647,196761,60693,27583,56977,6406,136507,175502,121740,118976,23.89,22.45,22.35000000000001
81192,140386,168233,99615,55692,179486,237649,199367,252475,55087,191084,211308,113700,21.55,21.37,21.06000000000001
111568,134087,5589,152325,155016,13430,231063,109580,243500,137642,152395,47507,241334,23.15,21.23,21.710000000000008
24585,173878,210411,125777,95992,5107,136107,251833,241552,31087,160041,96071,75911,23.88,21.69,22.010000000000012
180982,257824,244435,97576,80812,4995,229204,179650,108069,26518,27529,80195,52007,24.18,22.19,21.83000000000001
220361,203250,176310,216372,4121,212876,118337,15726,107655,167063,127366,121461,54590,22.47,20.98,21.610000000000007
233188,154335,160840,19343,1396,74543,6328,97754,80169,245175,189678,20066,57452,23.42,21.39,21.890000000000008
197914,128567,50425,30347,149829,97883,102703,187675,121431,36612,197546,90423,103558,23.75,21.81,22.260000000000012
232703,31910,66627,31921,32232,21105,161622,222840,87682,168032,102525,251571,55577,23.36,21.56,21.390000000000008
181574,27630,6466,162052,172794,123305,203741,11319,189665,185022,130534,76219,93738,23.91,22.07,22.260000000000012
251553,119809,37084,209380,98281,70501,126930,137967,226962,125189,188624,250268,190818,23.66,22.44,22.30000000000001
210855,109829,244332,129006,219153,178316,77794,103460,60719,40999,128133,156383,68001,23.37,21.83,22.140000000000008
143802,112106,182352,178032,183292,240800,22101,153590,190788,214395,150929,25152,18654,22.16,21.47,21.510000000000005
93338,46172,261553,142937,38404,211367,109253,235458,17521,209340,22583,238909,234750,22.8,22.12,22.060000000000006
178613,259165,212286,169890,9849,33689,255305,77694,102391,60738,185703,175828,232038,22.25,21.3,21.42000000000001
