n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
7412,12004,11124,47324,22162,40388,32975,27815,4683,17094.33,308.48,366.2799999999997
20759,56448,51581,66724,48766,71326,58307,65806,35158,14710.8,46.22,48.72000000000011
4708,3597,47712,60934,41741,49809,55523,68911,21559,17092.3,187.37,207.36000000000007
73467,23256,30949,30225,3127,23163,42617,22752,17917,17104.34,218.24,263.47999999999774
66868,66876,47145,67336,73385,23834,58410,54351,68860,7353.23,13.23,13.559999999999999
47743,46371,47433,58427,21126,52410,60477,69514,32755,9581.42,16.63,17.039999999999996
64227,36582,65282,65646,67553,46389,59596,60425,45976,15384.81,38.92,39.359999999999985
74410,73083,59841,63780,29073,42554,21767,35145,62883,14539.44,30.73,28.43999999999997
40575,39753,66092,73687,67862,66500,53303,40874,27239,15916.75,38.12,39.51999999999997
64081,67094,48050,9879,44755,1103,25087,13914,7701,17106.56,738.9,907.9599999999941
75289,6410,35795,29703,13928,68467,17891,34844,32090,15372.92,45.78,45.919999999999945
27587,7914,55432,4177,7444,47494,47214,22528,32702,16257.59,68.24,67.36000000000011
3072,10866,15102,8842,3321,5357,2771,48902,33513,17093.15,390.28,447.43999999999994
16749,20593,24083,68562,253,50536,5657,32483,19846,17098.68,189.61,215.1200000000003
4753,549,45115,14826,37490,44199,64062,4038,40420,17099.84,327.95,305.999999999996
58805,72286,5999,34595,52671,20113,61968,29560,12249,14879.43,22.73,23.639999999999993
41458,13375,3172,58696,16716,67932,51505,63821,67476,16752.42,52.68,54.159999999999975
42986,18852,44702,33960,34319,55018,2363,73131,18424,16402.92,68.13,70.92000000000016
7442,33156,4398,17262,21124,22375,12566,59426,30363,17085.37,177.45,174.96000000000006
66618,4115,32343,30470,58287,9640,32870,10542,29911,17088.1,266.77,263.67999999999813
47163,33634,55445,36534,68968,632,19807,4652,50430,17084.19,433.16,513.0799999999986
53572,21002,14571,67119,11510,31570,13357,13077,2595,17096.03,181.87,185.32
23823,30346,13791,28488,3203,68253,60870,59488,40596,17095.03,90.23,108.11999999999975
70193,49807,27846,27543,56850,55784,67043,2794,6715,17094.73,377.24,422.4399999999998
54790,68821,23753,12292,62888,47996,2553,68053,15543,17119.84,235.66,267.439999999998
48035,37955,48788,40406,2497,54034,13259,13764,40097,17091.88,148.22,151.80000000000013
26003,2060,59168,7863,53827,63683,60730,27295,9671,17114.44,193.58,209.72
698,37271,3164,48877,40084,10033,28726,64283,25212,17087.03,484.35,542.9200000000001
15173,74914,48941,51351,60715,18306,45211,51779,15955,15539.85,115.83,110.27999999999798
33313,15960,16116,10552,43841,51262,27788,13815,3233,17088.33,348.07,360.27999999999804
61652,5659,65267,38109,46869,59904,18542,49140,35250,13340.31,19.51,18.64
63465,68983,62594,54914,64503,38897,51730,30359,20499,16756.77,71.88,73.68000000000032
64066,34000,71901,56053,11050,75464,12576,9327,46669,13854.03,60.97,61.999999999999865
23086,71468,19202,54626,8760,11291,4924,16844,38847,17108.09,117.07,125.59999999999998
51195,30369,43177,57520,22613,68681,37616,14689,20449,14029.29,29.74,29.519999999999968
70895,55536,12603,43102,67698,32584,67392,33719,22225,15743.46,58.63,57.64000000000012
20645,60416,30729,52974,46996,75161,18974,61165,57826,16416.25,55.19,57.32000000000003
3851,50233,23648,51492,66869,7021,63236,35907,53072,17101.89,132.95,144.56000000000014
33255,54020,61931,47199,71772,43349,10671,29491,69842,17104.62,86.26,84.84000000000012
24625,52785,50142,1521,41016,60889,68625,61119,23248,17089.53,438.28,522.2400000000004
12377,2246,52811,28380,74615,50565,28245,13167,51116,16766.61,74.61,81.64000000000013
73101,26153,35967,25099,64199,18071,1112,56937,63184,17105.29,462.02,556.9599999999999
33251,67297,74199,22749,61222,26869,9545,45906,398,17095.09,129.72,137.08000000000013
63625,69883,8577,63569,43894,60202,34989,65916,60335,16578.73,68.05,65.8800000000002
3608,10460,45565,22767,53017,33461,17677,7088,21308,16746.47,59.84,59.79999999999994
65468,50025,60903,38642,20427,1363,37048,73062,61262,17083.83,403.87,483.7599999999962
238,48032,4458,70516,50112,73964,58038,26793,40426,17098.9,135.53,146.5200000000001
65310,17482,63410,70591,39676,10055,33814,41035,39868,16581.83,75.78,74.84000000000017
43739,40917,51506,67906,12182,66644,27605,51265,69529,16595.15,64.61,71.24000000000002
19600,66148,11683,40380,5370,30528,59970,73571,30423,17072.52,286.18,336.4800000000003
68502,36370,8030,14668,14675,49704,47789,28012,41732,17081.35,102.5,104.36000000000007
46672,10143,43871,59949,47539,21823,65219,57934,38271,17102.92,86.38,89.83999999999996
