n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
250618,226258,248467,222574,14824,24008,22248,94649,219021,44324,192930,212064,175565,223827,80776,65951,158844,68.25,47.42,49.1693401810071
55631,159069,9367,152359,178584,41519,262070,112897,167371,103162,210677,189533,225507,260785,133448,248878,97533,59.24,42.86,44.16665886029559
142652,245291,116615,131613,70317,236246,9417,228336,7194,95424,121869,244277,83483,237961,99618,111047,233777,59.85,41.16,43.97287541857374
231752,137822,43119,146934,46513,61898,60451,6254,46326,85234,45505,35834,133737,133752,94290,261798,134673,69.53,45.15,45.424717433133175
176810,146771,47669,260879,234244,116821,208865,108703,192518,137721,237658,238152,199985,95487,207027,155578,92743,62.56,44.83,47.05342687432246
94866,257157,225172,252156,116855,42253,250329,197657,104821,187472,193616,120954,171680,139029,65510,128454,73164,74.48,52.11,53.89524267162939
242439,130564,131292,135106,217979,208723,92779,173456,231434,119193,235851,236762,120851,91953,148820,190286,241259,67.53,45.59,47.07748387911605
146166,189732,119682,127561,172722,58146,246571,85109,213564,183388,218897,43534,229820,238011,161571,70290,202633,74.05,50.93,52.67292580282181
238912,125767,81150,79507,250966,209520,185127,217859,132185,147374,135724,133000,170764,161430,154126,106606,81748,61.51,44.13,44.45306792355874
191608,54478,128163,134189,96101,244882,179367,163385,231229,19759,205594,215062,89511,190303,2207,237935,213662,57.86,41.86,43.228395584019744
50175,261375,195240,27828,15403,150579,171156,12821,71591,155110,59406,178907,229504,240082,27856,197753,136934,59.21,42.32,43.0368317719548
35782,223856,69688,64181,216202,55175,247354,230839,15829,110865,235396,187947,199074,8355,14888,94989,94429,87.27,53.72,55.25801670464205
45057,65405,176361,6145,21732,30205,250232,17685,6643,10715,191213,240813,5543,97805,67027,33498,213215,68.48,45.0,46.2141825451456
245357,41187,192620,48166,137125,181271,507,101073,154522,11314,208183,259522,64966,39693,254493,9507,1099,67.41,44.96,46.23984856538575
90230,246012,161281,164562,194631,195999,29652,74980,88398,128125,8076,80841,117611,144573,200794,158637,193972,64.96,44.34,44.93527691870605
11998,236459,69190,198092,105343,226084,162947,184901,40227,123936,251339,59120,24498,173232,180196,82917,219781,79.73,50.13,51.356591072178745
26751,6344,117393,206676,229313,248537,33432,135865,153342,204750,103010,127643,134952,85972,37704,229230,251587,61.95,43.61,44.92737616014457
89404,67920,68639,158879,254458,110036,171262,4727,183362,146263,251396,36849,175783,14884,66313,8796,34524,71.51,50.72,50.78194337869449
42248,44750,25132,118853,166481,60726,133237,240228,257809,185622,244876,8231,260708,64686,60941,187136,116574,56.82,41.61,43.488239275020554
19280,65740,21084,154989,59822,163620,207508,209769,163554,185990,94327,67268,179453,110891,73069,137937,196785,61.22,40.52,41.813453149222
