n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,1068,3030,4947,3883,5125,4758,536,4961,107,6860,1656.81,156.93,161.33000000000027
3843,2124,4512,1919,1570,5874,3852,4431,6852,4502,3902,3253,5235,1639.33,68.68,67.68999999999997
7053,1233,1899,5200,1242,7111,4285,3194,6072,124,5500,6367,524,1570.2,53.7,52.87999999999998
1305,6211,4842,350,2467,6390,254,6746,7090,2207,3872,4872,5888,1662.68,150.73,167.6299999999999
3175,5850,6456,3497,3235,5964,6561,4726,3642,1098,2994,798,293,1640.36,100.08,97.13000000000005
1113,4054,1777,2113,5505,3573,6381,5133,7006,2466,3450,4155,6827,1546.93,41.13,40.450000000000024
3161,4702,2874,4375,4792,3338,4786,1903,2758,5586,234,7015,2291,1575.8,64.14,61.04000000000002
4962,5499,5698,1336,5723,7050,2673,4438,4685,4662,852,5847,5369,1586.47,54.46,55.000000000000085
1729,5185,6812,4698,2187,2334,1019,519,3948,6995,5232,3960,725,1620.72,50.93,53.63000000000004
2818,6558,545,3362,1235,164,2407,3499,6297,3401,974,362,4956,1656.72,70.65,72.64000000000009
5034,6239,368,3094,5885,4803,2711,4512,2286,4140,1932,295,2536,1642.5,55.71,55.13000000000002
59,630,885,4913,4387,257,1616,3341,2388,5000,2157,1279,5650,1659.39,184.94,198.2099999999999
347,7108,2783,2570,2950,1133,7059,3094,3086,3771,4260,3163,5274,1609.86,52.28,50.13000000000002
7101,4879,5578,4581,840,5080,6647,4153,2222,3532,5196,5900,5862,1666.01,77.82,78.46000000000012
1946,2466,3583,2115,4269,2482,4492,2776,93,6458,3401,4751,2579,1394.43,31.03,31.449999999999992
164,3084,5044,4826,5178,1091,492,5189,5139,2723,3819,2891,5564,1660.2,99.89,105.56000000000013
2888,4987,5791,2284,6045,4010,181,4828,496,5537,174,3024,2057,1612.14,58.54,60.34
5144,3738,2446,4855,4927,2621,1453,2981,1517,2561,6210,3024,6912,1412.9,34.06,33.25000000000003
4879,2163,2460,6449,3089,859,6326,6660,220,4663,5601,6022,1076,1656.55,170.99,184.86000000000007
2539,4096,1823,5355,6584,2206,1955,2685,1535,5554,3565,5321,5718,1659.48,210.51,233.45000000000002
794,834,4921,2637,2734,5529,6828,1838,3591,6633,7008,1386,654,1651.66,92.64,97.04000000000019
2758,6079,5326,1786,4656,3695,2216,1843,6447,990,277,4338,1563,1653.0,181.2,206.65000000000035
2581,6609,6850,6868,4709,1503,7075,2282,2786,6612,6782,5258,700,1606.87,48.11,52.46000000000002
6604,5073,2828,4829,1062,3451,2391,4246,6503,6962,2221,3806,2837,1661.54,121.35,124.54000000000012
5195,3415,2378,3438,4655,3354,291,3385,1277,1634,38,3910,6820,1663.88,168.39,183.24000000000015
5100,4179,3558,4578,5875,1819,264,6107,3741,6854,6171,5431,6127,1658.44,131.73,130.5800000000001
4251,2367,4455,2794,1863,7057,557,7028,4822,2351,983,6637,2003,1619.65,45.91,53.02
369,287,6577,5682,4196,1625,3521,4726,404,107,3940,6105,989,1658.5,227.73,253.23000000000002
1407,4122,2456,1958,5430,162,4300,4399,3389,436,5014,930,2796,1650.08,51.8,54.61000000000002
1027,2068,7058,4431,3909,6648,6408,502,2882,1808,1616,1001,4379,1659.65,153.71,166.68000000000023
6691,976,1403,1961,6485,2242,6603,1052,6746,61,3993,5149,4676,1654.03,302.14,337.56000000000046
7066,3279,409,6197,2223,2033,2200,5063,4319,4257,3465,417,3873,1658.3,123.92,130.26
2646,6361,6713,14,7020,449,6350,1039,378,1020,408,560,3955,1675.52,341.55,392.61000000000064
270,6999,5838,705,4222,4113,4014,2587,1286,2577,587,2877,3160,1663.69,139.73,156.86000000000016
5299,3191,4805,2491,2955,2170,1565,2693,3511,1013,1045,4550,28,1611.8,50.52,51.15000000000003
5865,5923,3114,6515,654,4642,1462,351,3057,3775,4951,5327,6411,1664.03,117.51,120.10000000000014
4434,3115,5215,6563,355,5103,3535,434,3050,5140,4064,6226,5757,1606.59,52.66,51.97000000000005
2580,3444,5686,3426,3775,146,2007,1791,4389,2212,5694,4832,586,1660.6,81.89,83.4300000000001
