n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
163289,66963,194455,93987,208455,180996,247057,220597,193959,32.14,22.08,22.999999999999996
170926,241781,138946,7603,220292,122060,203412,247295,65287,34.35,23.49,25.399999999999995
170124,13593,236165,41117,29676,97463,122963,227657,64637,40.31,24.49,25.719999999999995
99813,142543,26731,150455,65360,3437,191675,56814,106994,40.06,25.34,26.24
73264,47730,240214,227399,200730,102088,41839,199734,208967,40.38,25.35,25.759999999999994
18856,36377,161985,161861,116611,33213,34666,465,254892,40.71,24.62,25.759999999999994
228433,1392,54907,202792,56487,251691,257535,43478,228696,30.9,21.98,22.159999999999997
43642,75839,82221,252045,52137,141354,229669,177689,164031,35.42,22.97,23.959999999999997
53681,47623,246671,253901,181047,51610,253379,252994,234289,36.0,22.8,23.959999999999997
100459,78325,5654,94683,108765,43504,245312,38194,69156,39.67,23.88,24.599999999999994
17075,86993,78999,214276,158101,153653,886,156232,177716,42.11,25.79,26.039999999999992
185513,88577,17307,81253,93153,214569,80232,126024,182562,34.58,23.04,23.319999999999997
82783,48437,126148,123873,184724,46168,14942,67156,255616,33.7,24.41,24.519999999999996
246156,5994,248832,196554,93754,221480,105983,4736,143934,39.83,24.22,25.599999999999998
206500,109793,95993,98661,151655,220524,2379,118704,12249,34.96,22.61,23.080000000000002
185534,47426,163502,250394,250188,51516,31200,198111,64510,36.57,24.08,24.79999999999999
243703,214825,246951,121164,90277,134347,93006,234018,137547,34.73,25.84,25.639999999999997
65770,203319,121333,28325,154602,196188,204731,208988,96284,37.1,24.06,24.72
225363,77558,9602,113502,247935,256466,23902,54652,89323,36.34,23.84,24.759999999999998
134448,160124,95060,240671,38848,89118,72266,242272,184184,32.4,21.65,22.599999999999994
142906,24136,81906,179821,83047,80260,46524,209393,20498,34.39,23.94,24.999999999999993
164313,39024,189041,180662,81082,261285,126823,42343,188777,36.79,24.75,24.479999999999997
12727,21222,258657,157456,139861,242117,106401,8343,62216,39.77,22.96,24.08
194132,155703,90133,216608,65590,119449,170646,110561,38175,39.62,23.99,25.56
14603,256652,240142,167332,8577,210151,129384,87604,219789,38.55,24.87,25.799999999999997
54279,34228,257242,191801,147861,248983,34806,165255,235011,39.54,25.93,26.24
206571,108481,27952,44255,113916,97779,39123,15406,221441,41.23,25.56,26.039999999999992
110269,77283,37015,118791,241697,261960,162634,223412,44378,37.67,24.83,24.999999999999996
255854,136890,118892,251692,127967,180575,191235,83283,125578,35.26,23.57,24.639999999999997
71836,76289,123228,105850,236417,38405,29507,98828,215496,38.81,24.93,25.52
259099,139395,251609,47027,164355,245666,130894,227488,88730,34.47,24.41,24.199999999999996
47217,23366,128938,71384,135051,205001,143681,227380,131812,38.06,23.94,25.519999999999996
94719,16543,206051,208444,203134,93244,182084,154005,174068,40.96,25.09,25.919999999999995
8996,199134,80137,95271,146620,184672,175192,73623,218951,37.42,23.46,25.56
127319,69431,201784,257151,181110,187691,77031,250841,247869,37.38,24.28,24.199999999999992
89148,170312,46831,152216,223300,3035,124335,143390,202825,36.68,24.44,24.959999999999997
65717,85434,176067,71744,121356,75714,214087,131163,169721,40.18,23.92,25.199999999999992
176590,209092,93472,91195,71794,168837,90592,193417,245763,37.32,24.74,25.36
217104,107077,91762,241784,220955,45212,228042,227271,180443,41.09,23.74,24.159999999999993
117908,255884,95492,250745,87645,135827,37187,138763,256954,41.42,25.8,26.159999999999997
43561,52075,219314,94903,245728,223832,125105,74149,181253,40.26,25.21,25.199999999999996
20666,188661,175861,191457,109217,45043,161685,204569,245425,29.87,21.54,21.759999999999998
152265,135385,174471,245479,110308,79342,163508,145020,203084,33.25,21.86,22.4
227312,166950,70963,188852,261099,7240,51275,41949,153733,44.7,25.47,25.599999999999994
115623,163596,170424,47380,57419,198966,179819,47325,165377,40.78,25.22,26.279999999999994
188340,10973,258596,123623,256838,59308,43449,14193,233782,34.58,22.45,23.879999999999995
35003,29053,83191,253750,47591,126526,50688,143738,9347,37.12,22.99,23.799999999999997
108918,121983,92038,99693,173676,160378,18868,154708,53573,38.96,23.05,24.359999999999996
