n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,1068,3030,4947,3883,5125,4758,536,4961,107,6860,3843,2124,4512,1919,2020.77,486.09,597.0400000000011
1570,5874,3852,4431,6852,4502,3902,3253,5235,7053,1233,1899,5200,1242,7111,4285,3194,2026.7,244.12,274.84000000000003
6072,124,5500,6367,524,1305,6211,4842,350,2467,6390,254,6746,7090,2207,3872,4872,2023.73,532.16,643.0399999999998
5888,3175,5850,6456,3497,3235,5964,6561,4726,3642,1098,2994,798,293,1113,4054,1777,2021.68,304.73,343.40000000000003
2113,5505,3573,6381,5133,7006,2466,3450,4155,6827,3161,4702,2874,4375,4792,3338,4786,2026.23,236.2,270.5600000000002
1903,2758,5586,234,7015,2291,4962,5499,5698,1336,5723,7050,2673,4438,4685,4662,852,2018.46,154.0,162.44000000000017
5847,5369,1729,5185,6812,4698,2187,2334,1019,519,3948,6995,5232,3960,725,2818,6558,2021.39,165.55,184.76000000000022
545,3362,1235,164,2407,3499,6297,3401,974,362,4956,5034,6239,368,3094,5885,4803,2019.53,241.39,290.2400000000003
2711,4512,2286,4140,1932,295,2536,59,630,885,4913,4387,257,1616,3341,2388,5000,2021.1,564.78,738.7199999999996
2157,1279,5650,347,7108,2783,2570,2950,1133,7059,3094,3086,3771,4260,3163,5274,7101,2024.78,170.95,175.28000000000003
4879,5578,4581,840,5080,6647,4153,2222,3532,5196,5900,5862,1946,2466,3583,2115,4269,2024.18,236.75,269.0000000000003
2482,4492,2776,93,6458,3401,4751,2579,164,3084,5044,4826,5178,1091,492,5189,5139,2022.22,317.37,373.56000000000034
2723,3819,2891,5564,2888,4987,5791,2284,6045,4010,181,4828,496,5537,174,3024,2057,2020.56,191.16,219.84
5144,3738,2446,4855,4927,2621,1453,2981,1517,2561,6210,3024,6912,4879,2163,2460,6449,2022.78,91.46,102.84000000000006
3089,859,6326,6660,220,4663,5601,6022,1076,2539,4096,1823,5355,6584,2206,1955,2685,2017.36,647.05,863.5200000000011
1535,5554,3565,5321,5718,794,834,4921,2637,2734,5529,6828,1838,3591,6633,7008,1386,2022.19,601.27,849.3200000000004
654,2758,6079,5326,1786,4656,3695,2216,1843,6447,990,277,4338,1563,2581,6609,6850,2019.57,613.88,849.0400000000011
6868,4709,1503,7075,2282,2786,6612,6782,5258,700,6604,5073,2828,4829,1062,3451,2391,2023.42,342.11,399.2800000000001
4246,6503,6962,2221,3806,2837,5195,3415,2378,3438,4655,3354,291,3385,1277,1634,38,2024.43,544.18,708.3600000000008
3910,6820,5100,4179,3558,4578,5875,1819,264,6107,3741,6854,6171,5431,6127,4251,2367,2026.4,427.36,517.0800000000003
4455,2794,1863,7057,557,7028,4822,2351,983,6637,2003,369,287,6577,5682,4196,1625,2022.65,486.31,646.2399999999999
3521,4726,404,107,3940,6105,989,1407,4122,2456,1958,5430,162,4300,4399,3389,436,2022.57,333.38,394.60000000000036
5014,930,2796,1027,2068,7058,4431,3909,6648,6408,502,2882,1808,1616,1001,4379,6691,2019.72,519.22,674.6000000000006
976,1403,1961,6485,2242,6603,1052,6746,61,3993,5149,4676,7066,3279,409,6197,2223,2017.76,827.38,1282.2400000000046
2033,2200,5063,4319,4257,3465,417,3873,2646,6361,6713,14,7020,449,6350,1039,378,2018.67,383.49,479.5199999999994
1020,408,560,3955,270,6999,5838,705,4222,4113,4014,2587,1286,2577,587,2877,3160,2029.59,984.52,1746.0800000000042
5299,3191,4805,2491,2955,2170,1565,2693,3511,1013,1045,4550,28,5865,5923,3114,6515,2021.07,155.92,173.64000000000004
654,4642,1462,351,3057,3775,4951,5327,6411,4434,3115,5215,6563,355,5103,3535,434,2023.24,400.75,482.96000000000015
3050,5140,4064,6226,5757,2580,3444,5686,3426,3775,146,2007,1791,4389,2212,5694,4832,2026.15,153.68,163.40000000000038
586,6579,3480,1838,3488,1067,230,2667,3065,4579,6479,2147,994,3802,5657,1008,6661,2016.09,719.21,1063.56
5992,5425,6961,4343,6491,3083,5468,889,6010,2608,4619,4357,844,6648,4814,5870,40,2022.07,325.94,372.76000000000033
3879,1175,1933,6343,3184,363,4318,752,4622,813,5400,3078,1467,6712,192,2797,6893,2017.3,533.14,695.3199999999996
6982,993,208,6913,942,5517,3947,6850,5704,2330,4743,2452,6543,727,297,6286,4617,2018.51,373.93,457.52000000000004
4188,4333,5858,1952,874,4542,6135,818,4532,500,4506,2656,4620,1478,6783,633,1983,2019.61,480.96,639.5600000000002
1472,5291,2047,3720,5046,5735,6173,3225,2071,3010,4910,3249,2869,4559,3426,682,3074,2022.46,439.09,570.7999999999998
4098,1927,3381,6910,6122,1315,3401,5659,4656,6194,4749,5520,4236,5616,3962,1279,5267,2024.01,114.45,118.68000000000013
3285,1223,1331,785,4079,6128,3960,5723,4237,3629,4804,5889,7029,1524,1116,2190,6160,2020.81,292.29,354.19999999999993
1631,1200,4797,4223,2579,1903,6975,5661,4407,6385,2423,5499,5778,7006,3384,4876,6993,2023.66,362.86,451.63999999999953
4788,4789,2188,1782,2516,189,2196,3927,6587,3135,1643,1411,4668,2952,1956,2638,3953,2018.25,589.05,802.7599999999993
6342,7076,1176,3427,5714,3928,5746,4907,1685,3834,4755,6837,6730,5344,4563,227,3942,2018.56,249.24,294.84000000000015
5904,592,7017,3278,6415,6009,375,3828,1880,1923,5310,5879,6367,5532,567,1780,6994,2021.62,415.12,522.3599999999996
2082,1983,1553,6355,2118,1126,1533,5094,5773,5530,7033,301,2089,1390,7086,368,2567,2016.71,183.64,200.0000000000002
1501,3467,745,5971,6544,703,966,758,2164,6831,2390,295,2921,3705,4753,6013,5533,2019.67,363.04,458.6400000000004
2757,56,240,2742,2715,3573,3110,3980,638,1721,5278,4793,6081,4013,3202,1027,4459,2021.1,531.5,748.3199999999998
2611,976,2250,624,5451,3543,921,3591,4321,2055,793,4322,5740,3065,5557,6327,3018,2021.57,190.72,207.96000000000004
6203,3689,2421,5430,5536,5488,5358,6603,6695,2175,877,6178,2773,5511,4637,4392,4306,2023.86,517.86,730.0799999999988
928,5463,4045,4167,2884,487,5882,2411,5558,5962,4639,6080,1490,5290,5289,5981,5168,2020.6,104.6,107.20000000000016
1225,1467,3037,5368,3721,1008,886,4585,1158,2715,5283,5902,5321,4894,3441,4545,2462,2019.5,527.3,669.2000000000004
5304,1531,3749,3951,2559,6407,1444,5779,561,879,5864,1484,6180,4536,4449,4717,6059,2023.19,164.84,172.68000000000004
3210,2942,818,2177,2218,3140,438,1118,344,3921,4134,2222,2025,5697,6298,4216,2900,2021.52,645.49,905.5600000000006
