n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
207969,150423,215470,21120,127148,199810,68582,9652,118,38162,173753,153743,123274,21.34,20.21,20.630000000000006
253104,199158,192632,97821,83725,201887,5738,71486,128146,210217,51932,191319,228722,24.22,22.62,22.340000000000007
108529,238701,141113,141361,178795,24696,50589,147696,145126,183375,211058,191073,69604,22.69,22.47,21.960000000000008
173775,210597,159920,179749,23097,221323,111332,87970,259584,24414,94932,209789,107464,22.01,20.55,20.76000000000001
210968,65663,116709,183401,24583,198067,51684,183696,166440,208774,76332,25572,249396,22.87,21.83,21.920000000000012
11975,154290,236654,52657,217030,171810,239252,94471,127586,244511,218293,238422,50783,22.86,22.15,21.70000000000001
134912,150964,168970,254288,182953,233939,211158,132039,255950,240200,7450,166062,94732,22.72,21.43,21.230000000000004
64197,157744,112640,79776,93684,154443,31348,23511,131113,230707,177895,137694,52199,23.81,22.29,21.890000000000008
30624,159438,173733,70224,81862,188482,51438,99564,126810,58389,36203,156589,55020,23.69,21.78,21.960000000000008
218629,226895,229634,183035,136876,3282,49478,203963,44339,4471,169865,87270,146209,22.96,21.97,22.22000000000001
237092,175991,162598,162167,80248,98207,98934,138247,102017,75798,33248,177924,128124,23.61,21.37,21.92000000000001
14109,48588,110857,155695,195641,261705,104271,25160,257156,115671,64306,211200,256706,22.57,21.12,21.480000000000008
23345,233899,158120,175693,228189,233180,116945,117229,205496,217909,99619,208692,20046,22.58,21.08,21.220000000000006
135446,111783,123451,79550,184987,214049,107233,246605,22526,50369,195694,178305,69683,22.93,21.33,21.640000000000008
118320,127838,189432,205528,252988,45122,4860,5733,141018,32373,65834,154511,210181,23.67,23.04,21.960000000000008
94646,49167,67190,131789,118366,86360,243164,135495,66784,257310,107628,242989,230501,23.43,21.57,21.670000000000005
110557,160478,127245,70238,157937,124442,172041,125446,128980,37272,189077,98953,130193,21.92,20.93,21.200000000000006
80130,166322,210958,122489,84774,96069,172816,42737,254480,239363,241979,162383,98577,22.98,21.31,21.460000000000004
182046,158081,69678,83915,169370,104407,255594,127925,191183,207995,41467,245527,216974,22.59,21.57,21.400000000000013
76228,146763,1623,163521,117796,252878,14969,47861,7893,159897,202787,149361,29397,23.25,22.39,22.000000000000007
178807,188352,97230,94899,257583,246006,130401,223737,154599,16324,240982,50497,40471,22.58,20.44,21.28000000000001
248352,70583,160807,3885,110654,211344,205072,209756,213257,137588,128894,19875,122919,22.54,20.96,20.97000000000001
60834,26255,97232,94888,252172,38000,178496,163995,63795,159011,83447,37821,9877,24.39,22.05,22.25000000000001
164628,175153,25512,187153,27638,11865,169232,125272,121297,189817,235820,18087,164940,23.43,22.2,21.670000000000005
8086,183860,144553,33294,161642,218277,242269,21900,42220,162036,165459,238917,69516,22.74,21.19,21.78000000000001
237955,219783,234171,171515,118484,130991,181875,5317,207443,167103,35932,214499,247307,22.82,20.75,21.160000000000004
49491,238229,244873,115575,125609,204078,115206,117198,146431,72458,125155,186772,151865,22.3,20.71,21.150000000000006
16690,217953,209767,76483,256396,95274,74991,94409,246329,8878,21936,131702,224940,23.83,21.68,22.310000000000006
72295,73349,71857,253288,124020,112904,116452,241739,97374,8365,187114,22450,65424,23.27,21.32,21.640000000000008
214006,158510,167397,62508,140378,195420,8575,193736,45427,88180,97121,8379,13648,23.61,21.1,21.960000000000008
249533,260319,193946,200591,196930,248983,54835,183680,113517,90040,232032,20341,41322,22.59,21.68,21.040000000000006
191763,177162,29893,104766,143425,35571,121648,194778,129638,167615,19708,33567,19391,23.92,21.99,22.070000000000004
91855,136384,256507,7989,48674,137736,185620,39400,48157,73847,193723,39584,132991,23.67,22.11,21.940000000000005
149012,222840,101792,208844,58479,247746,58090,182338,147864,187489,238703,32991,109872,22.63,21.01,20.56000000000001
181103,42777,198519,82968,260420,63002,147066,150041,1248,206154,211048,149137,101367,23.69,22.25,22.270000000000007
49321,199291,85265,224117,99898,137965,115590,2536,104205,221477,261494,139143,144456,22.09,19.96,20.430000000000003
222831,173559,35720,187792,61261,169120,142586,211093,194741,97576,71276,174734,48535,22.67,21.85,21.78000000000001
254956,39166,43025,180943,163961,35214,100846,19470,16008,3212,10452,123785,198958,22.66,21.51,21.550000000000008
15526,30039,170621,186396,141630,26252,176614,96368,156138,8436,15696,142280,58926,23.05,21.96,21.710000000000008
206152,106651,59133,200184,148191,180271,241769,249321,76938,24304,123482,20263,189831,22.72,21.07,21.150000000000006
150314,226550,15416,44200,234289,173371,114802,31472,251149,29418,184012,257752,46609,23.28,21.75,22.03000000000001
13110,179295,241120,7965,196637,220401,177192,260355,191218,111497,170646,185682,75242,22.7,22.01,21.76000000000001
67027,116227,60802,52990,213861,225252,171515,204160,140403,206449,169009,56087,72828,22.54,21.18,21.110000000000007
155244,3437,66831,138160,207234,191847,195238,255282,260862,253954,185648,228425,179277,22.79,20.77,21.53000000000001
86763,203690,135637,24557,153322,156071,169187,8582,94909,96243,181219,30702,59310,23.23,21.18,21.590000000000007
