n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
637,261,759,367,814,707,965,861,757,667,944,542,29,860,476,794,965,107.72,38.13,40.224237824114226
255,664,53,922,160,115,380,480,889,252,389,556,104,587,255,13,748,144.17,58.74,63.277571620701806
221,417,286,186,938,888,784,398,163,780,816,73,142,632,632,455,129,139.93,48.34,50.62780183133875
135,1,995,892,5,214,792,220,983,169,893,170,296,321,984,203,552,144.06,53.41,53.45888625608682
897,694,640,209,186,963,991,707,201,989,988,915,392,305,22,369,424,124.94,48.13,47.73501541902644
169,958,149,270,66,339,308,837,617,600,3,610,694,724,346,67,317,135.36,51.93,52.065296441753105
363,838,313,492,713,323,189,492,483,721,180,58,262,998,961,23,972,135.36,46.72,49.52773677828698
767,366,865,413,18,562,806,428,374,385,592,861,9,463,47,724,185,155.31,67.19,66.80676030722015
638,978,977,201,121,773,251,951,839,964,473,352,524,363,914,537,256,120.17,45.05,45.09470524641326
794,473,110,603,766,799,816,376,880,302,37,443,968,93,213,348,525,121.46,48.73,48.06380256762303
625,371,940,151,348,282,946,719,558,94,319,702,324,313,181,817,80,122.64,48.64,48.26740313531454
641,152,738,705,316,495,165,737,49,82,615,546,945,415,32,243,758,143.9,52.9,54.14080099303193
608,352,846,256,466,666,431,149,57,938,653,33,820,505,342,858,212,127.02,48.59,48.52941216996348
133,749,577,972,135,645,918,806,423,109,172,444,381,152,60,865,430,133.18,51.4,52.43037069908089
301,144,464,944,635,872,173,999,534,464,983,499,705,747,325,490,280,106.54,40.92,42.36454481284001
298,481,413,923,150,115,386,841,544,982,183,642,959,511,888,346,184,125.38,45.58,46.589746935779594
91,503,278,527,800,561,888,514,369,64,804,814,793,364,711,601,679,121.33,46.1,46.300644585767955
35,777,313,372,572,721,684,287,855,497,271,788,707,733,300,979,968,122.42,41.59,42.93514021414047
348,665,182,594,872,11,485,560,792,256,333,687,280,474,295,836,512,150.25,51.47,52.2152642415603
662,689,816,365,356,280,659,353,755,960,848,418,358,944,863,176,890,101.71,39.93,40.4319680652634
887,704,460,999,373,979,342,530,145,542,170,203,856,370,959,874,488,114.94,42.35,42.667912765356625
289,708,80,736,686,747,426,175,631,799,958,594,528,681,958,430,309,116.33,41.65,43.57932208780529
638,566,793,887,652,277,737,28,200,163,600,451,639,665,185,224,777,121.09,50.31,52.08473674133332
702,184,646,735,42,482,231,169,55,913,136,113,324,991,185,494,198,152.85,52.85,53.33048123994433
561,36,425,476,359,389,678,626,73,604,209,243,735,924,382,0,358,140.81,55.23,56.71176261017912
415,974,285,876,419,887,117,705,851,560,382,987,36,563,628,308,97,124.26,46.59,47.94663837131058
302,558,524,347,973,594,300,981,360,838,132,429,419,832,577,657,551,102.26,40.21,40.4782791859963
378,478,145,160,610,391,577,488,980,203,991,136,623,93,359,840,914,100.77,42.56,43.309837183682696
677,0,391,110,333,579,938,629,552,144,333,644,897,912,577,384,439,115.71,44.59,47.380380028400495
442,231,505,298,491,995,725,388,393,984,875,935,162,610,608,266,758,117.93,40.52,40.655829166777444
308,508,257,425,20,326,967,314,503,951,293,146,488,24,124,675,636,157.74,62.14,62.26219927822564
983,454,251,300,40,800,139,846,401,13,491,545,573,280,249,957,485,151.35,57.06,55.9789712404722
800,37,251,501,274,864,158,738,292,300,504,622,486,530,660,884,618,124.11,46.57,46.559795271796986
901,761,916,121,16,778,129,307,289,546,725,344,628,303,748,542,27,163.53,61.67,62.14565140192191
475,358,369,698,762,832,604,135,37,2,258,566,466,702,938,110,909,139.23,51.94,52.72691481046397
703,558,195,14,439,797,826,437,609,589,705,725,976,647,664,493,879,129.87,48.48,49.40826861659996
933,861,394,487,401,698,872,736,201,920,303,476,849,776,67,310,856,121.21,43.39,43.977459162184694
3,711,797,443,596,293,663,799,483,932,318,146,169,489,711,562,910,115.61,42.49,44.67078477937298
509,996,338,550,157,435,599,554,831,49,70,750,235,273,839,87,810,125.33,46.97,46.55403897981522
64,679,964,26,341,739,439,70,414,718,498,50,126,862,125,224,629,150.64,60.87,63.39070207911329
661,844,975,113,729,916,137,299,722,940,448,153,187,625,189,423,821,105.26,43.07,44.384570406206834
165,68,637,218,44,568,110,676,388,763,73,286,58,584,589,121,760,158.5,57.28,58.34852274422506
408,899,638,137,10,442,93,322,701,614,501,501,361,961,671,383,936,129.42,48.08,50.50401501002243
57,141,714,301,154,582,646,694,517,297,932,964,568,563,635,225,269,136.28,46.01,46.97994667145794
64,564,241,260,852,768,290,529,998,136,827,240,884,380,464,754,398,126.09,47.24,46.54091159432115
183,134,730,19,670,349,87,586,683,36,93,884,127,518,608,464,244,154.11,55.67,55.85336832243283
399,897,473,491,986,331,110,815,543,30,555,742,393,54,868,154,967,129.27,46.01,45.90799195457668
974,439,697,813,228,767,118,85,996,933,681,503,840,216,143,718,639,107.28,42.45,41.31879837127531
384,362,855,240,296,341,952,628,722,357,815,395,387,139,740,851,366,114.85,43.31,43.20650089919336
663,303,823,646,443,984,872,370,529,37,606,587,220,757,184,405,64,136.76,52.75,52.69064682287689
99,37,33,190,207,200,40,501,910,959,492,677,778,356,0,437,481,165.15,61.4,63.89128464643979
307,911,957,634,943,438,331,476,472,102,196,158,669,162,72,383,889,119.94,44.79,44.6183199289036
394,889,901,480,155,565,260,112,284,838,165,768,293,688,240,33,493,134.4,48.56,49.412195919557774
917,32,352,946,770,377,323,960,60,704,22,689,467,483,869,968,159,159.28,54.67,55.87246464233832
120,804,684,332,298,464,690,245,746,167,34,205,731,25,588,236,672,131.63,50.94,50.243950986141805
80,632,410,933,996,723,372,696,319,188,479,370,289,68,749,735,479,119.02,45.84,48.42246678573448
167,794,246,179,688,213,963,44,661,623,440,743,998,277,6,473,62,136.82,52.06,52.517803538863824
463,797,697,420,173,46,34,561,855,857,531,578,358,962,96,733,72,118.02,44.54,44.54047025529032
242,920,822,502,94,958,482,55,699,249,659,51,509,406,800,61,49,144.55,53.32,53.53998019199383
261,853,417,456,313,655,52,896,38,972,994,199,183,712,520,655,412,150.09,49.68,52.59948260441464
192,544,239,86,949,321,809,110,88,554,943,165,612,77,877,747,219,118.68,47.51,46.90432363096153
639,17,451,552,366,498,433,585,786,385,534,640,135,743,12,934,774,163.86,63.33,63.91858909579169
314,705,459,912,846,229,567,118,142,319,494,89,798,790,269,839,412,123.61,50.74,50.12920876734921
320,135,132,549,83,482,250,713,86,817,438,990,590,682,251,282,62,145.83,50.39,51.25529350513367
504,717,254,49,720,204,815,292,903,382,906,100,73,430,787,321,388,131.37,49.45,49.5082329605939
770,787,569,0,917,292,669,962,777,134,588,28,452,146,836,704,671,136.56,48.45,49.89492444991104
800,977,19,745,48,718,437,274,109,831,824,391,575,133,328,67,313,145.77,54.21,55.67893713372824
173,140,268,509,692,330,292,34,65,555,782,756,570,28,28,124,51,137.17,54.25,61.15950084531822
992,133,846,365,446,880,264,972,974,626,17,236,540,439,128,371,206,133.88,51.29,50.59320805745232
338,366,12,167,598,634,846,167,744,97,274,543,620,175,645,726,147,159.51,57.5,62.8417644172107
456,783,961,444,813,439,121,341,324,456,936,233,472,610,444,175,452,120.29,37.99,44.18312780321079
49,785,684,958,164,545,484,992,503,610,1,106,129,833,870,429,701,127.38,45.95,46.80174546515952
53,212,1,33,930,590,241,493,721,902,362,402,475,220,206,283,841,149.69,53.66,55.349951606797646
205,310,575,528,365,782,769,804,247,375,360,828,254,833,679,860,930,109.01,41.64,42.445460626501074
870,63,632,506,410,357,146,146,851,244,501,390,38,96,173,406,101,125.55,47.04,50.394389738831364
771,734,288,921,942,204,815,816,773,331,488,699,481,883,546,638,93,106.88,39.61,40.777413879024664
819,203,385,705,10,106,524,619,600,635,189,832,398,22,324,694,27,170.09,62.24,63.309811047854474
624,319,525,392,513,487,558,720,707,408,460,806,835,593,946,957,709,112.61,37.93,37.74326965157136
570,686,62,549,150,817,426,371,981,607,20,695,788,534,211,290,293,135.83,50.95,53.146039092161644
79,27,89,792,364,625,594,883,777,963,731,423,314,991,951,14,281,167.27,63.71,66.5549395788388
951,733,240,73,38,771,90,686,984,979,307,918,359,704,820,858,954,138.42,51.17,50.97241273680629
756,620,625,575,213,494,529,94,917,123,244,350,998,804,557,433,402,118.04,44.81,44.794079230527814
992,3,687,399,387,182,768,668,541,921,212,932,693,628,329,395,331,115.39,46.21,45.81185909973137
111,863,705,910,566,704,732,382,254,908,102,217,300,312,816,274,816,111.69,43.5,44.6456458014127
637,79,918,973,171,78,647,422,784,189,230,671,64,583,579,641,850,124.3,46.79,47.95153651602088
655,899,559,745,416,426,236,435,494,541,610,926,250,309,428,287,86,118.53,42.44,43.79807423301127
