n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
6917,3155,6209,3445,331,2121,4188,3980,3317,6420,6798,2484,3904,2933,4779,27.87,23.69,24.118686716255407
1789,4134,1140,2308,1144,6191,776,5065,6548,2052,4362,5776,6637,4930,1203,40.27,35.86,35.05988668204897
2540,809,5978,604,6967,5603,2704,3867,4585,824,2898,3556,2590,5004,5246,18.93,18.19,18.441945978799076
1675,4526,3907,3626,7088,4270,2133,510,6594,4494,115,764,5895,6882,3267,24.85,22.16,22.0030233512295
5818,6757,6431,5473,5122,9,5012,4043,6783,7107,2729,1998,5982,2664,5764,24.67,21.46,21.36682952769446
515,1565,4649,1816,1954,6581,1167,6579,4448,3669,747,659,2621,4161,4008,32.62,28.71,28.93089608212485
893,2469,4515,2384,5788,1022,4484,2725,6672,4426,1664,6548,4941,4482,4813,28.6,24.24,24.128748449198074
2356,3645,750,4884,6536,3153,2597,4715,1983,2378,1506,1551,6729,1529,270,29.57,27.07,27.037335635706484
5019,5379,2130,3903,565,735,5560,6206,1066,1225,316,6901,657,5728,6794,28.68,25.58,24.70984633840137
4428,5599,3205,6863,5777,4297,2257,4274,6648,1929,6958,1762,5566,4831,6760,21.19,18.73,19.289883578028924
3435,4748,2254,3691,4035,5408,5252,5736,6498,2927,674,2656,5019,944,3984,22.61,20.11,19.49375990185957
4809,5162,2746,6922,1559,1990,132,5992,2220,959,5778,1806,3047,6509,1396,49.33,38.86,38.15588669476042
2724,3490,6683,509,824,6415,1198,7006,5715,1792,370,6693,4701,5195,4376,29.41,25.61,25.231551889303557
4932,5575,606,218,1019,5201,1544,4967,6800,4718,980,3204,749,3032,6830,42.65,38.15,38.104574679125314
950,298,4960,177,1594,1515,5882,1014,3925,1725,5956,6559,500,5565,186,26.09,22.23,21.923512832684303
4458,3486,5083,831,6847,2129,573,1809,589,5299,2466,2869,3572,1477,500,24.43,21.49,21.576002665607625
4125,3826,322,4886,826,5728,3205,1633,2131,2937,5993,3852,6867,4667,1387,30.44,25.11,25.520566693867124
5715,5510,1666,6286,475,6460,5539,1296,6925,1326,2804,4337,2053,960,4888,29.35,25.44,25.565451536005362
3623,5452,1432,108,3863,5581,3357,4662,4166,2551,5316,2925,3183,6862,5387,17.86,16.91,16.946260713996548
2055,1256,4592,5659,101,3751,6074,647,2751,6054,374,4459,2300,1104,1967,27.1,24.37,24.271311651731835
6243,3947,2885,4998,2358,5516,2942,4835,5191,6994,5087,1084,5862,2541,3178,27.38,23.76,24.258863794433218
6131,3394,6790,5331,661,12,4870,1575,5722,2739,1311,1961,1827,5221,3671,25.23,22.1,21.917644052225015
3101,5819,5519,4654,3394,258,3295,5749,4648,3426,6325,5424,5808,383,1357,17.95,17.03,17.05129823313611
3648,523,2123,5746,1291,3656,4321,3991,4599,4947,6188,0,318,4051,2670,16.58,16.11,16.21911119113681
2556,6862,3824,408,6627,6739,6655,3400,1540,4493,5186,683,6860,5943,1069,67.47,51.94,51.33748265869608
120,3291,5558,3420,2590,27,1749,117,5876,6182,19,6739,5535,4328,5014,19.21,17.63,17.84586926600208
801,1560,974,4983,5318,1626,2477,2293,5640,1492,820,3896,6995,3249,5141,17.15,16.91,17.259233289985215
666,178,2250,3710,6552,6490,948,7056,2101,1092,5354,4266,6695,5331,5283,28.02,23.69,23.60798576271744
2843,942,1265,2280,6973,152,346,333,1685,5578,2127,4574,2578,3005,4648,28.95,25.21,24.749935170308266
6958,344,6933,6136,5745,4977,5368,4050,5835,5276,3757,5244,3567,3051,4406,18.82,18.43,18.44692080318668
1460,1702,3076,4809,2384,72,1134,1237,2223,2731,2764,6468,3008,5885,767,23.38,21.41,21.242845244479398
2770,6384,5083,292,337,2208,1342,1224,4779,2371,2956,3234,4493,1062,2403,24.2,19.86,19.758951597795406
941,3916,5984,1963,395,2522,1471,7020,4284,5969,580,2479,3302,6844,2691,22.57,21.76,21.282048280797643
2451,3397,890,814,4594,3941,3883,2761,6888,6536,6654,2815,1018,3924,950,35.16,27.61,27.849522131090765
5731,4077,3494,309,2473,2744,6019,5628,1275,1364,5134,4624,3076,6603,5233,25.27,23.96,23.776565264257005
712,539,6617,693,1622,6142,1810,500,3152,64,803,3226,4558,4251,2374,61.59,47.21,47.20680245152494
3674,4002,6457,4791,5852,5564,1779,3465,685,3017,1803,2137,4794,6366,1364,19.31,18.52,18.050068105492464
3532,1572,2936,942,523,6733,7074,6986,5750,226,4307,3699,6163,5545,1652,30.2,26.4,27.35479287250136
974,4072,3260,2101,1697,5251,344,6532,1768,5107,1198,857,1621,3755,3096,27.37,22.83,22.482863818653072
2962,4476,6774,1239,858,4884,3996,1215,4619,3325,5229,5569,3467,4269,4058,22.14,20.76,20.605734681355592
5564,2641,6828,4083,4084,5202,5489,1654,4446,4995,1792,79,2787,5780,6119,18.81,17.47,17.449023897907256
2607,6702,2636,290,4301,1215,2104,4936,6423,1277,6900,3104,4775,2411,5882,29.68,27.57,26.876279094104067
5786,6611,3853,543,6553,693,4231,322,543,1843,1069,332,2461,125,6216,58.83,43.68,47.25978634599769
6913,3674,2708,7060,1316,6558,1219,5374,3774,3041,4136,3131,4340,4115,275,19.64,18.08,17.681408901429506
4701,742,5558,6505,6595,4243,6208,4916,625,6119,3492,6181,1688,2372,4386,24.23,22.44,22.297376630516105
4903,3422,6764,3950,6926,6480,3183,4976,4803,1913,6973,7084,6537,167,5382,15.78,15.62,15.80460056680628
1,6068,1490,2477,4152,4671,2084,2725,537,4042,7044,2146,6758,2480,6328,20.96,19.8,19.65869145912582
