n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,13.14,9.0,7.970000000000002
190,887,692,6,346,24.16,13.56,14.190000000000007
514,474,919,619,82,13.34,8.14,8.809999999999999
342,567,958,631,716,10.1,7.58,7.3900000000000015
41,745,388,173,720,11.1,10.1,9.690000000000001
968,462,974,742,432,10.9,7.04,7.400000000000001
160,172,243,52,113,13.02,8.92,9.740000000000002
135,518,892,946,604,13.88,9.24,8.690000000000001
64,792,704,392,808,10.08,8.22,7.790000000000003
764,908,104,941,298,12.12,9.0,8.51
209,690,229,743,812,11.62,8.12,8.78
431,910,89,791,273,10.32,8.52,9.079999999999997
933,214,406,287,349,11.74,8.38,8.73
828,44,204,725,907,19.4,11.24,10.869999999999997
5,900,421,56,917,20.14,12.44,11.899999999999999
387,866,503,142,24,17.02,11.18,10.830000000000002
242,434,753,928,871,9.22,7.44,7.360000000000002
114,987,611,3,124,29.64,23.8,23.799999999999994
782,592,202,916,872,10.38,7.98,8.270000000000001
207,338,8,913,85,14.74,11.06,10.360000000000003
136,552,939,17,512,12.84,9.56,10.029999999999998
86,586,508,550,943,13.24,7.32,8.41
202,430,70,407,196,13.96,8.8,9.270000000000003
654,783,95,717,593,12.68,7.56,7.750000000000001
148,176,962,623,736,10.6,9.58,8.39
981,42,55,276,568,12.72,7.08,7.690000000000003
699,620,872,152,763,14.48,8.66,8.48
274,754,589,35,124,12.7,7.8,8.270000000000003
889,722,412,973,927,11.2,7.08,6.960000000000001
242,165,625,517,44,17.12,10.84,10.690000000000001
753,374,865,690,534,8.96,6.64,6.750000000000002
604,578,793,704,88,12.1,8.22,8.640000000000002
888,355,112,884,902,9.04,8.14,7.920000000000002
598,374,462,215,411,10.16,8.26,8.760000000000002
203,969,588,763,18,19.0,12.96,12.95
388,818,622,336,0,20.82,12.4,14.32
443,114,218,227,454,11.84,8.84,8.690000000000003
276,332,834,90,314,10.94,7.74,8.020000000000003
644,291,105,529,802,9.82,7.76,7.5100000000000025
56,26,390,799,573,14.22,9.66,9.7
826,438,509,354,726,9.8,7.92,7.580000000000003
796,254,579,755,67,13.44,11.44,10.239999999999998
435,663,236,98,987,8.62,8.04,7.780000000000003
778,410,522,381,978,12.08,8.52,8.47
880,573,378,142,683,9.1,6.76,7.080000000000002
297,175,709,863,896,8.68,7.68,7.6400000000000015
265,30,51,962,998,10.88,9.64,9.690000000000001
829,176,269,969,168,12.7,8.3,8.909999999999997
123,621,151,12,49,20.76,13.96,14.840000000000003
62,461,213,805,398,14.04,9.14,9.46
301,626,15,989,817,17.92,11.22,11.049999999999997
363,291,144,492,575,10.72,8.36,8.63
284,140,984,88,765,13.38,9.06,9.200000000000003
569,303,712,120,67,11.7,7.78,7.990000000000003
430,462,145,720,575,7.46,7.2,7.150000000000001
782,813,392,602,908,11.54,7.22,7.819999999999999
822,173,679,732,280,9.56,7.22,7.260000000000002
790,611,901,623,506,10.18,7.08,7.480000000000002
357,101,945,49,283,14.16,10.64,9.96
541,131,177,817,644,14.98,9.68,9.759999999999996
840,86,166,798,808,9.5,7.66,7.420000000000002
227,879,13,207,180,17.46,9.94,10.550000000000002
485,467,605,572,558,7.22,6.42,6.820000000000001
397,85,177,561,493,17.04,9.1,9.68
607,969,268,548,68,11.76,7.68,8.05
963,666,29,594,599,12.94,9.66,9.19
910,446,557,316,536,9.4,7.7,7.879999999999999
539,550,657,931,815,9.84,7.42,7.460000000000003
67,898,658,587,555,11.92,9.12,9.62
978,307,65,742,229,11.96,7.96,8.310000000000002
737,140,105,102,716,17.4,8.86,9.64
503,464,61,501,910,10.14,8.84,8.729999999999999
652,744,54,695,617,10.12,8.1,8.580000000000002
29,382,249,899,469,12.36,9.1,8.600000000000001
236,380,842,985,747,10.26,7.5,7.6800000000000015
586,639,507,896,248,10.68,7.02,7.310000000000002
36,637,611,86,627,14.96,10.68,11.27
48,694,419,416,602,12.1,8.92,8.080000000000002
70,82,193,34,622,15.5,8.38,8.850000000000001
770,185,86,66,30,11.54,9.2,9.050000000000002
363,639,481,560,548,8.86,7.12,7.3000000000000025
486,26,720,794,77,16.02,9.28,9.580000000000002
341,86,801,329,8,16.46,11.04,11.710000000000004
474,976,459,604,152,9.48,7.18,7.280000000000002
999,395,489,852,141,15.54,8.22,8.690000000000001
108,914,357,687,236,11.64,9.22,8.620000000000003
462,798,132,196,991,11.64,7.94,8.209999999999999
226,111,113,53,122,12.78,9.86,10.180000000000001
76,960,660,999,84,16.36,10.22,9.88
381,106,758,24,478,15.58,9.98,10.920000000000002
641,534,205,378,895,9.92,7.2,7.200000000000001
649,83,241,5,262,19.36,12.58,12.29
781,530,699,202,15,15.76,11.54,11.379999999999997
449,259,966,625,22,12.0,9.22,9.31
983,105,531,819,427,10.28,8.54,8.040000000000003
59,920,257,486,872,8.78,7.66,7.980000000000003
322,619,895,225,654,10.24,7.48,7.780000000000002
60,697,281,135,307,11.98,8.66,8.630000000000003
39,819,191,998,361,15.9,10.54,10.170000000000002
805,923,412,953,7,18.64,12.58,13.510000000000002
