n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
232,379,985,384,129,197,721,44,87,140,253,830,518,214,410,657,31,470,499,93.95,56.92,57.713456476407906
464,399,506,586,196,918,850,412,91,496,239,777,20,717,273,532,417,485,923,75.01,42.88,44.164909041229386
933,388,743,116,678,264,99,833,64,395,635,849,386,110,676,59,346,240,707,78.48,48.38,48.86681317059095
88,509,925,665,529,923,212,595,827,145,621,65,552,968,38,500,718,198,151,88.64,54.03,54.39472587049012
968,880,592,467,746,598,902,455,292,570,365,875,899,436,138,162,782,615,99,59.34,40.3,38.983358412238246
544,706,321,718,365,972,659,863,506,515,638,202,316,153,364,541,291,522,672,79.82,45.84,46.672486575006225
73,827,924,877,519,934,718,558,225,352,249,929,12,302,351,225,273,34,433,74.59,48.87,53.45215322093033
260,385,305,854,722,912,426,179,673,405,119,170,954,679,872,998,26,206,996,64.3,39.88,41.521705986597944
784,164,307,119,13,815,782,389,350,856,174,582,446,926,237,142,419,577,456,96.95,56.64,56.566036600966804
416,427,82,602,71,295,734,97,34,87,679,109,782,533,539,368,157,827,958,72.9,46.3,47.12556582575521
517,499,725,152,618,64,194,17,934,143,348,395,674,587,123,761,306,359,333,97.13,56.88,56.40266943618541
988,374,3,661,855,510,215,62,896,632,33,904,988,889,777,827,836,593,176,146.91,91.98,95.13606301569118
182,345,993,441,452,123,85,205,619,229,509,830,484,809,158,390,124,111,594,81.74,51.46,51.939302249944575
738,463,663,129,736,450,526,742,92,732,950,482,577,403,836,369,466,230,52,73.15,47.1,47.581185873367524
202,50,456,114,110,216,742,4,725,615,626,928,23,670,372,849,442,540,95,111.3,70.42,71.09303971306618
991,766,773,614,514,838,722,582,205,513,234,331,538,393,761,532,662,200,6,97.5,66.01,65.89862579932499
296,627,303,930,81,761,328,949,928,412,229,647,303,81,560,429,762,378,826,64.98,40.63,47.851188414265536
964,758,870,328,528,309,640,851,980,365,802,916,302,667,866,111,200,496,378,65.5,39.5,40.68857525715653
387,981,599,867,940,319,210,297,406,627,392,862,941,700,536,958,707,745,364,70.46,43.6,44.040117937383116
840,692,619,599,370,689,437,200,501,842,541,519,858,83,275,167,70,510,750,70.01,46.95,47.308710735955515
887,277,429,798,119,639,849,844,280,298,280,823,845,516,275,283,909,647,421,58.59,35.75,38.025980718054925
250,370,251,988,253,809,516,765,468,255,239,832,830,610,537,849,200,376,508,73.6,47.96,47.90362864433316
799,108,812,114,397,86,670,174,798,580,437,942,46,805,931,140,22,624,195,87.72,53.19,54.28330055259529
701,270,89,97,473,470,889,685,927,289,947,579,94,129,621,366,885,668,67,81.46,52.82,52.29200345049091
327,809,39,855,941,85,879,140,669,823,375,848,76,834,236,742,37,614,809,88.21,57.65,59.06461054048187
326,227,303,761,366,990,334,67,532,921,116,938,738,624,356,444,163,160,261,82.76,50.36,51.86632544850918
914,398,152,441,745,800,66,102,547,227,84,300,947,180,345,767,203,111,968,82.24,51.58,52.878945500479915
52,58,569,805,753,181,844,174,572,654,334,302,903,248,753,512,490,113,576,71.21,47.93,49.746511760945864
735,958,84,140,953,767,135,230,334,223,417,178,173,138,780,450,62,711,908,82.88,51.57,51.25281872618706
459,599,683,628,294,424,833,958,447,592,703,918,754,944,380,708,577,727,501,61.48,39.04,38.877148915832805
889,375,752,864,798,540,191,316,272,696,968,487,853,130,859,857,283,511,650,61.41,40.26,40.18511193418151
994,518,546,807,959,524,296,826,222,582,539,400,785,138,844,500,662,487,127,66.77,43.62,43.30158609013043
298,403,32,35,889,380,518,967,303,355,384,715,28,636,146,850,704,14,81,113.33,66.03,67.6959940607844
847,189,459,593,970,130,786,987,861,435,577,645,592,988,898,110,381,514,40,69.56,42.03,42.505686128533554
615,732,671,377,366,108,969,327,665,104,488,863,173,661,241,488,373,590,354,62.36,41.62,44.449563060314055
955,380,771,827,439,383,760,643,686,39,752,144,951,726,678,911,666,320,62,74.53,47.76,47.687980173284814
33,982,238,522,369,495,375,487,574,177,308,142,662,272,804,23,802,451,759,88.09,59.61,59.93014007634641
294,598,700,267,465,861,303,296,412,880,509,457,672,644,91,511,919,669,449,59.96,39.66,39.65877074218885
349,139,592,994,754,110,370,734,614,682,467,370,481,586,392,208,559,535,726,58.91,36.46,38.10363077973645
604,177,800,149,516,842,35,90,561,812,681,777,318,222,150,651,410,259,970,68.51,41.45,42.09492569044834
902,818,202,979,118,14,37,453,735,848,216,324,321,28,5,753,17,755,131,124.09,81.05,79.4220549154897
589,309,655,318,11,45,832,218,336,324,875,95,424,240,933,867,0,890,697,103.62,62.78,65.03582459045049
98,528,523,207,493,938,774,734,838,431,927,114,435,518,151,76,149,673,726,80.25,48.21,48.37210548901501
797,974,805,680,722,354,958,611,446,672,51,259,419,710,679,203,28,291,65,85.93,52.09,53.92717602654583
788,499,322,712,165,230,56,406,847,709,316,269,315,534,283,617,22,415,813,75.91,46.07,46.007889493647845
213,720,709,711,717,216,193,114,826,790,670,887,958,798,506,159,732,844,322,67.55,40.68,42.313288199091836
244,669,928,84,445,354,914,518,844,906,562,700,510,930,474,890,627,994,373,77.3,46.96,47.40700853353655
632,140,631,169,480,99,226,531,815,344,625,968,165,568,245,964,226,435,740,72.25,42.67,46.98739790238575
692,611,941,205,345,704,131,576,792,272,73,455,331,585,144,676,242,737,608,67.43,43.71,43.294723475021534
407,860,21,943,322,408,364,787,317,121,120,395,694,877,947,680,878,457,421,85.01,51.95,54.379224607757806
612,10,499,346,561,733,905,880,999,935,205,16,773,15,967,721,621,704,512,95.92,58.26,58.3000144973086
326,381,722,495,897,594,105,626,179,116,55,455,282,83,560,28,203,254,646,89.48,56.85,56.507341508948386
943,76,61,343,352,393,725,320,946,498,619,162,987,502,754,814,281,643,964,69.05,48.17,46.06838608750086
993,913,972,60,488,857,479,598,780,252,900,824,553,683,802,707,59,526,784,65.82,40.24,40.29071764541551
520,665,410,962,459,535,485,897,822,684,163,120,587,945,629,522,826,713,175,69.4,44.04,44.21536480960457
937,337,753,300,580,559,974,408,639,118,457,567,187,305,163,766,811,906,918,60.63,39.95,41.7759848717335
365,361,541,57,694,409,621,978,281,72,933,252,565,853,731,979,704,483,448,76.68,48.27,47.73189019367199
291,718,965,194,488,561,67,667,64,644,869,299,69,185,404,103,560,126,186,94.12,55.63,57.35715960233273
188,735,497,330,582,243,722,197,448,255,786,388,30,532,356,312,122,539,528,79.96,48.33,49.07283438730103
502,586,40,597,96,454,745,376,260,336,929,108,107,197,892,498,434,581,460,83.39,49.66,51.22287730340038
102,707,865,133,28,360,129,399,458,919,340,686,532,933,706,434,608,113,803,83.62,49.61,48.23111636276513
389,481,976,692,649,427,853,129,795,75,736,186,241,454,205,282,621,574,858,62.7,38.05,39.505763313918
683,856,941,934,153,216,980,534,1,834,910,341,942,373,88,817,168,517,327,84.41,51.83,51.312347582631936
575,849,877,426,964,741,307,139,224,385,938,13,606,109,923,157,226,66,869,80.44,52.39,52.31977656021323
786,163,659,150,506,295,895,949,556,396,90,450,727,295,980,76,393,452,943,72.85,46.3,48.58922835012552
508,446,342,495,748,239,317,923,45,931,941,592,694,104,21,573,932,635,370,82.75,51.22,50.856386623216544
665,720,435,12,742,264,970,719,379,42,666,643,180,638,66,558,498,960,979,83.45,49.98,49.65869315045028
53,515,17,53,739,910,102,326,140,255,836,370,864,904,363,820,515,678,551,80.51,48.14,57.01029010494706
367,858,84,247,999,891,891,656,939,193,521,244,287,100,642,942,429,30,196,93.95,57.73,62.27686089346879
23,115,781,417,323,151,512,274,231,59,956,335,906,364,524,389,781,540,167,88.7,57.06,57.69399600895637
879,635,328,997,941,809,776,648,642,715,311,163,21,711,277,748,848,16,540,88.89,58.55,58.02522608292383
44,638,625,821,302,566,144,308,908,556,615,212,27,143,713,43,738,531,779,108.86,68.09,67.79490683009912
618,134,361,279,454,740,987,685,266,354,999,992,720,309,729,912,699,138,372,74.09,40.92,41.73022690328113
468,455,628,710,234,775,534,904,690,642,821,559,327,844,87,544,264,981,584,68.37,46.75,46.15278787366041
779,685,1,889,294,350,906,517,119,279,15,0,595,478,710,411,913,985,977,94.9,58.25,59.666954237697496
641,900,716,595,543,205,870,14,708,0,131,825,641,572,51,908,343,857,341,112.77,72.72,76.07986146500096
572,942,646,225,792,385,568,578,960,210,501,464,773,303,415,738,965,812,531,61.77,40.01,40.26955709407659
596,942,888,435,502,860,764,804,96,861,396,542,330,435,908,850,510,559,385,59.92,37.92,40.040188136997784
616,682,63,977,544,850,899,822,796,682,203,822,239,575,163,397,425,324,248,70.92,43.03,47.89825594564295
269,563,345,819,512,10,882,306,241,428,400,549,267,865,493,341,62,496,637,84.01,56.07,56.40189528305707
234,878,587,933,177,367,984,173,891,748,164,773,236,194,838,62,974,686,666,85.68,50.16,48.878226874206646
388,584,534,234,578,945,905,102,128,679,265,301,35,154,705,495,80,373,873,81.97,48.49,50.305475749900474
101,624,732,524,542,273,794,890,666,117,759,594,680,849,133,673,728,50,656,70.51,42.47,42.85942942089186
114,355,292,359,748,280,140,805,978,703,907,934,585,62,897,657,650,717,163,72.79,44.35,44.915789812203684
772,414,9,24,905,448,479,376,413,232,680,56,368,604,690,479,343,307,935,107.11,60.03,63.29575888063012
561,420,136,275,985,439,71,76,230,337,196,756,541,414,56,457,300,240,315,78.11,47.56,48.91104211719538
844,331,905,282,418,60,1,8,437,792,895,33,667,197,233,559,107,814,907,94.22,51.7,53.2996295873904
858,81,486,630,629,609,137,186,973,452,505,883,729,694,76,819,31,566,265,78.6,50.76,50.39123234103786
294,51,565,950,359,82,277,376,516,877,314,475,549,239,246,63,72,232,450,76.4,46.13,46.180417968486644
317,49,867,117,444,910,565,923,269,889,417,741,950,692,117,141,717,775,320,66.05,41.89,45.730439504869835
867,428,701,737,887,357,814,500,385,499,695,496,523,75,849,401,349,389,333,69.73,40.53,40.63953431923025
429,315,293,482,459,0,758,253,75,270,77,645,547,937,591,51,818,141,33,112.21,65.93,66.42270913722932
897,9,111,622,931,220,537,505,457,301,210,89,295,574,893,322,311,498,159,89.87,56.63,58.02087681966669
889,633,460,359,862,268,299,907,186,994,412,799,304,29,744,713,123,18,740,88.8,54.55,55.17582977395716
