generation number, pop_size, worst, best, median, avg, std, diversity, improvement, number_of_selections
0, 100, 43.63, 102.32, 61.16, 64.84729999999999, 12.410022067264828,0.9942929292929293,0,[1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300]
1, 100, 57.09, 113.44, 82.93, 82.85859999999998, 11.570889595878096,0.9677121212121212,0.10867865519937456,[13. 13. 12. 13. 13. 12. 12. 12.]
2, 100, 72.7, 128.41, 96.955, 97.88490000000002, 12.727279009670527,0.9118686868686869,0.13196403385049366,[26. 44. 17. 21. 36. 18. 18. 20.]
3, 100, 79.26, 162.93, 113.785, 115.7079, 19.32478120419478,0.872540404040404,0.2688264153882097,[ 30. 123.  17.  21.  53.  18.  18.  20.]
4, 100, 108.85, 192.97, 142.765, 142.6041, 15.879898557295634,0.7822121212121212,0.1843736573988829,[ 50. 141.  17.  21. 115.  18.  18.  20.]
5, 100, 130.39, 216.11, 162.2, 164.57420000000002, 18.411823493614097,0.7011060606060606,0.11991501269627411,[135. 147.  17.  21. 124.  18.  18.  20.]
6, 100, 146.95, 225.86, 188.2, 188.18780000000004, 17.33652944392274,0.6305707070707071,0.04511591319235574,[182. 172.  17.  25. 148.  18.  18.  20.]
7, 100, 175.83, 261.74, 207.45499999999998, 206.19729999999998, 14.924289320098294,0.5172171717171717,0.15885947046843174,[210. 187.  17.  58. 165.  18.  18.  27.]
8, 100, 173.31, 263.41, 220.865, 222.55939999999998, 15.179886812489743,0.45746969696969697,0.006380377473829051,[229. 201.  17.  99. 178.  19.  18.  39.]
9, 100, 203.39, 276.2, 235.285, 235.9865, 15.178749380301396,0.44810606060606073,0.048555483846474935,[247. 211.  17. 107. 189.  35.  25.  69.]
10, 100, 225.54, 289.55, 251.20999999999998, 252.06459999999998, 12.150703388693183,0.43659595959595954,0.04833454018826945,[259. 218.  17. 114. 210.  41.  44.  97.]
11, 100, 235.02, 299.07, 261.235, 262.7063, 13.093827145262,0.41507070707070715,0.03287860473147982,[268. 227.  17. 131. 229.  53.  69. 106.]
12, 100, 243.32, 306.09, 274.96500000000003, 274.7106, 14.94067721490562,0.37304545454545457,0.0234727655732771,[272. 233.  17. 135. 231. 105.  96. 111.]
13, 100, 260.57, 315.48, 290.17999999999995, 288.41299999999995, 12.65028730899026,0.3466868686868687,0.030677251788689745,[295. 241.  17. 150. 244. 114. 120. 119.]
14, 100, 271.42, 325.75, 298.76, 297.8679, 11.333660423270148,0.34239898989898987,0.032553569164447765,[301. 261.  19. 164. 259. 126. 138. 132.]
15, 100, 281.73, 338.39, 305.125, 307.4407, 13.212351361888619,0.3303131313131312,0.038802762854950074,[317. 278.  25. 167. 276. 135. 158. 144.]
16, 100, 291.76, 353.78, 316.885, 318.38439999999997, 12.565930631672291,0.3223838383838382,0.04548006737787756,[330. 292.  32. 182. 303. 148. 166. 147.]
17, 100, 301.54, 357.35, 327.94, 328.2711, 12.172034250280435,0.331479797979798,0.010091017016224915,[332. 299.  63. 191. 316. 155. 191. 153.]
18, 100, 308.52, 361.2, 336.515, 335.66409999999996, 12.046416155438099,0.3532929292929293,0.010773751224289816,[344. 300. 138. 194. 320. 157. 192. 155.]
19, 100, 313.37, 369.55, 344.72, 343.74480000000005, 12.687587594180386,0.34725757575757565,0.023117386489479575,[356. 315. 151. 204. 324. 164. 217. 169.]
20, 100, 325.71, 381.1, 353.21, 351.5849, 11.328649654305671,0.3579444444444445,0.03125422811527537,[358. 317. 194. 209. 352. 172. 224. 174.]
21, 100, 328.73, 381.39, 359.70000000000005, 358.9317, 11.164457448080492,0.3622676767676768,0.0007609551298870732,[371. 336. 197. 217. 365. 172. 252. 190.]
22, 100, 340.37, 392.64, 364.75, 364.47180000000003, 11.068575552436725,0.32433838383838376,0.02949736490206875,[379. 351. 204. 222. 375. 191. 268. 210.]
23, 100, 347.59, 396.39, 371.26, 371.0068, 10.866494455895149,0.30510101010101,0.009550733496332519,[408. 355. 214. 241. 379. 197. 283. 223.]
24, 100, 352.06, 400.55, 377.78, 377.5899999999999, 11.13322280384256,0.31007070707070705,0.010494714801079809,[408. 428. 214. 257. 381. 197. 290. 225.]
25, 100, 358.09, 404.12, 382.1, 381.9093999999999, 9.543823847913373,0.302590909090909,0.008912744975658452,[413. 431. 232. 261. 390. 240. 299. 234.]
26, 100, 360.97, 417.72, 384.84, 385.8181000000001, 12.198971980867896,0.2940353535353535,0.0336533702860537,[423. 450. 253. 276. 394. 263. 301. 240.]
27, 100, 365.97, 425.75, 396.53, 395.8894, 11.311309280538657,0.2680707070707071,0.019223403236617764,[423. 480. 260. 289. 395. 279. 327. 247.]
28, 100, 383.11, 427.94, 401.025, 402.2224, 10.148181523800213,0.25236363636363635,0.005143863769817963,[423. 483. 263. 313. 433. 279. 336. 270.]
29, 100, 385.32, 433.08, 408.78, 408.0353, 10.173135647871797,0.2488030303030303,0.012011029583586453,[428. 491. 269. 334. 460. 283. 359. 276.]
30, 100, 391.2, 440.22, 414.03, 413.88710000000015, 9.629095730648856,0.22717676767676764,0.016486561374342023,[438. 502. 276. 335. 513. 292. 363. 281.]
31, 100, 391.92, 446.31, 417.39, 417.5425999999999, 10.299518107173752,0.23076767676767684,0.013833992094861603,[442. 502. 279. 338. 513. 302. 443. 281.]
32, 100, 398.54, 446.31, 423.39, 422.13630000000006, 10.303107264801234,0.22153535353535359,0.0,[446. 514. 283. 338. 535. 309. 475. 300.]
33, 100, 398.47, 454.99, 424.24, 424.53300000000013, 9.689798295114297,0.2082828282828284,0.019448365485873063,[463. 546. 304. 349. 542. 311. 480. 305.]
34, 100, 406.11, 454.99, 427.395, 426.9055, 9.919657088327197,0.2111464646464647,0.0,[463. 558. 329. 397. 544. 314. 486. 309.]
35, 100, 406.27, 460.22, 431.18, 430.15560000000005, 9.965159539114262,0.21721212121212108,0.011494758126552271,[477. 563. 333. 403. 599. 314. 494. 317.]
36, 100, 410.95, 460.22, 433.385, 432.8643, 9.93709477211524,0.21351010101010104,0.0,[480. 570. 333. 429. 620. 342. 504. 322.]
37, 100, 417.74, 462.2, 438.28499999999997, 437.8689, 10.238660839680161,0.19954545454545458,0.004302290209030379,[480. 570. 333. 429. 720. 342. 504. 322.]
38, 100, 421.46, 462.2, 443.275, 441.78430000000003, 8.83750408825931,0.21365151515151515,0.0,[480. 570. 333. 505. 729. 342. 504. 337.]
