n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
60687,48930,35013,18158,24398,2508.232,6.867,6.869999999999997
843,44345,65900,60780,10592,10316.378,142.6088,152.72000000000023
43781,72649,5360,49678,22205,5236.8134,11.3022,11.249999999999993
59247,55389,20598,22076,31196,7629.9608,13.6084,13.450000000000014
6728,14542,17357,66357,8300,10068.3034,43.3282,44.180000000000064
50287,13326,38165,26864,29399,8348.9908,29.6532,29.839999999999783
55280,11496,34961,27510,51975,4767.732,10.6918,10.709999999999992
36855,44782,5661,26146,690,10300.6146,69.251,71.22000000000008
53895,7181,49652,64449,18237,3617.876,12.667,12.56000000000002
3077,31029,55669,14686,507,10249.9086,63.5366,64.88000000000005
15890,75851,25909,26614,43282,3951.1986,10.7614,10.840000000000009
1081,10944,17456,70748,2289,10304.1254,89.1046,90.90999999999987
65641,11119,75101,65108,70462,3743.2718,9.6202,9.599999999999994
25975,55064,9020,52184,25187,7390.936,16.5134,16.689999999999984
12244,19052,22617,5400,7100,10186.847,62.2442,63.239999999999405
35388,72752,19569,35168,75403,6262.2938,16.5958,16.38000000000002
4487,15903,52739,31036,21199,2955.545,7.1244,7.130000000000001
66179,5640,47965,68427,74086,5026.4766,15.2302,14.940000000000044
11369,45507,14413,47915,59152,9979.6864,26.7168,27.79000000000001
27529,52713,26053,75292,2407,1994.665,6.9722,7.099999999999996
49668,43084,80,56829,14641,10087.5696,47.9042,48.83999999999995
27974,29059,58197,35341,42560,2470.4466,6.5646,6.569999999999999
11641,40259,37340,13509,67830,1768.373,7.6346,7.580000000000004
7230,3328,49988,73457,56182,9873.2692,58.1538,59.59000000000008
65186,45361,32540,74190,8687,9560.2746,26.9908,27.309999999999974
55706,30271,12553,52547,66830,4216.6066,9.5874,9.62
48885,73461,48412,18236,38049,1969.4884,8.5114,8.55000000000001
22421,33936,3850,6619,22643,2776.4366,8.9426,8.869999999999997
34466,21523,15763,19440,1556,9405.7698,35.3126,35.28000000000005
6399,7983,59039,27341,50971,10265.7358,54.7192,55.000000000000014
38566,1939,46469,37356,18434,10319.5222,120.348,124.19000000000003
63034,73653,36402,17996,11349,10220.6938,47.9408,48.86000000000008
72870,38798,15457,8597,55040,10303.822,65.3584,67.25000000000001
59165,18680,73652,50200,22161,5511.678,23.1214,22.19999999999997
35934,64806,45727,13005,6351,9857.061,24.4284,25.649999999999995
36287,69315,16822,22718,11045,9063.9728,32.8724,32.319999999999965
21263,29151,1705,26593,23049,8773.8862,19.1816,19.539999999999992
62080,59860,73301,71500,50893,1977.8246,7.1572,7.189999999999998
10904,22681,71908,63184,34398,3485.8742,7.2916,7.369999999999999
70179,8727,3771,57114,71349,8960.999,26.5478,26.799999999999997
40469,68615,69073,70401,8595,10158.6772,44.5412,45.82
75218,71060,39363,8430,29398,2880.1888,7.4988,7.520000000000001
18016,13527,13057,64443,59445,6023.792,13.8742,13.920000000000014
7922,64253,6940,3827,48908,10292.7316,63.1644,63.89000000000004
31934,60115,30291,48657,75127,8446.488,15.8508,15.999999999999988
65001,31864,4718,11092,6148,10317.421,118.479,123.54999999999947
53708,53303,9039,10582,24784,10316.151,100.2752,102.64000000000023
4470,23765,11064,8503,3914,10280.7202,77.348,79.41000000000015
46503,61635,71698,70198,62210,3324.7368,7.1172,7.14
3404,9871,43755,11088,42136,10318.6338,119.325,123.04999999999946
1123,60797,58871,19474,50605,9931.385,34.0336,34.73
62683,18075,13924,45713,30319,5765.9124,11.0086,11.069999999999995
59176,16960,25187,28987,14257,3578.284,12.7148,12.590000000000042
14497,6911,15740,9782,10820,6376.1058,13.0928,13.300000000000008
48814,13581,3074,61277,68421,10162.1298,44.9006,45.339999999999975
26303,48429,10634,30953,717,10318.7768,194.862,205.37999999999997
33602,67872,25868,2029,57574,9516.356,49.5708,49.199999999999434
33195,2914,13533,68084,54677,9601.4618,27.4958,27.590000000000003
7576,32930,62334,41300,28927,4030.2864,10.9852,10.930000000000014
7682,36068,17331,39341,5097,7128.2986,12.7374,12.759999999999993
24469,46326,52850,950,39679,10300.709,94.3494,98.30999999999955
12375,3862,41638,57582,32398,10308.0488,88.6686,90.75999999999952
54601,42172,64448,73844,45474,2870.4486,7.205,7.16
52309,56371,27385,10296,36226,7333.1686,15.666,16.039999999999996
39437,60522,61159,74506,59756,3196.8348,7.9664,7.939999999999998
57662,50465,24423,43185,52712,3622.7336,7.534,7.609999999999999
7717,42601,12035,22356,41617,3830.9574,8.4196,8.409999999999997
71287,3521,24715,27668,47789,10219.307,46.8774,47.629999999999974
18047,11261,44282,58599,50444,7259.2758,14.7066,14.819999999999993
27686,71033,43957,9943,2506,10251.9838,67.6344,68.40000000000008
72412,55289,61682,29799,42426,2922.3588,7.199,7.18
67389,65843,12988,60717,419,10318.6946,118.49,126.24000000000021
37310,69927,26885,9361,29326,5226.9456,10.313,10.409999999999993
1415,41241,5507,11991,19544,10168.6462,57.248,58.36000000000012
43064,21403,12589,66796,52923,3914.3752,8.2158,8.099999999999998
51833,51041,66349,17674,66679,4686.5224,10.7476,10.499999999999993
46846,47054,35379,26474,42001,4340.4534,9.7006,9.739999999999995
50468,74358,23911,23349,74812,2869.3214,10.956,10.670000000000023
22484,1238,40110,2637,36505,10209.781,63.2912,64.42000000000012
62755,68490,55984,12286,35757,2428.9822,6.9132,6.969999999999999
37349,18836,67755,59176,62758,2513.9406,12.0282,12.050000000000043
30416,23473,43391,19224,45567,2197.0346,7.2294,7.239999999999998
6664,71488,36514,45131,3437,5263.2506,12.9426,13.14
75833,24432,70485,12657,59435,5119.6808,9.6614,9.61
17635,44660,27628,71189,17611,10131.952,33.986,34.710000000000015
55414,28387,67549,26583,74528,6205.6808,12.0226,12.089999999999993
55456,1312,72732,6470,46510,10270.4304,62.2868,64.91999999999996
65038,48768,7982,48809,52238,8176.9472,25.925,26.269999999999943
60765,57328,24999,72873,12943,3638.1148,8.3242,8.369999999999996
21765,11126,46482,34104,32390,4737.853,9.6814,9.539999999999996
61547,68881,24423,69620,1578,10225.198,45.944,47.00000000000004
70755,43970,29223,22715,3683,10256.0488,55.6562,56.78000000000002
7404,26260,44407,37161,17008,7349.348,18.8612,19.100000000000016
43286,39013,51851,4726,10011,6898.8442,24.9962,25.339999999999968
53190,32162,59510,60856,5494,2359.6436,11.0488,10.840000000000035
41205,22685,18851,75293,26170,1275.825,5.927,5.930000000000001
68577,49994,65768,19934,49708,1997.5802,7.2194,7.2499999999999964
4333,52010,18370,37426,54540,7035.0808,15.7278,15.819999999999983
63152,23708,12394,67154,65315,9146.0094,31.5262,31.659999999999975
68210,34209,33254,48996,45463,6785.1436,15.6858,15.77999999999999
