n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
241,310,105,738,405,490,158,92,68,20,411,562,939,296,819,783,60,227,532,46.22,34.58,35.05
549,368,283,798,176,846,108,268,219,965,949,26,848,656,826,266,819,278,198,38.38,30.15,30.180000000000007
168,317,296,642,888,749,983,875,868,901,381,88,865,620,345,687,397,518,254,45.21,33.49,33.839999999999996
182,253,484,286,91,967,957,837,886,964,560,860,307,7,930,298,586,721,903,46.08,35.91,36.680000000000014
319,868,783,520,199,423,433,613,295,441,462,165,238,312,265,832,816,44,83,42.43,32.58,32.99000000000001
47,473,641,287,531,547,663,482,717,351,148,689,200,68,422,935,207,650,647,43.36,33.54,34.09
451,282,188,364,446,764,602,328,649,571,203,926,331,103,859,63,725,234,284,41.09,32.1,32.44
783,596,630,882,243,125,339,957,181,297,470,26,43,365,714,84,917,987,977,47.6,32.79,34.74
292,752,691,982,334,18,330,295,329,989,156,793,667,420,882,965,890,635,696,43.84,33.17,34.330000000000005
837,79,300,632,196,915,454,299,139,256,390,613,984,162,339,586,9,372,45,48.1,37.55,37.100000000000016
465,173,373,802,823,371,297,585,99,449,212,434,938,212,116,60,63,56,754,44.07,32.28,34.86000000000001
172,609,693,993,153,621,41,559,502,596,255,329,36,125,854,541,299,792,419,43.97,32.89,33.730000000000004
667,205,489,206,247,449,420,503,37,224,431,454,254,662,910,438,850,220,510,44.12,33.16,33.97
192,32,37,260,259,248,538,213,790,237,427,890,267,145,332,52,912,950,322,45.33,34.0,34.80000000000001
578,119,583,412,985,922,668,669,891,809,734,762,41,506,396,95,440,215,952,40.58,32.06,31.830000000000005
894,586,921,966,946,169,344,303,672,482,818,922,657,322,834,430,540,220,670,35.35,27.41,27.880000000000006
820,702,820,274,346,944,401,979,508,76,879,994,286,984,642,684,195,45,404,44.31,29.58,31.950000000000006
920,634,130,785,991,275,683,876,61,890,171,704,650,475,582,483,764,413,949,34.7,27.87,28.42
399,223,817,3,216,944,160,13,624,897,263,118,405,829,788,801,390,898,227,57.78,46.77,47.949999999999996
563,54,899,973,206,165,687,622,338,838,913,575,792,803,482,937,539,450,27,47.36,35.14,34.30000000000001
80,35,712,608,115,500,574,885,263,622,792,142,42,371,81,786,900,535,926,44.28,33.51,33.559999999999995
10,304,857,355,847,76,87,982,556,464,390,210,806,318,397,239,776,498,876,48.01,35.86,35.53000000000001
989,409,97,79,117,937,635,817,906,374,524,444,425,878,728,795,454,68,643,46.04,34.82,35.50999999999999
902,963,200,652,309,952,856,490,432,121,817,571,171,380,895,166,180,723,152,40.29,30.78,30.63000000000001
334,506,880,346,264,554,997,925,4,727,172,5,663,319,123,558,113,498,805,51.5,38.34,39.410000000000004
732,615,495,538,77,533,251,421,867,300,365,234,785,184,884,641,1,692,54,40.91,30.15,30.61000000000001
624,929,320,557,934,930,478,801,933,581,312,959,888,518,805,451,627,632,452,38.44,30.23,31.230000000000008
401,144,257,789,611,370,677,348,136,443,84,620,147,691,828,637,181,292,923,44.01,34.25,33.71000000000001
962,380,202,589,812,358,691,635,904,95,78,412,661,958,925,183,337,669,380,37.38,28.62,30.000000000000014
334,178,307,904,23,618,20,536,972,772,849,90,820,367,826,832,976,100,162,49.16,36.82,36.989999999999995
186,598,507,676,587,960,78,778,947,991,119,176,667,490,691,907,763,227,632,40.38,29.3,29.87
805,851,676,310,873,950,704,415,902,613,243,918,501,720,226,317,376,235,763,39.05,30.04,30.369999999999997
334,550,641,542,462,920,822,409,518,410,992,837,320,290,448,421,602,13,257,46.62,32.37,33.09
188,918,553,469,709,574,629,845,373,413,973,397,638,28,159,523,69,469,997,45.08,31.72,35.01
988,645,942,355,618,815,319,932,93,773,264,495,227,655,950,488,913,618,796,34.38,27.54,28.19
67,152,946,244,70,306,135,970,48,167,407,809,595,697,635,560,730,982,551,42.02,29.84,30.30000000000001
268,18,536,251,161,769,99,210,32,972,324,83,124,277,62,899,658,295,624,54.16,39.79,40.489999999999995
911,646,718,176,748,152,670,424,975,133,899,726,736,83,573,373,710,2,741,43.86,31.4,32.89
901,565,159,514,421,157,220,864,305,495,519,69,384,172,167,895,911,262,527,45.2,32.69,33.059999999999995
400,550,698,310,882,410,336,174,396,63,433,28,285,897,692,19,311,983,808,47.79,35.16,35.57000000000001
156,87,160,118,868,623,843,15,237,236,566,8,488,932,735,545,189,906,845,48.59,35.07,35.260000000000005
463,749,723,890,943,699,959,714,388,344,867,176,853,543,601,192,109,486,634,43.26,32.01,34.029999999999994
924,933,365,312,952,662,851,918,423,614,755,38,840,647,217,261,592,878,821,38.35,30.15,29.36000000000001
677,605,314,803,917,488,640,853,347,826,854,85,913,241,914,323,904,106,674,38.39,29.6,29.28
998,715,39,619,330,539,487,978,361,950,83,181,730,44,510,531,558,847,612,45.85,35.21,34.46000000000001
728,255,39,205,692,73,344,800,616,930,141,713,315,119,519,910,846,844,521,47.24,34.27,33.900000000000006
859,0,73,864,231,638,280,637,977,18,911,750,996,35,10,489,714,148,218,60.94,46.12,48.17
368,255,911,756,766,353,835,305,878,397,647,619,412,34,177,422,505,998,65,42.43,31.83,31.880000000000003
772,522,883,521,305,573,707,289,807,212,721,720,447,329,179,219,18,490,908,46.73,34.25,34.99
447,954,995,282,339,773,930,416,972,642,949,862,419,328,768,634,215,262,286,47.27,33.59,33.010000000000005
523,88,30,412,269,623,294,691,936,656,135,627,776,320,88,957,801,169,635,42.77,31.7,34.11000000000001
94,717,216,956,955,259,684,221,911,657,511,782,116,660,348,8,466,583,208,47.95,33.75,34.41000000000001
170,95,250,531,863,97,116,816,994,323,303,890,580,595,676,154,928,764,77,44.88,33.68,33.32
677,867,183,920,735,764,27,774,785,820,185,692,211,269,35,607,332,646,336,44.5,33.06,33.71
