n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
926,1500,1390,7.46,4.9,4.92
5915,2770,5048,3.48,3.63,3.5200000000000005
4121,9927,3476,4.93,4.24,4.050000000000001
9941,585,9522,4.27,4.81,4.53
2594,7056,6447,3.4,3.42,3.4600000000000004
8340,6095,8915,3.81,3.68,3.8600000000000003
7288,8225,4394,3.71,3.27,3.42
588,449,5964,5.23,4.58,4.400000000000001
7616,5217,6226,3.51,3.29,3.38
6940,8613,2694,4.19,3.59,3.670000000000001
9183,2907,3868,3.52,3.37,3.6000000000000005
3778,390,2895,4.19,3.92,3.870000000000001
5327,2844,2239,5.16,4.57,4.650000000000001
8358,8359,5893,3.99,3.53,3.4400000000000004
8417,9173,2979,3.51,3.44,3.6100000000000003
7301,6793,8607,3.41,3.33,3.3400000000000007
5967,9723,5796,3.8,3.39,3.5800000000000005
5929,7303,2640,5.49,4.84,6.21000000000001
6551,7559,8689,3.38,3.34,3.3600000000000003
4094,8028,4572,3.47,3.42,3.5000000000000004
8160,8205,8444,3.56,3.53,3.5800000000000005
5798,7449,7553,4.84,4.09,3.99
5747,9301,9135,3.48,3.36,3.5100000000000007
7480,7972,3634,3.71,3.49,3.54
5319,2720,4393,4.03,3.95,3.870000000000001
7860,5071,4969,3.49,3.75,3.6700000000000004
8261,9210,8482,3.32,3.41,3.3400000000000007
8312,9632,6662,3.92,3.67,3.46
5109,3404,8010,3.56,3.49,3.4700000000000006
8386,6006,1234,3.48,3.45,3.4800000000000004
5594,137,3135,5.41,5.07,4.880000000000001
1739,962,9411,4.71,4.52,4.48
801,4474,9694,3.32,3.4,3.45
3712,1741,8558,6.79,6.63,5.900000000000009
2236,4355,4011,3.88,3.61,3.670000000000001
3448,989,6929,7.32,5.24,5.94000000000001
522,930,5936,9.68,7.73,6.90000000000001
5901,2816,4087,4.11,3.7,3.8200000000000007
384,1358,1887,6.04,4.77,5.19
1105,415,669,5.52,4.96,5.120000000000001
346,6112,4189,5.64,5.04,5.160000000000002
2093,2574,3010,5.19,3.73,3.860000000000001
8570,31,6317,16.49,14.84,14.049999999999994
9657,707,4060,4.02,3.86,4.030000000000001
2480,594,68,9.96,8.58,8.5
5639,1853,4686,6.07,4.17,4.62
5524,8007,504,5.67,5.21,5.490000000000001
5052,7350,9035,3.48,3.42,3.5500000000000007
9914,749,4324,3.98,3.69,3.700000000000001
6583,2514,7746,3.56,3.62,3.700000000000001
3695,1531,5182,3.92,3.88,3.8500000000000005
1671,396,7337,4.08,4.0,4.240000000000001
2089,8491,9583,3.63,3.44,3.540000000000001
6438,7977,8434,5.84,5.27,5.109999999999997
5373,2356,5587,4.0,3.87,3.91
4245,4289,9929,3.83,3.94,3.870000000000001
6877,295,9141,4.6,4.39,4.27
2303,930,4144,4.76,5.2,4.68
549,2157,2640,11.29,9.99,8.75000000000002
2796,1570,7428,3.94,3.64,3.6500000000000004
3795,8327,514,4.7,4.77,4.550000000000002
4042,3808,7285,4.67,4.29,4.290000000000001
1205,4108,1317,4.85,4.13,4.18
9686,3738,5895,3.5,3.36,3.4000000000000004
4204,6930,4566,3.52,3.38,3.58
8621,79,2475,4.85,5.26,4.910000000000002
581,6303,6696,4.03,3.94,3.9800000000000004
2625,1821,8389,4.22,4.2,4.290000000000001
1438,3946,1669,4.28,4.28,4.32
1634,324,2977,5.88,4.41,4.86
3793,1723,3561,4.21,3.84,3.72
400,8531,7608,3.95,3.94,4.150000000000001
7436,5074,8774,3.28,3.45,3.37
6225,3480,3442,4.79,4.18,4.48
7106,6973,8380,3.7,3.73,3.6100000000000003
349,9520,9688,4.58,5.51,5.649999999999997
839,6848,8602,4.46,4.12,3.8200000000000003
9524,2969,1536,3.85,3.77,3.7700000000000005
7861,5999,319,6.58,5.91,5.2499999999999964
8506,1942,6004,5.0,4.03,3.95
4744,6098,5050,3.68,3.58,3.6600000000000006
312,6754,1657,4.09,3.8,3.670000000000001
1720,5012,3250,4.52,4.45,4.360000000000001
257,7396,982,4.49,4.34,4.160000000000001
6728,7960,7591,3.69,3.32,3.4000000000000004
3411,9645,1208,4.16,3.64,3.5900000000000003
87,4658,395,7.23,6.67,6.820000000000002
6109,5010,1254,5.29,4.52,4.370000000000001
3590,8035,3151,7.01,5.78,5.810000000000009
1896,9364,6117,4.35,3.63,3.7500000000000004
6418,7589,2288,3.54,3.68,3.5800000000000005
5651,6472,1994,4.04,3.53,3.5800000000000005
4164,1995,2014,3.96,4.0,3.960000000000001
1319,5480,6407,4.45,3.88,4.069999999999999
3473,1726,404,4.92,4.78,4.900000000000002
7706,707,8158,3.93,3.65,3.5500000000000007
4763,5858,7488,3.51,3.41,3.4400000000000004
2317,6142,4406,3.82,3.56,3.5900000000000007
7933,8622,7824,4.38,4.35,4.259999999999999
6864,8062,4862,3.73,3.64,3.5500000000000007
