n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,51912,62767,20312,11809,8718,2597,52637,72011,37929,7713,29088,68201,70343,47218,36265,22631,13917,34304,121.68,40.69,42.778194447108156
28101,3360,34112,35618,25353,21603,40612,37963,48810,11366,44224,50847,66316,32620,23303,32417,62074,36699,11710,71780,39353,67.5,31.38,32.064708937895375
945,38265,75021,40863,66633,25575,54256,55539,37775,56497,59162,21144,30569,39991,34033,5667,10626,6071,60643,36756,68009,212.24,58.32,61.187280325959655
70073,61766,44937,19013,25634,8708,54105,26564,57822,36215,24078,46639,57137,42030,73207,26045,42406,13235,8075,29998,36369,40.63,30.26,30.917998649870782
31118,16009,43393,23270,38132,60164,3365,5611,46803,10827,37445,42876,2383,42311,37879,42162,20042,53795,10191,38457,25089,93.3,70.52,69.5547512834626
58214,38272,17883,32774,50021,20827,43425,75116,1231,47621,5871,59609,22225,47866,47542,38054,74901,12727,57583,27162,55568,82.04,31.41,32.126460878614935
27252,14892,7777,8153,7244,22107,19613,5359,71595,64312,32644,42130,4662,16026,69368,38391,53650,26248,62621,26446,31701,126.58,47.53,47.871768586518655
57516,53821,64479,4832,28712,55210,58130,32582,56077,28274,65349,24603,4148,4824,33343,33211,31770,68901,27271,30338,54674,76.33,32.91,32.813934501780714
34299,18573,42600,6720,41224,74100,15316,74672,52817,5308,64787,50786,12177,56375,27645,75013,21686,44117,38824,61764,41292,32.84,28.7,31.12670624694545
55048,69209,28211,35166,44371,51404,65062,9749,36710,25068,5838,51747,16729,35316,7927,21923,60892,74606,61890,52917,51176,37.26,29.13,28.133399049612905
28644,429,27681,20544,1718,33729,15189,51876,49949,29141,72169,6999,26433,21220,43338,73711,61801,68997,57624,3459,10353,125.71,41.57,42.971304672474254
4480,14800,64072,73505,33679,18187,5423,47522,10445,68548,1382,38920,45470,9795,11159,71221,59476,49959,26915,40785,50938,87.28,41.77,39.37830000719172
30631,63786,52436,12467,10118,15001,47956,67171,56879,54511,58227,8771,25670,39623,62741,55373,15489,73176,21938,48706,21341,107.33,36.68,36.416751720562566
23114,19569,42802,64783,44379,33896,71023,639,22112,729,40870,15853,71427,14527,63767,63471,68984,9920,68251,32170,53893,103.1,45.71,45.64433034464715
38463,46765,30042,23647,221,6936,41061,71314,61214,74493,40062,66409,57770,57942,51354,18437,32990,47471,44570,17465,56806,37.68,30.65,29.874612395794713
10821,18866,23287,37403,48757,25885,75495,45932,12250,10100,52762,23550,43207,48744,42817,22888,39397,3037,2634,68673,11627,223.18,77.23,75.8022050956114
47057,12897,20770,23907,64912,75217,10079,15312,22547,62800,29120,39697,53229,31120,64203,28982,40589,48184,30194,42810,70415,66.37,41.69,41.742269125317286
69436,59229,52457,66359,52515,41042,37194,57447,53944,1727,32936,24103,70804,60101,73549,47749,52978,50940,3659,20454,67017,81.51,38.0,38.09469748246292
8875,60056,45534,40925,11972,33803,63367,29119,62501,8688,19493,31240,9054,39218,17385,6145,21406,52154,71714,70581,34384,66.9,32.09,33.599030904123275
2428,68729,32163,20646,12682,26933,4161,41486,10740,15960,35471,8029,37887,22586,19555,54389,17038,10657,73394,47750,340,111.68,37.94,38.017412830398115
72398,20418,65870,53991,20211,28187,39074,63463,66531,8886,49279,22024,21419,33563,67480,51291,70431,39696,52510,43046,22316,186.15,73.52,68.09917145487557
50699,8116,55454,3676,36516,2490,39845,19990,11248,20535,15199,2015,30411,30313,72551,1128,62482,69761,24260,59284,49736,87.7,51.05,40.607186626559205
44070,22619,69510,24635,14045,62247,46764,39996,54186,4879,27787,33511,40290,62584,44452,10919,30937,41423,13573,5012,42250,58.97,31.01,32.462787791151435
