n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,64,261,120,507,779,460,483,667,27.22,20.24,20.000000000000004
388,807,214,96,499,29,914,855,399,443,622,780,785,33.97,21.71,23.62
2,712,456,272,738,821,234,605,967,104,923,325,31,31.53,22.92,23.549999999999997
22,26,665,554,9,961,902,390,702,221,992,432,743,36.19,27.65,28.250000000000004
29,540,227,782,448,961,507,566,238,353,236,693,224,30.03,22.86,22.42000000000001
779,470,975,296,948,22,426,857,938,569,944,657,102,28.0,20.86,20.580000000000005
190,644,741,880,303,123,760,340,917,738,996,728,512,25.66,19.68,19.750000000000004
958,990,432,519,849,932,686,194,310,290,601,996,903,24.58,19.58,19.560000000000006
511,866,963,517,402,603,873,35,491,248,761,816,413,25.51,20.0,19.410000000000004
424,680,177,375,561,903,719,794,690,755,383,88,449,29.54,22.26,21.82
679,520,110,797,167,533,860,402,379,501,750,30,480,26.23,19.4,20.330000000000002
44,315,720,868,629,607,592,403,662,174,172,514,232,34.31,23.89,24.19
12,789,204,552,942,880,561,237,414,526,352,975,867,31.05,22.46,22.35000000000001
591,361,470,931,275,675,561,623,980,746,5,392,802,31.07,22.52,22.830000000000002
877,840,977,907,960,758,524,828,132,531,796,574,210,30.38,21.97,22.119999999999997
436,972,57,492,890,373,583,567,204,963,516,423,496,28.45,20.18,20.540000000000003
832,365,424,354,1,551,553,638,805,627,339,469,614,26.27,19.96,19.850000000000005
28,823,235,650,181,563,598,185,881,93,817,564,816,33.61,24.62,24.999999999999993
871,836,953,261,33,861,966,689,72,85,888,17,463,35.1,25.67,25.799999999999997
14,772,773,287,255,275,112,816,639,189,352,297,71,35.25,24.91,25.810000000000002
171,163,261,540,974,172,672,279,663,728,301,465,719,27.29,20.74,20.580000000000002
329,508,485,116,24,319,395,351,431,815,192,264,111,36.19,26.02,26.529999999999994
259,921,747,522,214,988,620,442,836,998,21,230,18,37.1,27.81,27.430000000000003
406,149,36,736,982,164,456,721,518,694,436,557,852,29.7,23.56,23.420000000000005
225,999,645,816,711,528,461,228,536,664,31,404,691,28.55,22.25,22.17
589,822,328,675,646,436,60,755,305,128,991,217,896,27.4,22.23,21.500000000000004
48,313,72,879,78,317,939,961,305,761,162,426,578,31.79,22.58,22.75
258,133,8,574,899,870,38,604,839,222,985,922,583,31.93,22.96,23.070000000000004
471,175,847,888,890,997,798,720,637,521,38,387,205,29.25,21.17,21.270000000000003
355,101,210,587,690,918,443,605,198,504,106,960,681,30.54,22.02,22.910000000000004
399,303,516,511,17,333,626,892,411,921,288,18,160,35.68,25.9,27.39
205,878,335,830,576,801,138,347,439,218,272,690,98,27.29,20.25,20.300000000000004
857,388,954,560,352,936,903,857,703,547,496,786,545,21.8,17.16,18.360000000000003
240,66,742,41,86,136,173,170,932,551,218,274,777,32.92,22.17,23.300000000000008
340,614,518,861,261,376,346,348,116,298,240,888,966,25.96,20.36,20.850000000000005
618,798,977,732,908,500,138,593,564,788,106,328,40,25.98,19.88,20.310000000000002
416,74,389,886,807,150,848,128,349,117,629,601,800,32.01,24.3,24.929999999999993
948,387,78,584,563,229,579,83,975,273,373,912,302,26.13,19.7,20.28000000000001
577,547,947,117,468,918,283,110,805,46,847,302,12,38.18,26.35,26.400000000000006
628,686,14,93,423,117,845,906,808,40,192,245,804,40.11,28.34,28.18
600,431,165,118,461,171,697,247,162,761,865,105,445,30.61,22.98,22.79
932,987,387,825,993,555,931,837,301,563,259,728,488,24.78,17.77,18.910000000000004
322,102,212,667,325,40,27,10,805,947,302,743,610,40.92,29.96,30.90000000000001
327,460,400,320,408,64,65,935,324,993,615,993,466,27.72,21.2,22.17
114,256,220,803,632,796,912,555,888,704,480,677,364,25.18,20.12,20.090000000000003
265,187,554,212,314,203,252,369,83,839,287,91,771,30.13,23.44,22.570000000000007
458,92,667,588,658,347,963,232,399,989,314,42,335,33.48,22.16,22.19
191,324,811,867,592,914,943,310,251,342,103,557,626,28.87,19.72,20.57
592,826,610,94,250,225,20,827,249,411,74,274,564,34.17,25.71,24.66
888,72,746,76,22,650,10,297,768,811,367,505,480,37.01,27.28,27.789999999999992
883,879,157,103,513,796,814,335,78,521,972,681,177,30.29,22.71,23.71
183,794,153,144,841,886,327,312,109,726,526,854,941,32.6,22.54,22.93
616,300,129,915,211,145,558,932,739,32,798,323,840,29.89,21.41,21.810000000000002
924,638,823,688,928,566,860,966,764,706,210,182,306,24.33,21.0,20.81
443,550,161,49,731,882,683,253,258,796,65,698,986,33.43,22.37,23.45
457,827,440,562,256,554,449,871,550,464,11,405,856,36.92,24.46,25.089999999999996
346,175,264,497,24,812,661,955,426,999,584,19,63,32.74,24.35,24.110000000000007
708,363,593,141,607,128,141,265,848,283,407,577,410,29.13,20.79,23.03
176,627,91,239,497,7,181,541,324,512,914,664,942,35.09,26.4,26.510000000000005
448,952,702,654,748,231,244,320,506,703,490,979,230,28.61,21.23,21.230000000000004
729,422,345,573,625,928,745,939,669,281,995,661,224,24.65,19.01,18.570000000000007
49,943,73,781,523,660,898,377,163,523,784,811,904,29.93,21.6,22.75
208,319,305,709,306,869,565,380,169,718,718,754,475,23.59,18.18,19.60000000000001
608,87,876,126,918,620,983,526,584,386,180,159,256,31.55,23.27,23.310000000000006
436,222,964,583,736,775,801,53,506,697,403,734,652,30.43,22.26,21.830000000000005
356,393,527,865,168,557,747,41,536,92,827,261,643,29.98,23.74,24.069999999999993
103,273,754,934,85,982,998,142,992,794,631,862,990,24.93,20.97,19.620000000000005
675,703,717,83,455,871,946,246,994,871,391,962,821,22.91,17.76,19.220000000000006
925,443,406,168,931,333,448,129,637,930,499,982,217,29.07,22.19,22.43
122,441,615,546,418,931,120,676,302,284,254,387,767,26.03,21.23,21.04
572,4,982,194,541,449,592,21,31,642,996,620,248,39.48,29.26,30.670000000000005
855,266,211,177,291,151,555,205,279,318,599,775,256,31.43,22.84,23.450000000000003
852,699,457,810,881,828,875,996,172,558,365,502,430,26.01,18.63,19.650000000000002
876,124,787,213,584,900,392,209,290,830,110,925,826,27.87,21.72,21.58000000000001
24,120,582,765,13,558,303,988,690,779,741,996,664,31.71,23.58,23.490000000000002
139,76,512,382,586,824,318,447,515,693,365,776,541,29.67,21.88,21.910000000000004
331,0,126,452,735,460,358,312,552,408,347,801,748,37.73,27.94,28.769999999999996
699,585,504,115,663,939,386,391,208,570,3,284,650,44.04,35.02,34.809999999999995
612,739,902,756,849,745,523,203,945,472,615,854,529,23.79,18.36,18.290000000000003
418,959,762,729,312,719,174,460,634,684,543,202,368,36.49,22.68,24.419999999999998
538,3,694,398,593,436,993,414,344,881,636,598,997,42.96,33.64,34.269999999999996
751,716,919,990,766,69,504,763,253,655,990,664,297,25.34,20.5,21.5
644,21,416,738,644,159,648,797,959,406,801,276,866,32.7,22.5,23.68
182,785,75,834,794,619,10,357,934,270,817,725,421,31.53,24.53,24.17
894,701,557,310,155,473,852,265,496,173,478,522,46,29.7,21.82,22.410000000000007
277,522,100,762,604,432,71,363,68,672,453,20,168,40.02,27.51,27.949999999999996
519,727,968,165,707,95,411,651,705,282,619,311,213,28.56,21.14,20.780000000000005
540,212,242,907,341,275,70,76,715,850,932,535,674,30.6,22.05,22.660000000000007
377,479,523,571,754,50,172,304,668,752,730,834,569,25.73,19.38,19.19
276,364,624,757,237,401,574,409,176,495,808,265,887,27.17,20.39,20.290000000000006
625,337,733,227,264,986,624,723,250,864,676,31,872,26.28,19.43,20.35
920,889,637,412,324,950,442,955,779,254,804,275,194,29.61,21.69,21.97
74,640,749,169,891,996,593,454,595,935,955,745,151,28.05,21.52,21.71
620,968,268,470,539,166,141,797,141,915,732,451,369,24.09,18.59,20.560000000000002
317,769,410,246,118,735,211,735,697,312,69,108,233,31.79,20.93,22.77
406,329,504,950,102,978,191,46,56,828,611,23,910,33.04,25.57,26.110000000000003
770,221,699,35,506,720,541,834,741,987,908,627,452,26.65,20.36,20.560000000000002
350,678,857,281,120,627,709,176,97,227,409,238,506,29.24,21.49,21.86000000000001
460,386,768,172,996,237,241,839,290,473,560,593,398,29.12,20.82,20.870000000000008
216,462,732,264,338,508,607,113,931,218,80,47,15,36.34,25.1,25.850000000000005
