n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
243,606,557,133,378,937,618,485,640,594,67,620,13,930,857,480,265,76.01,49.16,47.849066107365346
564,239,196,734,481,553,856,562,487,406,654,881,154,237,650,155,888,57.53,36.22,36.7583127253777
948,535,399,759,15,687,795,65,163,776,980,605,43,308,798,31,843,77.46,47.36,47.49909625230555
886,275,484,609,736,942,899,396,731,807,943,437,404,745,820,590,455,58.29,35.36,34.959022687135274
987,958,137,899,374,99,36,139,506,222,264,988,688,446,797,641,875,74.46,45.32,45.00808715381243
308,431,519,853,395,587,359,546,599,417,598,237,925,344,698,937,951,66.26,38.23,37.64940095789479
29,876,286,620,687,712,167,715,881,334,987,554,926,585,582,106,730,56.33,39.0,38.41556929292612
671,216,648,851,587,273,291,127,64,493,874,654,495,90,352,819,68,72.16,43.13,41.793552948314336
420,918,154,20,300,437,787,425,893,121,45,619,629,779,46,386,735,94.63,54.23,55.7830219439039
600,338,564,902,944,285,517,241,36,317,7,78,110,614,548,32,971,102.14,60.43,62.174778263284566
202,994,417,298,625,269,159,706,43,888,347,321,368,981,141,918,882,64.01,42.38,42.726199695229525
386,385,471,890,532,395,659,887,609,697,572,105,635,996,963,830,519,63.48,36.38,37.289058707356226
277,441,649,737,732,243,958,308,447,264,533,310,561,347,11,807,425,74.21,47.11,48.74368565415379
593,322,20,385,630,603,647,136,61,648,642,340,477,361,695,939,361,74.86,39.8,42.52833380470421
623,723,285,755,501,22,603,62,977,692,21,986,378,257,643,467,305,82.51,48.5,49.391393228092646
606,615,327,181,372,189,320,776,378,864,609,270,307,806,386,107,790,64.93,41.17,41.31812519843592
832,27,994,582,700,752,134,317,512,227,669,823,275,244,335,191,694,85.69,50.33,50.35705915558743
445,665,714,99,104,615,329,971,341,691,853,229,448,829,876,983,173,70.48,43.4,44.829190387656425
81,344,759,665,223,906,582,461,277,230,805,123,34,542,980,195,322,71.29,44.05,44.26160858070239
826,856,858,588,187,884,285,348,826,847,657,87,825,634,353,603,132,56.89,34.37,37.138830858388616
431,298,530,812,870,277,475,354,649,426,297,429,581,419,36,942,423,71.52,46.48,46.1240552154853
159,204,4,488,965,852,901,637,522,444,572,972,949,734,227,33,763,74.03,49.36,49.09901935196471
467,856,771,678,765,531,986,295,556,349,911,232,882,69,878,602,994,56.15,39.96,41.02485512369987
293,122,829,250,46,35,925,822,710,524,946,203,918,904,921,440,590,71.17,45.31,44.61880231316027
50,13,492,763,123,175,515,307,244,678,20,537,549,423,54,961,934,106.11,63.7,66.88087312466936
626,116,349,128,258,995,882,553,488,831,801,62,360,226,202,125,547,74.58,45.29,46.919663389076774
908,836,122,175,245,810,280,943,910,825,131,843,942,7,499,643,584,94.65,52.37,54.54464338563024
883,409,51,774,277,254,275,632,539,532,433,52,484,330,795,839,1,65.88,43.84,43.077882848764794
