n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
2652,1235,3234,5332,395,593,6727,4389,771,2015.45,423.8,527.1999999999997
2995,4774,475,4156,1758,307,704,3552,3425,2013.22,432.31,559.6000000000004
572,1971,743,4514,3477,484,6773,4632,1014,2011.89,617.3,902.4799999999999
1828,5166,5139,4775,506,4727,4796,3249,406,2012.98,413.39,528.9999999999994
1811,381,4560,7032,1090,2372,3433,1181,4429,2013.33,306.07,337.28000000000014
964,4676,2527,4589,6685,5586,1480,844,4764,2014.16,167.54,185.08000000000024
4679,5233,1539,3050,798,4487,5833,514,4623,2014.08,368.23,462.1199999999998
488,5070,1687,4066,5573,4355,3502,6367,2573,2018.51,593.1,781.0799999999994
3814,4796,3712,2962,2455,2035,6507,1472,5726,2013.04,253.3,284.35999999999933
6388,1999,670,4705,2459,4302,4055,2813,5975,1996.68,96.63,97.80000000000013
3676,2358,4988,599,967,4193,3425,1351,6202,2011.17,241.37,264.6400000000001
2802,1245,4005,3454,321,5474,635,6263,4571,1936.27,37.76,37.03999999999998
4694,6464,6703,2570,2786,5695,2868,4869,4068,1998.39,87.15,93.64000000000016
4750,6528,3737,563,6881,766,2211,3883,5710,2013.43,110.52,112.28000000000019
5440,532,497,5989,5746,2536,5301,4734,5580,1997.82,78.21,80.27999999999999
6733,3650,2331,5870,3160,5477,2842,184,3782,2015.99,109.51,121.92
2911,1376,5004,959,4044,482,1787,6293,2354,2014.17,758.38,1191.7200000000023
1059,6048,2028,3259,3202,4067,660,1362,3679,2018.49,551.32,755.6800000000005
3290,4501,2276,1121,6711,3526,7077,4507,2280,2016.36,201.21,240.28000000000043
5786,3402,2939,5592,3116,1890,1236,679,1443,2017.65,178.74,184.67999999999986
1239,1900,5394,1911,98,3972,6808,4826,1493,2017.19,169.37,182.2399999999998
2152,2309,33,1193,3432,4379,3024,4995,4639,2018.43,205.07,233.6000000000001
2610,1028,5656,7038,4222,5059,5365,5539,6060,1596.46,25.48,25.999999999999986
442,3740,6389,5575,6536,4581,3214,3260,3268,2019.37,115.58,119.03999999999995
3228,848,3944,5196,3280,509,1561,551,1710,1992.84,66.11,66.72
3609,1329,900,2785,4921,430,838,1,4643,2015.12,502.09,622.5199999999994
1239,4395,831,2978,5027,208,576,1703,5030,2015.62,92.82,100.88000000000002
3082,1216,5197,2066,2845,4933,2983,3884,1006,2013.86,238.98,268.20000000000005
944,6954,3998,3817,3935,3963,2554,703,1180,2014.84,319.94,397.6799999999995
837,6141,2806,6064,2168,3920,6789,5669,1322,2013.78,150.84,162.7599999999997
4229,189,1681,4327,2963,1200,5653,4449,221,2013.93,350.44,404.1599999999992
6210,4326,2441,5266,7072,745,5703,6925,2139,2016.32,178.38,190.96000000000032
4246,3004,1368,2913,6323,1825,4362,4436,6382,2018.68,542.14,769.4399999999994
4118,2700,5213,1827,5023,6647,6458,6212,6984,2015.53,227.0,257.64000000000004
1598,6603,1961,6703,3282,6061,6580,1857,1637,2018.76,207.85,227.56000000000049
4240,4036,2912,5988,237,228,6472,2288,3868,2013.14,141.53,155.03999999999988
2123,1586,5673,4957,2820,3663,6623,5923,2863,2013.34,295.48,357.5599999999998
2987,659,1806,836,1858,3850,1611,2766,1674,2008.25,427.45,558.6799999999995
3953,5112,4999,6884,15,3927,5349,2818,6550,2015.37,196.44,216.24000000000038
5268,694,6837,5411,982,3182,6408,5828,6145,2018.93,236.62,278.56000000000034
1632,3916,1462,3554,6464,5208,2723,710,6560,2012.83,202.27,241.72000000000045
5913,3242,3794,3288,6089,695,5937,1301,1392,2017.36,298.21,331.91999999999973
1040,225,1238,4839,3812,6606,5372,1197,5010,2015.6,87.76,96.5199999999999
6770,4881,3885,5384,2870,1277,4494,4491,1073,2013.37,377.33,505.7600000000004
175,116,6548,5950,5322,841,4313,6139,1140,2016.61,223.4,256.44000000000005
3553,1595,6767,1728,229,2063,1743,2399,4105,2019.28,460.17,580.9999999999997
1970,6256,4804,2670,2124,4459,3432,6833,1073,2015.84,147.24,161.20000000000005
498,6061,2898,3753,5426,4778,6676,4233,3445,2020.42,179.92,203.8399999999998
6775,4109,1071,4356,1243,4288,4182,153,3605,2015.49,203.64,229.68000000000023
6361,1500,4985,32,6357,6546,1227,1411,1159,2014.49,262.86,316.0399999999993
3878,5071,5940,985,4558,505,2670,5589,4246,2019.24,210.72,231.28000000000037
4347,4550,3952,6424,6361,869,4589,465,2035,1995.44,72.53,74.0000000000001
1567,2268,345,6326,800,4159,3704,4601,228,2012.79,367.88,464.92000000000024
6225,519,3631,2667,5017,4141,4965,4195,1633,1976.17,45.41,43.720000000000034
5674,2270,3705,4162,4368,6613,3916,4159,2028,2013.84,199.4,232.0400000000003
5727,4286,2126,4583,1659,6881,3666,1123,3413,2014.0,108.26,111.36000000000014
996,3214,3621,2588,594,5498,1971,3508,599,2012.47,145.84,148.0800000000002
1742,5484,2480,6422,1002,6364,1265,5866,5271,2018.36,231.47,268.08
5408,2999,1171,2073,1124,3831,1798,6116,771,2015.4,234.35,255.5999999999999
3262,3991,1333,5470,6819,1832,1322,5786,3535,2012.6,191.4,188.91999999999973
4223,3308,2778,3451,1603,2921,2609,755,5915,2013.21,72.58,73.68000000000008
2997,159,2768,4538,3757,3608,5760,148,3148,2016.09,109.71,109.20000000000009
2715,4238,5111,2420,4196,526,924,6458,1872,1833.89,43.72,44.68000000000001
858,688,2175,2227,324,6381,1487,2215,6191,2012.08,178.11,186.88000000000028
1061,6715,3459,6959,5537,6709,2118,3325,1223,1934.2,92.56,87.7999999999997
4395,4217,4674,4051,5737,2679,732,2286,471,1934.51,63.15,72.88000000000011
6550,5637,1501,3484,593,2203,137,5197,725,2013.7,142.52,146.31999999999988
6566,2134,686,4982,7014,1821,545,2166,7067,2015.33,72.95,70.75999999999999
996,3717,94,2778,4530,3422,2194,5092,1058,2013.11,103.43,113.36000000000021
353,4316,5812,1953,896,1322,2145,412,1483,2010.07,253.36,257.24
1652,2555,5150,2498,4350,6221,1686,2375,3651,1134.45,16.96,17.719999999999988
4096,5506,1457,2216,2842,6583,148,2051,302,2019.57,323.52,401.40000000000015
125,151,6005,4142,4514,1552,4212,3889,2012,2014.4,95.68,92.8000000000001
3662,870,5392,6708,5325,3540,5378,4055,4472,2014.68,192.33,225.03999999999982
6837,3220,4150,2521,5633,1762,1880,2807,1627,1978.12,75.15,76.44000000000001
6818,5789,5970,5209,1144,3315,2847,445,6856,1995.88,56.36,55.31999999999995
1063,116,579,5123,6069,2093,3528,1337,453,2016.93,449.0,544.3200000000006
692,5449,6891,3120,4144,5493,2309,4905,1984,2015.74,91.68,96.04000000000012
5674,2400,370,3763,1518,1290,2203,3652,29,2015.51,191.74,214.31999999999996
2156,2983,2694,4481,2650,2002,282,2535,1784,2017.25,74.36,76.67999999999991
2921,1498,8,2747,3126,687,3888,2284,4118,2015.12,369.27,430.47999999999973
5374,1646,2033,4134,6358,40,744,2164,6693,2014.33,354.31,412.5999999999998
735,1178,3272,4807,341,3227,184,2454,2492,2015.05,444.19,565.5200000000008
5158,1907,692,4797,4335,6989,6148,1271,5386,1833.89,30.72,31.319999999999983
5865,6422,4887,3190,6261,2671,5903,4048,1224,2016.15,140.41,140.6399999999997
2327,5932,5068,5269,1185,358,6757,6842,5857,1934.47,55.38,61.240000000000016
4202,5139,3516,6011,5743,6653,4141,1141,4290,2014.36,79.63,84.44000000000005
6167,4131,4656,6839,6659,6591,131,6769,5623,1376.22,41.25,41.16000000000005
4784,6536,5826,5594,5679,5266,1883,697,255,2015.58,466.64,590.8400000000005
342,1090,5219,2954,859,3085,6847,3697,4575,2015.42,69.62,72.0800000000001
415,5142,154,5130,4353,5576,2003,4008,2160,2018.17,81.8,97.35999999999994
27,3743,6534,574,6129,4120,4384,753,5400,1976.45,52.82,58.999999999999986
4308,541,6109,6035,3881,2065,6629,609,6931,2014.73,273.71,311.4400000000001
2175,1923,5974,6196,1681,1890,6060,5324,3771,2015.88,222.93,242.5600000000003
4046,6926,3133,628,3924,5600,2353,6283,382,2015.81,109.37,118.08000000000003
5054,5183,5265,1624,634,4912,1207,2717,2080,1916.21,61.89,59.48000000000007
5337,6088,5676,2493,5088,4651,1093,102,3951,2020.44,261.94,292.48000000000025
496,3979,2201,5505,815,5670,1783,5535,4010,2010.8,261.88,326.6399999999999
