n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
59429,97101,252259,98400,33116,50624,184763,11476,22330,35872,64865,212668,261915,132739,54892,105043,168261,7941,120359,127769,118785,76.0,53.54,54.78250829246128
102361,129756,150241,50392,235232,217716,105561,23479,127165,61389,198973,5240,183805,69931,136361,106866,124340,236470,238854,99372,190317,89.69,59.53,59.797853094787285
29813,173791,67726,25471,259942,213446,16538,101284,162573,217456,98882,28240,173236,15218,88719,61451,181220,22558,130437,236818,170320,91.83,57.87,58.87452494768411
135478,236290,54504,152446,211915,37260,159047,16875,141483,248001,9821,128101,183977,50817,38851,247999,225525,151771,119606,191087,153188,84.89,53.49,54.86515979332208
230938,116689,74882,146098,93505,224143,230182,111704,35383,41497,200355,157630,25589,139410,180926,82257,184063,93593,249036,168796,221116,84.15,56.61,57.393517128659845
129664,132021,163574,51812,80947,39363,93254,138600,74541,133638,172243,18722,211844,236773,224584,133016,239354,183840,142851,57659,90230,77.05,53.11,54.91708774286713
63933,238001,3123,77517,89976,57616,69951,8822,110992,66787,98808,78211,218710,184915,233692,109292,45940,172344,103878,30477,43563,84.3,59.72,61.56579189189129
244460,173846,223375,255549,6719,52902,255085,200926,42120,78654,30535,3464,208776,200356,99733,89604,219256,44605,149192,114191,237275,77.58,56.1,57.03288003620203
60743,36448,107505,147848,116930,106733,109566,21008,154274,18343,75692,187916,24932,8921,22349,173857,27924,200351,136562,138224,94414,70.5,51.68,52.424482229839576
40280,211733,245487,132362,127988,185644,38937,256919,158451,16508,49723,4441,239236,36802,89336,101274,172545,150384,31653,194970,78488,83.98,56.75,58.58697009876782
92129,85310,252959,95956,770,169304,219068,130814,55071,15903,229422,161811,8682,231448,253011,227777,199066,211945,259643,214024,152045,81.77,56.14,57.11553715625072
45081,46608,88479,254245,112992,115742,31706,21850,52549,158702,58715,130340,212697,124043,207148,40506,99899,31987,28432,152236,188995,75.42,55.73,57.38676988075815
118669,169847,33148,188572,115207,134868,190191,23705,187561,243407,123547,147812,103219,214030,94583,119363,59118,13350,51775,12825,116974,98.05,61.76,64.5421798651423
29201,28359,55368,190091,1206,185682,157455,160305,237647,5929,171759,95446,217386,113356,138380,24467,256548,253699,196337,198084,157339,73.71,52.77,53.1824921226696
131749,214767,184856,149153,52606,131472,60144,84963,137819,100692,195022,136260,169678,51426,1752,75905,160738,77721,238249,20938,194849,82.63,60.35,61.942952996031394
84156,243159,237767,257354,105613,58633,165764,77704,20872,143481,109964,256063,195094,96797,211492,246788,194187,222948,84103,135338,79212,77.98,51.59,53.070435599282476
163869,217908,250885,93551,205330,234689,77549,170756,221699,28651,51312,127195,96985,99246,251286,153346,222050,240820,81786,53804,76151,89.43,60.68,62.598130380475226
104077,160703,100525,220892,240901,179395,137273,245379,181045,190849,93267,215199,177214,158580,153389,94944,176447,112066,51348,128435,215663,83.36,57.41,58.60096002735167
138656,132990,219727,21490,70476,42846,17990,130611,192185,227122,71010,259194,110031,204488,30681,163723,217404,216258,71812,258665,76453,88.73,60.73,62.096744157467164
71853,210822,216352,132182,70413,72700,260904,232888,165720,107951,64104,94728,64429,253085,65015,207136,132308,195922,120044,65509,61402,84.83,57.7,58.53683636584955
213194,212580,156394,137690,217507,51218,96453,130193,204673,27721,207994,29262,101696,22078,171623,44750,204535,148568,260330,112086,241290,79.64,55.47,57.71620170094132
11832,206110,238580,35862,5790,159982,50133,179578,69372,22818,25017,121291,120517,227727,175430,237352,73986,242565,148403,24300,33119,92.42,59.59,61.25367325859787
159144,93735,226757,257089,171103,17294,83864,207253,10147,219048,241118,22008,225199,35994,171348,210922,96010,260818,217171,19654,213596,87.88,62.37,63.701363445181244
60485,189979,9715,157217,207164,83701,58282,77750,195049,93714,253548,85666,17330,136329,235960,29882,240255,189106,159785,91238,113916,92.88,63.92,64.70476362357199
41874,41178,66824,234238,102050,38996,113043,190786,205049,17073,26155,140106,58354,21533,76849,242491,46316,88331,196452,52147,28576,76.33,55.06,56.31597165433543
247862,13337,14988,145713,206158,192982,46578,216289,44757,146663,167667,85658,77438,231185,63504,192976,131177,125538,29086,147544,188289,80.96,58.38,59.69712365735958
245380,21751,261451,36042,244120,196505,34774,59085,85679,57156,106908,45586,44292,35396,199767,115452,15950,182148,232640,117534,153501,84.52,58.25,60.02564140580644
175070,160894,75324,108746,213485,245500,114445,151609,179974,235026,193276,241878,97528,181434,147845,257783,186128,128353,227686,96088,192545,80.74,54.45,55.56509063978081
221250,204386,138409,49143,80954,69759,178291,247889,124747,218371,33525,219929,219634,72581,131057,166532,254690,132796,139896,206785,245587,80.46,54.05,56.63488055307044
134180,75796,211525,57014,149033,138020,102408,200992,35333,216235,128125,169721,124740,32575,76336,103304,8403,9162,227788,97382,132803,75.08,52.13,53.11255725847617
