n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
84890,248477,39544,103500,170638,12657,18988,215292,140478,24675,95863,152774,15204,55.05,35.31,35.56
238473,133021,56281,9829,22530,113677,109621,18312,63088,23779,144453,111285,15495,54.29,34.95,37.19999999999999
216754,148230,32453,248368,58520,165314,164477,152829,248436,16216,151284,153496,103987,56.65,34.93,34.959999999999994
12999,255919,57955,12211,145926,225042,34910,75919,109874,37815,141737,30878,149661,51.14,36.48,37.35999999999999
80866,146868,213942,178782,47376,27015,152462,149737,167487,49249,97621,25540,143587,54.08,33.52,35.199999999999996
186675,16459,147945,15624,162269,53990,130132,178362,139387,112090,203745,82351,122054,52.81,36.51,36.8
153501,242074,118799,94786,78582,65123,208241,47124,183237,204427,63988,21457,150581,56.34,35.77,36.71999999999999
78708,137677,129791,229412,90040,191219,117659,75481,159634,256946,19189,30950,134200,52.59,35.1,36.839999999999996
109608,43243,198479,89667,39841,244651,128178,110545,10277,252187,175168,20347,200427,53.13,36.13,36.44
146296,150215,206856,229501,214526,82247,89161,182267,91797,155810,130200,152016,208900,48.39,33.84,35.03999999999999
119591,18025,220192,24535,247642,70762,124282,182725,174103,17039,15904,191669,183891,60.18,36.65,36.879999999999995
81161,169640,151505,260334,178582,215462,116822,74605,187859,101132,232532,175283,90965,51.98,32.19,32.919999999999995
5914,246585,121030,93182,44052,160148,30695,129418,15454,57201,201387,75348,33905,60.34,36.5,37.72
193557,64910,104306,102485,240337,228438,130156,21123,43611,117751,105288,144032,72833,53.58,35.58,37.07999999999999
231573,35894,214769,112858,226488,144236,72986,185177,108867,258596,94049,178971,231785,59.81,35.42,37.199999999999996
99730,251063,60490,39563,21753,46194,39661,60806,172626,61167,3162,127130,217866,53.15,33.49,34.63999999999999
154435,47800,68877,73906,1073,38188,109824,140139,96797,159858,148462,83522,249848,56.21,36.16,37.51999999999999
32896,181008,225234,135132,249095,161898,171695,177261,193930,14153,119706,235807,228322,59.51,35.59,37.08
204464,249531,229248,178408,209157,146609,102859,104351,104589,103316,27141,126228,166275,50.03,34.54,35.35999999999999
104973,16317,49967,17654,258124,54726,115507,42546,28817,89143,157477,13782,26838,55.25,34.39,35.36
61,148578,39653,140671,26598,248761,95318,160887,6684,18432,229200,54513,160974,57.09,37.12,36.79999999999999
98626,38941,166306,66127,250470,91066,157883,95463,124295,32202,30239,222543,127944,57.53,35.36,36.559999999999995
260335,256330,122156,125932,126834,81750,22514,37779,26787,196522,89819,194078,69404,60.73,35.84,36.79999999999999
125467,217279,181418,42320,135353,6054,53795,249295,249566,138479,94831,38430,180897,52.74,34.36,36.919999999999995
142389,239637,7089,198742,138440,78142,256508,168536,226315,23857,182503,221629,68449,53.91,34.51,35.8
135894,96128,238094,43789,93243,202358,58403,139615,141968,204224,131779,86419,166839,53.62,35.56,37.31999999999999
58469,160754,212732,206674,258192,198789,223511,51156,211308,62754,214521,105037,193953,53.37,34.27,35.43999999999999
210587,59438,52407,135695,129179,93208,191628,7596,259418,7323,207123,73247,123794,53.69,36.45,37.239999999999995
67941,50762,181540,158633,250744,90251,117238,211960,245634,189563,259008,91624,250347,48.18,33.77,35.03999999999999
255463,95587,21112,57792,26779,59466,123228,51565,88535,53575,126524,163595,258277,55.28,35.93,35.43999999999999
236010,159976,220315,500,125691,238341,171174,90179,209621,168593,22224,218798,173168,49.98,33.81,35.0
31432,238492,101852,205076,186513,196644,52250,125313,233048,46798,113750,206867,166682,53.78,35.06,35.36
87167,22740,209931,248031,254714,189222,103766,121414,105221,194865,248197,22261,190001,53.89,35.31,35.519999999999996
41643,44565,260338,33302,7221,39623,154877,237201,121989,211419,171929,38318,160320,52.91,34.69,36.12
216664,156203,256981,124349,172298,245751,91857,40871,143827,143729,34336,5609,3733,58.62,34.09,36.23999999999999
209546,254513,190413,170308,26941,138040,196475,244744,36503,113720,258618,228522,51067,51.57,34.84,35.67999999999999
216571,229089,55323,7338,66016,55778,76799,131376,63055,200194,153730,85456,67990,54.71,35.04,35.99999999999999
142698,109841,218679,34360,15965,238555,193966,92742,235327,120104,173663,152921,213659,56.54,36.36,37.19999999999999
237055,135465,110265,216829,240575,230206,131504,34278,139414,39802,137234,133836,4903,50.99,33.92,34.87999999999999
228800,115376,203556,48000,159528,1030,203433,209497,39269,45179,37108,124123,162293,58.71,33.7,35.39999999999999
190105,31545,145876,16188,85454,178869,135882,139126,145605,126481,205592,203552,27815,52.21,33.67,34.63999999999999
231532,146878,14895,65141,50149,72592,11062,202443,25623,133094,118535,147253,7304,53.85,35.8,36.72
199227,234359,239203,16611,116194,85357,160570,255160,132527,158895,134260,52272,181595,53.38,33.93,33.99999999999999
72662,118579,133210,139797,211645,125314,133104,246808,64921,183295,137156,229778,229632,57.47,36.78,37.35999999999999
246986,243219,68050,241902,146673,234030,247271,53107,220200,117316,35948,109218,31882,53.43,35.0,36.239999999999995
102855,115898,82832,19017,175939,63082,112286,19168,55755,175498,79371,205504,32073,58.58,36.81,37.07999999999999
235150,203668,40487,246285,187726,168678,173082,95992,37481,66350,231429,35980,253636,59.94,34.69,35.4
122614,57563,195738,249693,24674,104400,231979,127732,42675,259488,175068,218220,58644,55.45,35.34,36.2
