n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
926,1500,1390,5915,2770,5048,4121,7635.57,121.68,116.1000000000002
9927,3476,9941,585,9522,2594,7056,7642.54,83.58,85.33000000000018
6447,8340,6095,8915,7288,8225,4394,7635.76,69.15,69.20000000000013
588,449,5964,7616,5217,6226,6940,7631.78,103.74,97.76000000000009
8613,2694,9183,2907,3868,3778,390,7635.41,104.4,106.96000000000016
2895,5327,2844,2239,8358,8359,5893,7645.01,83.44,92.27000000000021
8417,9173,2979,7301,6793,8607,5967,7632.32,72.85,74.96000000000016
9723,5796,5929,7303,2640,6551,7559,7639.62,64.15,68.3100000000001
8689,4094,8028,4572,8160,8205,8444,7640.39,62.89,65.45000000000012
5798,7449,7553,5747,9301,9135,7480,7641.95,61.2,59.97000000000005
7972,3634,5319,2720,4393,7860,5071,7648.91,86.54,81.81000000000014
4969,8261,9210,8482,8312,9632,6662,7564.03,65.26,64.94000000000008
5109,3404,8010,8386,6006,1234,5594,7630.58,67.82,67.12000000000005
137,3135,1739,962,9411,801,4474,7636.18,135.86,140.39000000000027
9694,3712,1741,8558,2236,4355,4011,7640.52,81.44,79.10000000000008
3448,989,6929,522,930,5936,5901,7641.25,118.79,122.80000000000018
2816,4087,384,1358,1887,1105,415,7630.92,144.24,148.1400000000002
669,346,6112,4189,2093,2574,3010,7630.98,118.76,123.57000000000025
8570,31,6317,9657,707,4060,2480,7629.93,211.26,221.20000000000044
594,68,5639,1853,4686,5524,8007,7636.95,165.91,163.28000000000026
504,5052,7350,9035,9914,749,4324,7629.29,99.2,101.81000000000012
6583,2514,7746,3695,1531,5182,1671,7638.99,97.58,93.5400000000002
396,7337,2089,8491,9583,6438,7977,7644.04,72.98,77.36000000000006
8434,5373,2356,5587,4245,4289,9929,7629.26,59.9,62.38000000000009
6877,295,9141,2303,930,4144,549,7626.88,163.18,159.00000000000017
2157,2640,2796,1570,7428,3795,8327,7634.2,90.02,91.1600000000002
514,4042,3808,7285,1205,4108,1317,7628.21,112.64,116.70000000000027
9686,3738,5895,4204,6930,4566,8621,7630.79,78.05,80.03000000000013
79,2475,581,6303,6696,2625,1821,7631.53,182.6,183.40000000000012
8389,1438,3946,1669,1634,324,2977,7638.39,125.45,131.6000000000003
3793,1723,3561,400,8531,7608,7436,7632.04,90.83,89.84000000000009
5074,8774,6225,3480,3442,7106,6973,7638.84,70.83,73.32000000000008
8380,349,9520,9688,839,6848,8602,7646.19,98.29,100.30000000000021
9524,2969,1536,7861,5999,319,8506,7628.54,134.32,134.16000000000022
1942,6004,4744,6098,5050,312,6754,7647.17,103.32,105.00000000000018
1657,1720,5012,3250,257,7396,982,7637.1,152.65,152.26000000000033
6728,7960,7591,3411,9645,1208,87,7633.14,155.08,153.35000000000016
4658,395,6109,5010,1254,3590,8035,7631.62,115.17,114.49000000000021
3151,1896,9364,6117,6418,7589,2288,7646.19,63.68,68.77000000000005
5651,6472,1994,4164,1995,2014,1319,7632.64,103.93,114.90000000000029
5480,6407,3473,1726,404,7706,707,7631.55,145.18,142.69000000000028
8158,4763,5858,7488,2317,6142,4406,7638.01,84.78,82.16000000000017
7933,8622,7824,6864,8062,4862,6466,7643.6,61.17,64.07000000000008
3794,2562,8008,9773,4250,8987,7006,7635.59,83.2,81.72000000000013
1381,9599,9433,1572,1165,5833,2885,7640.12,115.9,122.28000000000023
8933,2400,6828,1095,1411,615,2105,7652.34,125.09,125.22000000000014
4855,6399,3796,5397,7190,2826,8585,7637.35,69.19,66.69000000000003
4702,1836,2556,8861,6942,1575,5387,7648.03,101.69,98.11000000000016
8462,4073,8424,4214,2778,2580,7552,7637.94,73.73,84.84000000000022
3841,6621,5874,9395,2371,7645,7228,7637.64,81.8,84.5700000000002
481,9751,6279,2956,6436,8358,877,7640.96,104.85,102.77000000000012
7904,4488,6634,4156,6752,7741,5899,7559.25,64.91,70.26000000000009
8971,5418,1333,3686,8730,3078,6598,7642.24,75.39,77.1200000000001
6267,190,5127,7611,8578,7639,2906,7645.52,84.46,87.71000000000006
1547,280,6601,3547,9326,9935,6320,7639.58,117.39,113.19000000000017
3530,1645,6389,9137,3269,4495,9604,7649.29,80.85,82.42000000000016
