n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
1100,4662,6942,6572,6256,516,2089,965,4058,6233,3682,3868,5337,3109,6461,1719,768,34.74,30.25,29.903157595563673
3996,232,6846,3193,3545,4976,6244,6284,17,5700,3648,2181,5910,6568,1874,4842,837,22.54,21.25,21.366061100753495
2600,250,182,208,5321,4435,75,3122,5623,1774,3457,5946,237,4322,1816,6256,3587,24.96,22.56,22.23050136994561
4061,4529,1909,2831,1891,5544,1792,6233,3765,2373,176,3409,6861,4558,5261,819,1522,21.91,20.49,20.48871597411298
5155,5928,7044,2428,990,6087,2725,5910,5826,4102,3457,4159,6799,5491,1555,2485,2327,31.57,27.56,27.366054286472885
4813,4090,6932,4139,3222,4825,6990,282,3934,1988,6092,6532,3311,3394,5445,1417,3007,26.04,22.44,22.314363277471355
4495,5759,6355,5525,6047,3069,708,3595,5437,4165,884,6377,1341,4267,6880,3221,3035,21.43,21.05,20.753810632061786
4011,6002,242,3844,356,2527,5762,6949,5036,4859,4736,3224,5301,1395,1381,4114,1859,21.27,20.23,20.306875744042813
100,6312,1634,4420,7047,4491,1901,3313,4208,2816,6942,4733,2894,3761,2205,5400,4489,23.1,23.13,22.017116979324342
4988,5975,46,3143,6419,7020,6721,6066,4198,6628,1058,4249,6368,4598,1683,3490,459,27.93,24.22,24.268028922751274
3941,2987,4669,4541,1637,4134,3386,3972,6662,2922,3394,2835,12,4411,4424,5107,6442,23.49,21.79,22.017103140844387
5017,2712,3753,4914,229,6591,1880,5204,1451,4511,4787,1480,7053,750,6540,4514,6529,31.82,26.71,25.938528997616704
6973,6688,2091,265,6895,5514,577,681,7111,136,3710,119,6177,6189,2303,2044,2200,27.48,25.8,25.136845242729063
896,6531,5118,1512,2821,2378,569,1371,1307,2090,4320,1377,5379,2235,5310,5829,2412,29.14,28.32,27.859359079362253
3724,5755,2637,4067,3881,935,193,2555,3166,2812,3448,6522,1540,2116,890,2076,5981,20.37,21.0,20.119366846607676
4178,1712,4961,3536,6693,170,1846,146,3254,1199,289,5888,1312,3650,5772,4147,5555,25.06,22.53,22.850420158574114
3495,4462,6817,1807,5167,6535,5693,4231,3693,1828,4291,5312,251,3235,5528,4717,6581,35.6,32.38,32.68621911375508
2631,5405,5168,3492,481,6041,2446,1029,1737,388,2509,579,7032,626,2542,2440,6093,33.47,27.68,27.82786174332213
1296,3409,4627,2067,1068,69,4593,6967,310,4838,6712,1782,4671,3775,1405,6782,7108,33.17,29.07,28.928217390209262
6389,5767,5103,4168,306,3096,1641,2842,811,1685,4697,5522,3546,4844,1590,4033,855,19.03,18.95,18.553530905590605
5455,3195,2425,4129,4094,140,2665,5014,3295,2304,148,1285,1645,7024,2684,6644,4614,46.36,41.17,39.46186045984688
6411,1107,2777,3516,1745,2183,5525,789,6862,3106,4486,2816,6862,5628,4377,3969,6291,34.1,28.01,29.6482708078401
4362,1922,535,5943,330,693,1089,1390,1364,4409,1744,2195,6218,2721,4916,4144,6890,50.44,43.7,44.38458156705099
2091,3015,2775,2787,933,2385,1926,7105,4947,6385,5858,4004,1108,4751,4515,6309,854,25.82,22.9,22.961595290026906
2627,320,3330,599,3114,7095,6456,1206,6787,1024,2792,939,5039,4812,6405,3096,627,25.78,23.48,23.710279450621574
4675,4507,1832,4636,669,2185,2989,2421,4623,4376,936,3750,2270,882,6447,374,6781,32.24,28.61,28.792429374003213
2422,101,5027,5492,119,751,3387,942,6767,6470,327,1539,1963,6434,4807,3448,1327,31.88,28.3,28.59245626640625
946,3693,1371,5577,1977,1302,6094,6922,842,3564,3098,6606,4447,6703,2408,4507,2075,23.39,21.03,21.63771567524072
5829,3907,2576,820,1700,5341,2600,324,223,86,6445,2421,5951,4887,2623,3685,3205,26.23,23.99,24.173020106312073
2566,3264,515,525,2599,4927,3734,912,2048,1762,6431,5061,6372,4447,7107,5637,3841,24.48,22.3,22.565064643051684
5421,2914,2122,1500,4436,1702,2517,1631,2018,2952,666,6717,2300,732,6170,3669,741,37.73,31.73,31.813900415647097
5341,4705,5271,2776,1863,3198,2513,336,2680,1530,2594,6494,6939,4743,2480,2013,2738,69.07,54.42,54.17370833859782
826,4458,5008,4743,6615,4882,754,2007,1803,166,6621,1996,3291,592,2195,4515,7107,25.42,21.72,21.859846584154305
580,5973,615,176,5205,81,2382,6149,6489,2942,4040,3840,7066,7037,1263,826,4107,21.12,19.13,19.209155071025503
6371,6512,2687,631,4171,5449,1419,1471,6358,1225,1159,6730,7090,2619,2503,875,5810,26.0,23.68,23.958001968335175
4213,6837,4930,2404,1034,1693,1160,4468,5919,260,6387,2589,6725,5107,6585,5506,4529,22.18,20.56,20.740642709506556
6887,6112,5649,1682,1459,2448,3544,4403,1293,397,5855,7062,5470,2025,2069,6371,527,20.96,20.57,20.809032723387425
5587,3659,6621,3523,4499,2049,4434,3599,6973,4407,3713,89,3241,6850,2774,1405,2113,33.97,29.54,29.184755240324304
3979,199,6496,5295,3413,4674,154,510,5666,2907,4751,1132,4862,1025,1134,2122,6790,31.35,25.83,26.247116347602237
2268,3258,4620,3285,1410,5017,731,1913,3981,61,1454,4331,2598,4103,5315,3590,5623,18.38,18.13,18.201140343106292
5235,5991,1849,1952,2563,4055,5627,3922,1843,5839,3377,2760,4590,5007,5965,5352,2254,24.49,22.78,22.5965547878871
5295,1797,394,586,6252,4191,5286,3020,1306,4191,6275,6491,1669,2554,2447,5673,2454,19.31,18.72,19.951410961363127
6954,4524,3044,1353,5744,5744,6032,3807,4870,696,7014,1009,4965,4210,4679,3090,1444,22.05,20.28,21.679664340234964
1276,2052,3495,1782,4665,5894,6207,6408,427,4055,5583,3224,5874,5218,2850,3145,4219,23.33,21.77,21.483929941202845
6926,1350,4458,5979,333,4294,740,6618,2090,5148,827,2191,6036,685,1139,6355,5053,41.1,36.17,36.4696179385226
6897,5404,5624,5737,671,3645,6971,1974,6971,3132,6575,3546,3254,1349,2666,3589,1034,19.64,18.97,19.861705812007017
5098,3997,1736,976,3532,4920,4374,3344,967,5410,2420,2274,2033,3103,6140,4582,32,39.59,31.6,31.658903762092457
1555,4328,3594,4743,172,252,5140,4961,1984,6843,2133,1692,1416,2332,1215,4442,1642,27.42,24.87,24.883790899945996
2238,2548,4798,6204,2055,6818,5599,3656,6480,7055,6624,7004,1376,4467,2924,4020,3440,19.55,19.26,19.200112491777986
7009,997,6300,1711,4673,3139,1677,2326,6640,885,6615,197,967,4663,6121,108,4466,43.72,34.39,34.43161925857932
2428,5520,6234,5933,5319,1118,615,4099,3061,4690,6598,2549,3581,4120,5548,2923,6214,30.88,26.83,26.36724366333675
4328,2651,6,1014,3623,5881,3682,2868,2496,4417,3271,2780,6415,5989,5598,4681,4032,28.75,28.09,26.25229160118117
926,5305,3092,3132,1670,4562,31,2274,5206,4900,5916,6050,6794,5966,4185,1629,3781,45.47,35.53,36.24174895592701
