n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
1949,4854,4458,1068,3030,4947,3883,5125,4758,536,4961,107,6860,3843,2124,4512,1919,32.26,27.59,26.147332723771466
1570,5874,3852,4431,6852,4502,3902,3253,5235,7053,1233,1899,5200,1242,7111,4285,3194,22.23,19.51,19.984791489179635
6072,124,5500,6367,524,1305,6211,4842,350,2467,6390,254,6746,7090,2207,3872,4872,32.14,27.64,26.94065979569169
5888,3175,5850,6456,3497,3235,5964,6561,4726,3642,1098,2994,798,293,1113,4054,1777,24.63,21.01,21.188285342566395
2113,5505,3573,6381,5133,7006,2466,3450,4155,6827,3161,4702,2874,4375,4792,3338,4786,22.26,21.75,21.290529101614556
1903,2758,5586,234,7015,2291,4962,5499,5698,1336,5723,7050,2673,4438,4685,4662,852,21.04,20.24,20.014003164304754
5847,5369,1729,5185,6812,4698,2187,2334,1019,519,3948,6995,5232,3960,725,2818,6558,21.62,20.08,20.448616679535174
545,3362,1235,164,2407,3499,6297,3401,974,362,4956,5034,6239,368,3094,5885,4803,25.61,22.5,22.53467255674341
2711,4512,2286,4140,1932,295,2536,59,630,885,4913,4387,257,1616,3341,2388,5000,40.68,30.65,31.547331461812355
2157,1279,5650,347,7108,2783,2570,2950,1133,7059,3094,3086,3771,4260,3163,5274,7101,22.75,21.5,21.29466237159249
4879,5578,4581,840,5080,6647,4153,2222,3532,5196,5900,5862,1946,2466,3583,2115,4269,20.43,19.59,20.09526211882754
2482,4492,2776,93,6458,3401,4751,2579,164,3084,5044,4826,5178,1091,492,5189,5139,27.64,23.81,24.15034216945446
2723,3819,2891,5564,2888,4987,5791,2284,6045,4010,181,4828,496,5537,174,3024,2057,21.86,19.95,20.12793624043486
5144,3738,2446,4855,4927,2621,1453,2981,1517,2561,6210,3024,6912,4879,2163,2460,6449,19.89,19.19,19.377644542954805
3089,859,6326,6660,220,4663,5601,6022,1076,2539,4096,1823,5355,6584,2206,1955,2685,41.62,31.18,32.02848921152742
1535,5554,3565,5321,5718,794,834,4921,2637,2734,5529,6828,1838,3591,6633,7008,1386,33.25,30.22,30.60138475657037
654,2758,6079,5326,1786,4656,3695,2216,1843,6447,990,277,4338,1563,2581,6609,6850,33.65,31.46,30.417234979337533
6868,4709,1503,7075,2282,2786,6612,6782,5258,700,6604,5073,2828,4829,1062,3451,2391,29.28,24.68,24.793134807541996
