n_nodes,influence,n0,n1,n2,n3,n4
5,5260.5200,967,994,821,731,604
5,5260.5200,967,994,821,731,604
5,5256.4100,967,234,821,731,331
5,5256.4100,967,234,821,731,331
5,5255.3900,967,128,821,731,604
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
5,5252.4500,731,821,234,604,967
