n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,64,261,120,507,779,460,483,667,388,807,61.96,32.86,33.98021379117716
214,96,499,29,914,855,399,443,622,780,785,2,712,456,272,60.71,37.56,39.66203235500303
738,821,234,605,967,104,923,325,31,22,26,665,554,9,961,102.45,61.38,63.10394358908741
902,390,702,221,992,432,743,29,540,227,782,448,961,507,566,51.28,32.0,32.51635694963665
238,353,236,693,224,779,470,975,296,948,22,426,857,938,569,70.78,42.08,41.64095568982219
944,657,102,190,644,741,880,303,123,760,340,917,738,996,728,55.32,35.18,35.14846884474416
512,958,990,432,519,849,932,686,194,310,290,601,996,903,511,53.79,32.27,33.04700469109459
866,963,517,402,603,873,35,491,248,761,816,413,424,680,177,59.07,33.42,33.98687367381788
375,561,903,719,794,690,755,383,88,449,679,520,110,797,167,54.27,33.33,33.156424472568
533,860,402,379,501,750,30,480,44,315,720,868,629,607,592,67.23,42.85,42.29449750577815
403,662,174,172,514,232,12,789,204,552,942,880,561,237,414,71.58,47.47,45.59717797349711
526,352,975,867,591,361,470,931,275,675,561,623,980,746,5,62.59,36.64,36.84221029938138
392,802,877,840,977,907,960,758,524,828,132,531,796,574,210,46.1,33.0,32.00643852124344
436,972,57,492,890,373,583,567,204,963,516,423,496,832,365,56.44,35.06,35.08974356767697
424,354,1,551,553,638,805,627,339,469,614,28,823,235,650,61.38,39.91,39.138218331740795
181,563,598,185,881,93,817,564,816,871,836,953,261,33,861,70.61,43.2,41.72536173985602
966,689,72,85,888,17,463,14,772,773,287,255,275,112,816,89.31,53.22,53.102854868851985
639,189,352,297,71,171,163,261,540,974,172,672,279,663,728,66.01,38.99,39.471274547960135
301,465,719,329,508,485,116,24,319,395,351,431,815,192,264,62.99,41.53,42.46567052625561
111,259,921,747,522,214,988,620,442,836,998,21,230,18,406,88.56,52.58,53.786525143290845
149,36,736,982,164,456,721,518,694,436,557,852,225,999,645,70.09,42.36,42.1357170496898
816,711,528,461,228,536,664,31,404,691,589,822,328,675,646,57.76,37.05,36.44735553900561
436,60,755,305,128,991,217,896,48,313,72,879,78,317,939,62.05,42.36,41.77152666781383
961,305,761,162,426,578,258,133,8,574,899,870,38,604,839,72.93,40.11,39.72439728366894
222,985,922,583,471,175,847,888,890,997,798,720,637,521,38,55.5,33.82,34.16576216522191
387,205,355,101,210,587,690,918,443,605,198,504,106,960,681,56.74,37.14,36.95550171270853
399,303,516,511,17,333,626,892,411,921,288,18,160,205,878,83.96,50.28,50.086246986034325
335,830,576,801,138,347,439,218,272,690,98,857,388,954,560,51.57,33.72,33.23115473989292
352,936,903,857,703,547,496,786,545,240,66,742,41,86,136,59.84,38.32,38.399890226169795
173,170,932,551,218,274,777,340,614,518,861,261,376,346,348,49.38,32.1,32.37729609220358
116,298,240,888,966,618,798,977,732,908,500,138,593,564,788,51.88,31.27,30.822394662452727
106,328,40,416,74,389,886,807,150,848,128,349,117,629,601,78.9,49.6,48.31544428417291
800,948,387,78,584,563,229,579,83,975,273,373,912,302,577,56.6,34.82,35.88859527489982
547,947,117,468,918,283,110,805,46,847,302,12,628,686,14,106.07,60.55,63.40119211736893
93,423,117,845,906,808,40,192,245,804,600,431,165,118,461,73.1,43.31,41.843831322183654
171,697,247,162,761,865,105,445,932,987,387,825,993,555,931,57.53,33.43,33.261267040706805
837,301,563,259,728,488,322,102,212,667,325,40,27,10,805,106.88,62.11,64.0793513597318
947,302,743,610,327,460,400,320,408,64,65,935,324,993,615,57.4,35.64,36.103386690319674
993,466,114,256,220,803,632,796,912,555,888,704,480,677,364,60.73,36.16,36.982238392808156
265,187,554,212,314,203,252,369,83,839,287,91,771,458,92,63.59,42.03,40.89464493638861
667,588,658,347,963,232,399,989,314,42,335,191,324,811,867,55.81,32.96,33.22265536959811
592,914,943,310,251,342,103,557,626,592,826,610,94,250,225,54.94,33.5,36.094166861193116
20,827,249,411,74,274,564,888,72,746,76,22,650,10,297,100.89,58.8,58.801531119687134
768,811,367,505,480,883,879,157,103,513,796,814,335,78,521,58.05,34.04,32.9115025129086
972,681,177,183,794,153,144,841,886,327,312,109,726,526,854,61.92,38.35,36.508661623993476
941,616,300,129,915,211,145,558,932,739,32,798,323,840,924,59.23,35.96,36.08408409792814
638,823,688,928,566,860,966,764,706,210,182,306,443,550,161,56.09,37.53,36.96858365919244
49,731,882,683,253,258,796,65,698,986,457,827,440,562,256,56.89,36.04,35.869114530187666
554,449,871,550,464,11,405,856,346,175,264,497,24,812,661,79.61,46.92,47.73491218899782
955,426,999,584,19,63,708,363,593,141,607,128,141,265,848,71.64,44.34,46.02531066937773
283,407,577,410,176,627,91,239,497,7,181,541,324,512,914,84.36,50.03,50.93359032022233
664,942,448,952,702,654,748,231,244,320,506,703,490,979,230,59.23,33.48,34.151514211833934
729,422,345,573,625,928,745,939,669,281,995,661,224,49,943,62.67,35.51,36.34610586153439
73,781,523,660,898,377,163,523,784,811,904,208,319,305,709,60.06,38.89,39.2602647308723
306,869,565,380,169,718,718,754,475,608,87,876,126,918,620,52.75,32.16,34.379757427901424
983,526,584,386,180,159,256,436,222,964,583,736,775,801,53,62.38,38.92,39.08079995140861
506,697,403,734,652,356,393,527,865,168,557,747,41,536,92,67.7,38.16,37.609915332621625
827,261,643,103,273,754,934,85,982,998,142,992,794,631,862,57.19,32.15,34.15585017382148
990,675,703,717,83,455,871,946,246,994,871,391,962,821,925,46.05,28.37,30.780679341754343
443,406,168,931,333,448,129,637,930,499,982,217,122,441,615,60.88,35.8,37.039289420276944
546,418,931,120,676,302,284,254,387,767,572,4,982,194,541,87.65,49.15,49.1283680115858
449,592,21,31,642,996,620,248,855,266,211,177,291,151,555,82.16,52.43,53.286655581210354
205,279,318,599,775,256,852,699,457,810,881,828,875,996,172,46.49,31.65,30.616965438939932
558,365,502,430,876,124,787,213,584,900,392,209,290,830,110,64.37,35.67,36.0861483773423
925,826,24,120,582,765,13,558,303,988,690,779,741,996,664,78.69,46.73,47.474021987036615
139,76,512,382,586,824,318,447,515,693,365,776,541,331,0,80.93,53.68,53.77288865411969
126,452,735,460,358,312,552,408,347,801,748,699,585,504,115,56.32,38.79,37.39859942174823
663,939,386,391,208,570,3,284,650,612,739,902,756,849,745,128.79,77.61,78.5345620578334
523,203,945,472,615,854,529,418,959,762,729,312,719,174,460,53.61,33.17,33.24350614136935
634,684,543,202,368,538,3,694,398,593,436,993,414,344,881,130.72,79.15,78.99358691991276
636,598,997,751,716,919,990,766,69,504,763,253,655,990,664,54.92,33.06,35.70665451847385
297,644,21,416,738,644,159,648,797,959,406,801,276,866,182,67.5,39.41,42.63116877170031
785,75,834,794,619,10,357,934,270,817,725,421,894,701,557,67.43,41.66,42.05023007744738
310,155,473,852,265,496,173,478,522,46,277,522,100,762,604,69.28,40.52,43.03456043159242
