n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
637,261,759,367,814,707,965,861,757,667,944,542,29,16.36,15.97,16.210000000000004
860,476,794,965,255,664,53,922,160,115,380,480,889,16.84,17.32,16.91
252,389,556,104,587,255,13,748,221,417,286,186,938,17.57,17.47,17.37
888,784,398,163,780,816,73,142,632,632,455,129,135,18.28,16.74,18.869999999999994
1,995,892,5,214,792,220,983,169,893,170,296,321,23.93,23.38,23.089999999999996
984,203,552,897,694,640,209,186,963,991,707,201,989,15.52,15.47,15.560000000000004
988,915,392,305,22,369,424,169,958,149,270,66,339,18.21,17.66,17.910000000000004
308,837,617,600,3,610,694,724,346,67,317,363,838,16.38,16.95,16.740000000000006
313,492,713,323,189,492,483,721,180,58,262,998,961,16.08,15.11,16.250000000000004
23,972,767,366,865,413,18,562,806,428,374,385,592,17.71,17.25,17.459999999999994
861,9,463,47,724,185,638,978,977,201,121,773,251,19.81,18.58,18.610000000000007
951,839,964,473,352,524,363,914,537,256,794,473,110,14.87,14.06,15.44
603,766,799,816,376,880,302,37,443,968,93,213,348,18.83,16.99,17.240000000000002
525,625,371,940,151,348,282,946,719,558,94,319,702,17.18,15.82,16.2
324,313,181,817,80,641,152,738,705,316,495,165,737,18.21,18.95,18.150000000000002
49,82,615,546,945,415,32,243,758,608,352,846,256,18.79,17.74,17.610000000000007
466,666,431,149,57,938,653,33,820,505,342,858,212,18.13,17.67,17.77
133,749,577,972,135,645,918,806,423,109,172,444,381,17.94,17.56,17.400000000000002
152,60,865,430,301,144,464,944,635,872,173,999,534,16.58,16.4,16.55
464,983,499,705,747,325,490,280,298,481,413,923,150,17.18,16.43,16.68
115,386,841,544,982,183,642,959,511,888,346,184,91,16.7,16.05,15.930000000000003
503,278,527,800,561,888,514,369,64,804,814,793,364,14.89,15.35,15.240000000000002
711,601,679,35,777,313,372,572,721,684,287,855,497,17.97,18.01,17.830000000000002
271,788,707,733,300,979,968,348,665,182,594,872,11,17.24,16.29,16.55
485,560,792,256,333,687,280,474,295,836,512,662,689,18.06,16.21,16.37
816,365,356,280,659,353,755,960,848,418,358,944,863,17.2,16.7,16.17
176,890,887,704,460,999,373,979,342,530,145,542,170,16.56,16.13,15.900000000000002
203,856,370,959,874,488,289,708,80,736,686,747,426,16.32,16.37,16.070000000000004
175,631,799,958,594,528,681,958,430,309,638,566,793,14.87,13.58,14.830000000000004
887,652,277,737,28,200,163,600,451,639,665,185,224,16.67,16.07,16.320000000000004
777,702,184,646,735,42,482,231,169,55,913,136,113,17.6,16.8,17.27
324,991,185,494,198,561,36,425,476,359,389,678,626,15.81,15.95,15.620000000000001
73,604,209,243,735,924,382,0,358,415,974,285,876,25.29,24.48,24.789999999999996
419,887,117,705,851,560,382,987,36,563,628,308,97,18.88,16.72,17.759999999999998
302,558,524,347,973,594,300,981,360,838,132,429,419,16.95,16.3,16.590000000000003
832,577,657,551,378,478,145,160,610,391,577,488,980,16.18,15.69,16.65
203,991,136,623,93,359,840,914,677,0,391,110,333,26.28,24.85,25.069999999999993
579,938,629,552,144,333,644,897,912,577,384,439,442,16.43,15.74,15.65
231,505,298,491,995,725,388,393,984,875,935,162,610,17.27,16.72,17.649999999999995
608,266,758,308,508,257,425,20,326,967,314,503,951,16.65,15.91,16.160000000000004
293,146,488,24,124,675,636,983,454,251,300,40,800,19.15,17.91,18.1
139,846,401,13,491,545,573,280,249,957,485,800,37,17.72,16.29,16.640000000000004
251,501,274,864,158,738,292,300,504,622,486,530,660,17.6,16.35,16.350000000000005
884,618,901,761,916,121,16,778,129,307,289,546,725,20.58,19.77,19.16
344,628,303,748,542,27,475,358,369,698,762,832,604,16.42,15.27,15.96
135,37,2,258,566,466,702,938,110,909,703,558,195,19.02,18.88,18.8
14,439,797,826,437,609,589,705,725,976,647,664,493,19.53,17.88,18.790000000000003
879,933,861,394,487,401,698,872,736,201,920,303,476,15.83,15.38,15.600000000000001
849,776,67,310,856,3,711,797,443,596,293,663,799,17.46,16.81,17.210000000000004
483,932,318,146,169,489,711,562,910,509,996,338,550,18.47,17.77,17.56
157,435,599,554,831,49,70,750,235,273,839,87,810,18.86,18.67,18.24
64,679,964,26,341,739,439,70,414,718,498,50,126,19.41,18.19,18.360000000000003
862,125,224,629,661,844,975,113,729,916,137,299,722,17.48,16.84,16.77
940,448,153,187,625,189,423,821,165,68,637,218,44,20.01,18.42,19.090000000000003
568,110,676,388,763,73,286,58,584,589,121,760,408,17.51,16.79,17.03
899,638,137,10,442,93,322,701,614,501,501,361,961,16.4,15.94,17.130000000000003
671,383,936,57,141,714,301,154,582,646,694,517,297,19.13,18.31,17.93
932,964,568,563,635,225,269,64,564,241,260,852,768,16.77,16.13,15.920000000000002
290,529,998,136,827,240,884,380,464,754,398,183,134,18.28,18.68,17.570000000000004
730,19,670,349,87,586,683,36,93,884,127,518,608,19.79,18.29,18.91
464,244,399,897,473,491,986,331,110,815,543,30,555,16.16,16.49,16.6
742,393,54,868,154,967,974,439,697,813,228,767,118,17.45,16.86,16.880000000000003
85,996,933,681,503,840,216,143,718,639,384,362,855,18.2,16.57,16.85
240,296,341,952,628,722,357,815,395,387,139,740,851,15.91,15.4,16.07
366,663,303,823,646,443,984,872,370,529,37,606,587,17.07,17.27,17.09
220,757,184,405,64,99,37,33,190,207,200,40,501,19.59,18.4,18.340000000000003
910,959,492,677,778,356,0,437,481,307,911,957,634,24.71,24.59,24.349999999999998
943,438,331,476,472,102,196,158,669,162,72,383,889,18.54,18.28,17.750000000000004
394,889,901,480,155,565,260,112,284,838,165,768,293,17.34,16.84,16.750000000000004
688,240,33,493,917,32,352,946,770,377,323,960,60,20.14,18.94,19.04
704,22,689,467,483,869,968,159,120,804,684,332,298,18.92,18.98,18.41
464,690,245,746,167,34,205,731,25,588,236,672,80,19.25,17.59,18.37
632,410,933,996,723,372,696,319,188,479,370,289,68,17.86,16.59,17.380000000000003
749,735,479,167,794,246,179,688,213,963,44,661,623,17.99,16.87,17.189999999999998
440,743,998,277,6,473,62,463,797,697,420,173,46,20.28,18.9,18.920000000000005
34,561,855,857,531,578,358,962,96,733,72,242,920,16.26,16.54,16.23
822,502,94,958,482,55,699,249,659,51,509,406,800,17.0,16.5,16.41
61,49,261,853,417,456,313,655,52,896,38,972,994,18.49,18.01,17.76
199,183,712,520,655,412,192,544,239,86,949,321,809,16.56,16.47,16.25
110,88,554,943,165,612,77,877,747,219,639,17,451,17.31,16.42,16.51
