n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,22.19,10.97,11.317025288994621
190,887,692,6,346,52.51,31.79,32.45399492739402
514,474,919,619,82,21.7,12.27,12.399494242839781
342,567,958,631,716,19.7,11.17,11.146564432093257
41,745,388,173,720,30.43,17.32,16.16436641444173
968,462,974,742,432,17.63,10.6,10.467424303477987
160,172,243,52,113,34.29,17.94,17.513715083631432
135,518,892,946,604,17.5,11.37,10.804971928265815
64,792,704,392,808,23.56,11.54,11.613465785090563
764,908,104,941,298,20.67,11.68,12.366939281777876
209,690,229,743,812,20.52,12.98,12.986842081474304
431,910,89,791,273,18.4,10.54,11.032676941659874
933,214,406,287,349,22.19,13.6,13.700394259841369
828,44,204,725,907,33.72,18.77,17.883474595789018
5,900,421,56,917,34.45,18.97,18.900038137479385
387,866,503,142,24,37.01,18.6,18.64275401894823
242,434,753,928,871,17.38,10.89,10.615453262650192
114,987,611,3,124,106.56,60.66,62.07098036931621
782,592,202,916,872,20.43,12.95,13.174271228324406
207,338,8,913,85,28.87,17.69,17.865294737865824
136,552,939,17,512,26.49,15.16,15.624897605067037
86,586,508,550,943,19.0,9.9,10.819378728905992
202,430,70,407,196,32.84,16.36,16.819934697192853
654,783,95,717,593,19.16,9.26,9.519316882180087
148,176,962,623,736,17.16,9.14,9.026494549555748
981,42,55,276,568,19.59,10.34,10.80987246185656
699,620,872,152,763,23.01,12.36,12.04085229664212
274,754,589,35,124,23.44,12.96,13.033703641977915
889,722,412,973,927,13.47,9.29,8.961050969087516
242,165,625,517,44,36.62,18.74,19.470028055737316
753,374,865,690,534,13.88,9.49,9.554623388307597
604,578,793,704,88,22.46,14.11,13.746602940946985
888,355,112,884,902,20.43,11.94,12.628335613473023
598,374,462,215,411,26.82,16.81,16.434093471995755
203,969,588,763,18,41.62,25.35,25.262583709825044
388,818,622,336,0,48.37,27.65,28.279928413427648
443,114,218,227,454,21.76,12.91,12.547483449633715
276,332,834,90,314,23.87,13.83,14.196427669497258
644,291,105,529,802,18.76,11.29,11.033214933664325
56,26,390,799,573,28.35,14.04,14.838594239900626
826,438,509,354,726,21.19,12.81,12.198704553903255
796,254,579,755,67,24.03,15.27,15.104146982374257
435,663,236,98,987,26.81,14.31,14.192277001818871
778,410,522,381,978,18.92,11.31,11.48752662052421
880,573,378,142,683,18.91,9.45,9.879972837458455
297,175,709,863,896,21.3,13.06,12.747427979428192
265,30,51,962,998,27.09,16.88,17.281611490148396
829,176,269,969,168,19.51,10.9,11.144670511634908
123,621,151,12,49,55.59,31.81,31.2095493809367
62,461,213,805,398,23.28,14.02,13.420984779846918
301,626,15,989,817,24.53,15.88,14.841451518186158
363,291,144,492,575,21.76,11.7,12.157609131322998
284,140,984,88,765,22.82,15.12,15.205162288084894
569,303,712,120,67,21.16,12.72,12.747836456183439
430,462,145,720,575,17.47,11.13,10.30972063869625
782,813,392,602,908,13.11,8.88,9.277023929159167
822,173,679,732,280,14.98,10.43,10.993377713087904
790,611,901,623,506,17.83,11.05,11.143625786994996
357,101,945,49,283,29.94,17.77,17.824714275767423
541,131,177,817,644,17.58,11.77,11.924400896342597
840,86,166,798,808,17.66,10.02,10.490827510674956
227,879,13,207,180,36.82,21.13,22.14009841500138
485,467,605,572,558,16.39,8.09,8.610658337857426
397,85,177,561,493,25.44,12.42,13.282904224571721
607,969,268,548,68,19.62,13.51,12.896709568683928
963,666,29,594,599,20.17,10.29,10.943932194732536
910,446,557,316,536,15.6,10.87,10.785033610023422
539,550,657,931,815,15.06,8.68,8.996397720465128
67,898,658,587,555,32.41,12.62,12.132957623215763
978,307,65,742,229,26.28,12.24,12.958284578786607
737,140,105,102,716,22.17,12.3,13.434978609552047
503,464,61,501,910,20.39,11.02,11.476367740328085
652,744,54,695,617,30.22,16.02,15.897721372816708
29,382,249,899,469,20.33,12.29,12.405426636333221
236,380,842,985,747,17.0,12.56,11.842579720870132
586,639,507,896,248,17.91,11.14,11.122408389543015
36,637,611,86,627,35.07,18.45,19.727919466314532
48,694,419,416,602,17.3,13.0,12.86346222816431
70,82,193,34,622,20.63,12.29,12.565655534657337
770,185,86,66,30,24.57,15.98,15.458852849427252
363,639,481,560,548,21.49,12.35,11.787911414514689
486,26,720,794,77,24.18,14.11,14.357140396973913
341,86,801,329,8,38.26,21.9,21.667536846239656
474,976,459,604,152,17.68,9.26,9.42777049088426
999,395,489,852,141,20.84,13.35,12.949318419698425
108,914,357,687,236,28.1,17.46,17.325712274583292
462,798,132,196,991,19.74,12.43,12.46025876461206
226,111,113,53,122,32.2,18.28,18.679527189194243
76,960,660,999,84,32.39,21.12,20.85817139538227
381,106,758,24,478,29.29,20.3,19.56248409607348
641,534,205,378,895,13.35,9.77,9.853443639311006
649,83,241,5,262,33.03,21.06,21.89379694999672
781,530,699,202,15,33.14,18.7,19.83485014509811
449,259,966,625,22,29.06,13.67,13.669186011086488
983,105,531,819,427,18.27,10.62,10.610938330589464
59,920,257,486,872,23.17,12.62,12.783153220437866
322,619,895,225,654,17.34,11.0,11.483495289836108
60,697,281,135,307,19.87,15.15,14.103384031263731
39,819,191,998,361,36.29,19.0,19.431297170196437
805,923,412,953,7,52.4,27.79,27.007562276871848
