generation number, pop_size, worst, best, median, avg, std, diversity, improvement, number_of_selections
0, 100, 10.18, 23.83, 11.74, 12.374399999999998, 2.3013319273846613,0.9986262626262626,0,[1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300]
1, 100, 11.0, 31.29, 15.739999999999998, 17.0021, 4.821128767207944,0.9614949494949495,0.31305077633235423,[14. 14. 12. 12. 12. 12. 12. 12.]
2, 100, 12.55, 36.49, 23.95, 24.43990000000001, 5.69128553052823,0.8597575757575757,0.1661872802812401,[81. 36. 12. 12. 21. 12. 12. 14.]
3, 100, 21.69, 48.01, 32.435, 31.599100000000004, 5.151382357193067,0.7927070707070707,0.31570293231022184,[137.  69.  12.  12.  32.  12.  12.  14.]
4, 100, 23.19, 51.34, 36.03, 36.3334, 6.422050174204497,0.7675555555555555,0.06936054988544064,[163. 107.  12.  12.  67.  12.  12.  15.]
5, 100, 28.81, 58.08, 43.575, 43.227399999999996, 6.634431342624626,0.7084848484848485,0.13128165173354098,[208. 118.  13.  14. 102.  12.  12.  21.]
6, 100, 36.05, 59.78, 48.135, 48.570299999999996, 5.904462118601491,0.6578585858585857,0.029269972451790683,[220. 134.  25.  29. 125.  12.  12.  43.]
7, 100, 39.37, 63.13, 53.815, 53.1849, 5.5753829455921675,0.604929292929293,0.056038808966209455,[250. 155.  32.  41. 137.  12.  12.  61.]
8, 100, 43.28, 66.65, 56.084999999999994, 55.37129999999999, 5.201067131849001,0.5844444444444444,0.05575795976556317,[270. 166.  47.  56. 152.  12.  12.  85.]
9, 100, 46.72, 71.4, 57.715, 57.2079, 5.329841891651197,0.5691111111111111,0.07126781695423855,[278. 179.  78.  71. 167.  14.  12. 101.]
10, 100, 49.0, 71.4, 59.33, 58.9973, 5.01692213513425,0.560868686868687,0.0,[284. 197. 103. 101. 173.  17.  18. 107.]
11, 100, 48.33, 71.63, 61.025000000000006, 60.82670000000001, 5.487594565016625,0.5574747474747476,0.0032212885154060187,[297. 212. 109. 107. 201.  23.  36. 115.]
12, 100, 50.66, 73.08, 63.445, 62.9746, 5.541581618996512,0.5606868686868687,0.020242914979757127,[308. 230. 116. 110. 214.  52.  44. 126.]
13, 100, 52.51, 79.49, 65.14500000000001, 64.91850000000001, 5.170761911942957,0.5514949494949494,0.08771209633278594,[311. 239. 123. 117. 218.  76.  87. 129.]
14, 100, 53.46, 79.49, 66.05, 66.3476, 5.769518891554131,0.5384040404040404,0.0,[324. 249. 129. 117. 224. 101. 124. 132.]
15, 100, 54.43, 81.66, 69.36, 69.1376, 5.4859187234227225,0.5197575757575758,0.027299031324694953,[331. 256. 139. 121. 253. 103. 159. 138.]
16, 100, 61.39, 82.26, 70.695, 70.872, 5.140987064757118,0.5094141414141414,0.007347538574577621,[337. 269. 148. 134. 304. 104. 166. 138.]
17, 100, 62.29, 82.26, 71.11500000000001, 71.79690000000001, 5.300351817568339,0.49270707070707087,0.0,[360. 283. 160. 137. 321. 111. 178. 150.]
18, 100, 61.97, 82.35, 73.305, 72.9706, 4.650089852895318,0.4564848484848485,0.001094091903719781,[387. 284. 160. 150. 355. 125. 186. 153.]
19, 100, 62.64, 85.32, 73.91499999999999, 73.9252, 4.522990267511085,0.4436767676767678,0.03606557377049179,[451. 284. 168. 155. 360. 125. 204. 153.]
20, 100, 63.32, 85.32, 73.275, 73.3485, 4.400313710407476,0.47377777777777774,0.0,[473. 289. 183. 159. 389. 138. 207. 162.]
21, 100, 59.3, 85.32, 72.63, 72.67049999999999, 4.95066063773311,0.4902828282828283,0.0,[485. 292. 187. 198. 427. 138. 211. 162.]
22, 100, 61.19, 85.32, 74.245, 73.4776, 5.006988939472505,0.4721414141414141,0.0,[485. 292. 187. 212. 469. 138. 253. 164.]
23, 100, 59.03, 85.32, 74.035, 73.76839999999999, 4.976796704708763,0.47717171717171714,0.0,[485. 301. 187. 227. 527. 138. 255. 180.]
24, 100, 64.68, 88.71, 73.92500000000001, 73.933, 4.802633340158292,0.4762020202020202,0.03973277074542898,[489. 314. 197. 275. 535. 138. 260. 192.]
