generation number, individual number, fitness, candidate
0, 0, 23.83, [8114, 887, 6958, 6855, 810, 4349, 11, 1672, 3047, 1487]
0, 1, 21.84, [7840, 1166, 4416, 4627, 4715, 8152, 2027, 7253, 2290, 3781]
0, 2, 19.67, [7538, 1781, 5096, 413, 7166, 638, 7383, 1166, 7644, 322]
0, 3, 16.33, [595, 7508, 4380, 1835, 7336, 5467, 4471, 2372, 4483, 1062]
0, 4, 16.03, [5473, 5213, 7383, 7537, 218, 5802, 6649, 1275, 5508, 4083]
0, 5, 15.76, [5203, 7344, 4562, 5817, 5141, 122, 5572, 2487, 5160, 5862]
0, 6, 15.69, [2790, 137, 55, 2994, 7782, 4826, 3377, 2473, 3983, 6126]
0, 7, 15.67, [393, 1610, 957, 308, 2079, 12, 4492, 3682, 1441, 5738]
0, 8, 15.3, [915, 779, 574, 4684, 7349, 1838, 5189, 5351, 4131, 1553]
0, 9, 15.14, [2605, 7113, 2560, 1513, 3603, 4117, 1009, 7401, 7842, 7867]
0, 10, 15.11, [6702, 4398, 36, 845, 7020, 1396, 7644, 8241, 4605, 2944]
0, 11, 15.01, [5140, 1684, 5227, 2691, 3408, 663, 3997, 7040, 1175, 5099]
0, 12, 14.84, [6910, 4532, 993, 4126, 5653, 6393, 5799, 962, 3246, 903]
0, 13, 14.55, [1236, 524, 3016, 3311, 605, 4315, 5816, 6864, 3418, 1460]
0, 14, 14.5, [6954, 1909, 636, 3581, 3092, 4061, 4013, 5291, 1748, 5140]
0, 15, 14.25, [3731, 2992, 7461, 7045, 1279, 1184, 4466, 5738, 2955, 3667]
0, 16, 13.97, [7578, 798, 1313, 7906, 8065, 2697, 932, 7938, 5814, 5518]
0, 17, 13.96, [2617, 4429, 3777, 4574, 1676, 4576, 2961, 4850, 4260, 1521]
0, 18, 13.95, [449, 681, 1555, 7332, 5796, 3399, 6725, 2419, 4206, 743]
0, 19, 13.92, [8227, 4889, 4141, 7861, 2050, 15, 6677, 610, 4899, 580]
0, 20, 13.48, [2713, 5089, 4326, 6492, 3133, 1931, 5341, 4413, 1071, 1781]
0, 21, 13.41, [3762, 4207, 6456, 1941, 1540, 4044, 548, 599, 1839, 805]
0, 22, 13.26, [1422, 3961, 2292, 2411, 1741, 3248, 387, 2222, 7934, 6546]
0, 23, 13.25, [8099, 3691, 2206, 3171, 6489, 5166, 827, 4120, 2659, 597]
0, 24, 13.25, [3460, 5078, 2058, 6004, 6592, 3568, 3224, 6572, 3066, 5873]
0, 25, 13.24, [4947, 3223, 3601, 5686, 5990, 4030, 8158, 5427, 3074, 1297]
0, 26, 12.86, [4050, 3389, 3600, 6082, 4980, 5130, 3930, 6578, 4044, 3916]
0, 27, 12.85, [4774, 1350, 4378, 3150, 2319, 4529, 3470, 7193, 8035, 602]
0, 28, 12.84, [4091, 4401, 49, 1713, 2789, 4586, 5171, 7055, 5133, 2645]
0, 29, 12.82, [4056, 3637, 4422, 7461, 4357, 6114, 80, 2953, 1595, 395]
0, 30, 12.75, [8088, 6057, 2587, 3441, 2624, 3134, 1037, 4453, 1013, 1836]
0, 31, 12.68, [6180, 1857, 8112, 2049, 7057, 6375, 760, 2882, 333, 376]
0, 32, 12.67, [56, 3039, 6524, 2542, 5233, 3288, 5740, 409, 5355, 435]
0, 33, 12.58, [1315, 3144, 543, 7806, 4500, 1610, 1502, 2680, 4252, 6380]
0, 34, 12.53, [6123, 1200, 4945, 4871, 1194, 2863, 1450, 5589, 1447, 4644]
0, 35, 12.43, [861, 7280, 5864, 3029, 4096, 7490, 5474, 6504, 1932, 7518]
0, 36, 12.42, [4828, 4333, 3438, 1017, 3446, 8056, 5752, 3702, 7015, 5470]
0, 37, 12.35, [4496, 3338, 2896, 4255, 7821, 7611, 5190, 3963, 1035, 3041]
0, 38, 12.34, [4557, 1471, 6526, 2733, 7848, 6643, 4591, 6565, 3482, 752]
0, 39, 12.32, [5537, 1246, 299, 1221, 1223, 1175, 2496, 1800, 3091, 2117]
0, 40, 12.24, [861, 83, 594, 4382, 4040, 5613, 1604, 4062, 7010, 6259]
0, 41, 12.23, [4776, 3083, 1037, 324, 7112, 8287, 2171, 2117, 7954, 1678]
0, 42, 12.03, [6432, 2881, 7178, 2760, 4857, 313, 936, 5115, 4760, 193]
0, 43, 11.98, [4047, 1728, 3984, 7160, 520, 2707, 2847, 5747, 3408, 7480]
0, 44, 11.92, [1669, 7476, 3249, 5109, 8169, 18, 4080, 6618, 4407, 3310]
0, 45, 11.88, [2573, 1024, 1616, 3806, 1587, 45, 3198, 2770, 458, 5462]
0, 46, 11.88, [6332, 5346, 8027, 3613, 7178, 1756, 5422, 3371, 6377, 1065]
0, 47, 11.8, [5663, 2690, 5838, 5590, 6645, 1967, 6261, 1644, 4504, 2012]
0, 48, 11.8, [5136, 6133, 6991, 5536, 1707, 6840, 8023, 6632, 7131, 3251]
0, 49, 11.8, [3162, 5620, 3535, 4860, 2784, 6953, 126, 7051, 3603, 3835]
